BEGIN
CREATE TABLE
INSERT 0 893
 rk  |                       school                       | league |  str  |  ofs  |  dfs  | sos  
 332 | Bellarmine University                              | D2     | -1.97 | -0.99 |  0.99 | 0.09
 333 | DePauw University                                  | D3     | -1.97 | -0.99 |  0.99 | 0.09
 334 | Univ. of Alabama in Huntsville                     | D2     | -1.98 | -0.99 |  0.99 | 0.13
 335 | Olivet Nazarene (Ill.)                             | NAIA   | -1.98 | -0.98 |  1.01 | 0.12
 336 | St. Cloud State University                         | D2     | -2.00 | -1.03 |  0.97 | 0.07
 337 | Bethany College (Kan.)                             | NAIA   | -2.01 | -1.00 |  1.01 | 0.02
 338 | Pfeiffer University                                | D2     | -2.01 | -1.00 |  1.01 | 0.07
 339 | Brandeis University                                | D3     | -2.01 | -1.01 |  1.01 | 0.16
 340 | Alabama State University                           | D1     | -2.02 | -1.01 |  1.00 | 0.26
 341 | St. Mary's University (Texas)                      | D2     | -2.02 | -1.01 |  1.01 | 0.15
 342 | St. Edward's University                            | D2     | -2.02 | -1.01 |  1.01 | 0.17
 343 | Campbellsville University (Ky.)                    | NAIA   | -2.03 | -1.03 |  1.00 | 0.07
 344 | Middle Georgia State College                       | NAIA   | -2.03 | -1.02 |  1.02 | 0.12
 345 | Wagner College                                     | D1     | -2.05 | -1.01 |  1.04 | 0.25
 346 | Eckerd College                                     | D2     | -2.07 | -1.02 |  1.05 | 0.17
 347 | Pacific University (Oregon)                        | D3     | -2.07 | -1.05 |  1.02 | 0.05
 348 | Univ. of Findlay                                   | D2     | -2.07 | -1.04 |  1.03 | 0.07
 349 | Vincennes University                               | NJCAA  | -2.09 | -1.07 |  1.03 | 0.10
 350 | Metropolitan State College of Denver               | D2     | -2.09 | -1.04 |  1.05 | 0.08
 351 | The Citadel                                        | D1     | -2.10 | -1.06 |  1.03 | 1.18
 352 | Hofstra University                                 | D1     | -2.10 | -1.03 |  1.07 | 0.32
 353 | UC Santa Cruz                                      | D3     | -2.13 | -1.07 |  1.06 | 0.22
 354 | Southeastern University                            | NAIA   | -2.13 | -1.06 |  1.07 | 0.04
 355 | Eastern Washington University                      | D1     | -2.16 | -1.09 |  1.07 | 1.23
 356 | Ohio Dominican University                          | D2     | -2.16 | -1.09 |  1.07 | 0.08
 357 | Emporia State University                           | D2     | -2.16 | -1.07 |  1.09 | 0.15
 358 | Delta State University                             | D2     | -2.17 | -1.10 |  1.07 | 0.15
 359 | Indiana Wesleyan                                   | NAIA   | -2.18 | -1.08 |  1.10 | 0.06
 360 | Lindenwood (Mo.)                                   | D2     | -2.19 | -1.09 |  1.10 | 0.17
 361 | Chicago State University                           | D1     | -2.21 | -1.10 |  1.10 | 0.24
 362 | Washburn University                                | D2     | -2.21 | -1.10 |  1.11 | 0.13
 363 | California Lutheran University                     | D3     | -2.22 | -1.10 |  1.12 | 0.12
 364 | Harding University                                 | D2     | -2.22 | -1.13 |  1.09 | 0.07
 365 | Portland State University                          | D1     | -2.22 | -1.13 |  1.09 | 0.45
 366 | Martin Methodist (Tenn.)                           | NAIA   | -2.23 | -1.15 |  1.08 | 0.17
 367 | Belhaven (Miss.)                                   | NAIA   | -2.24 | -1.13 |  1.11 | 0.02
 368 | University of Connecticut                          | D1     | -2.25 | -1.13 |  1.12 | 0.39
 369 | University of Rochester                            | D3     | -2.26 | -1.13 |  1.13 | 0.07
 370 | Denison University                                 | D3     | -2.26 | -1.16 |  1.10 | 0.08
 371 | Carleton College                                   | D3     | -2.26 | -1.14 |  1.13 | 0.02
 372 | Univ. of Charleston (West Virginia)                | D2     | -2.27 | -1.15 |  1.11 | 0.03
 373 | McPherson College                                  | NAIA   | -2.28 | -1.13 |  1.15 | 0.06
 374 | Shorter University                                 | D2     | -2.30 | -1.15 |  1.14 | 0.27
 375 | Cardinal Strich University                         | NAIA   | -2.30 | -1.15 |  1.15 | 0.11
 376 | Swarthmore College                                 | D3     | -2.31 | -1.16 |  1.16 | 0.07
 377 | Morgan State University                            | D1     | -2.33 | -1.15 |  1.18 | 0.67
 378 | Colorado Mesa University                           | D2     | -2.33 | -1.20 |  1.13 | 0.08
 379 | Mars Hill University                               | D2     | -2.33 | -1.16 |  1.17 | 0.11
 380 | Sonoma State University                            | D2     | -2.33 | -1.17 |  1.16 | 0.31
 381 | University of Hartford                             | D1     | -2.34 | -1.16 |  1.18 | 0.29
 382 | Mesa Comm. College                                 | NJCAA  | -2.34 | -1.17 |  1.17 | 0.02
 383 | Univ. of North Dakota                              | D1     | -2.35 | -1.17 |  1.18 | 0.20
 384 | Lenoir-Rhyne University                            | D2     | -2.35 | -1.18 |  1.17 | 0.07
 385 | Christopher Newport University                     | D3     | -2.35 | -1.19 |  1.16 | 0.05
 386 | William Carey University                           | NAIA   | -2.36 | -1.21 |  1.14 | 0.17
 387 | Lincoln Memorial University                        | D2     | -2.36 | -1.17 |  1.19 | 0.12
 388 | Asbury (Ky.)                                       | NAIA   | -2.36 | -1.18 |  1.18 | 0.01
 389 | Dalton State College                               | NAIA   | -2.37 | -1.23 |  1.13 | 0.35
 390 | Chapman University                                 | D3     | -2.38 | -1.18 |  1.20 | 0.10
 391 | Collin College                                     | NJCAA  | -2.38 | -1.17 |  1.21 | 0.12
 392 | Babson College                                     | D3     | -2.39 | -1.21 |  1.18 | 0.03
 393 | Western New Mexico University                      | D2     | -2.40 | -1.22 |  1.18 | 0.12
 394 | Univ. of the South                                 | D3     | -2.41 | -1.22 |  1.18 | 0.05
 395 | Sacred Heart University                            | D1     | -2.41 | -1.20 |  1.21 | 0.22
 396 | Rensselaer Polytechnic Institute                   | D3     | -2.42 | -1.21 |  1.21 | 0.09
 397 | Lewis-Clark State College (Idaho)                  | NAIA   | -2.43 | -1.21 |  1.21 | 0.21
 398 | Longwood University                                | D1     | -2.43 | -1.22 |  1.21 | 0.40
 399 | Univ. of St. Francis (Ill.)                        | NAIA   | -2.45 | -1.22 |  1.23 | 0.05
 400 | University of Delaware                             | D1     | -2.45 | -1.22 |  1.23 | 0.32
 401 | Allegheny College                                  | D3     | -2.47 | -1.27 |  1.21 | 0.02
 402 | Aquinas College (Mich)                             | NAIA   | -2.49 | -1.26 |  1.22 | 0.09
 403 | Loyola College (Maryland)                          | D1     | -2.49 | -1.23 |  1.26 | 0.32
 404 | New York University                                | D3     | -2.51 | -1.24 |  1.27 | 0.07
 405 | Cowley County Community College                    | NJCAA  | -2.52 | -1.28 |  1.24 | 0.07
 406 | Carson-Newman College                              | D2     | -2.52 | -1.25 |  1.27 | 0.07
 407 | Barton College (NC)                                | D2     | -2.53 | -1.26 |  1.28 | 0.05
 408 | George Fox University                              | D3     | -2.54 | -1.27 |  1.27 | 0.03
 409 | Savannah College of Art & Design                   | NAIA   | -2.54 | -1.26 |  1.28 | 0.44
 410 | Newberry College                                   | D2     | -2.56 | -1.29 |  1.27 | 0.07
 411 | Jackson State University                           | D1     | -2.56 | -1.28 |  1.28 | 1.26
 412 | McMurry University                                 | D3     | -2.56 | -1.29 |  1.27 | 0.02
 413 | Catawba College                                    | D2     | -2.57 | -1.28 |  1.28 | 0.07
 414 | Mercyhurst University                              | D2     | -2.58 | -1.28 |  1.30 | 0.03
 415 | Univ. of Wisconsin, La Crosse                      | D3     | -2.59 | -1.32 |  1.27 | 0.01
 416 | Adelphi University                                 | D2     | -2.60 | -1.29 |  1.32 | 0.09
 417 | Lewis and Clark College (OR)                       | D3     | -2.64 | -1.31 |  1.33 | 0.04
 418 | North Greenville University (S.C.)                 | D2     | -2.64 | -1.32 |  1.33 | 0.09
 419 | Pikeville (Ky.)                                    | NAIA   | -2.64 | -1.29 |  1.35 | 0.04
 420 | Edinboro University                                | D2     | -2.64 | -1.34 |  1.30 | 0.04
 421 | University of St. Thomas                           | D3     | -2.67 | -1.32 |  1.35 | 0.04
 422 | Saint Joseph's College (IN)                        | D2     | -2.69 | -1.38 |  1.32 | 0.03
 423 | Kalamazoo College                                  | D3     | -2.70 | -1.33 |  1.37 | 0.04
 424 | Mississippi College                                | D2     | -2.70 | -1.34 |  1.36 | 0.10
 425 | Wabash College                                     | D3     | -2.70 | -1.36 |  1.34 | 0.03
 426 | West Virginia Wesleyan College                     | D2     | -2.72 | -1.37 |  1.35 | 0.03
 427 | MIT                                                | D3     | -2.73 | -1.34 |  1.39 | 0.07
 428 | Coker College                                      | D2     | -2.74 | -1.37 |  1.37 | 0.15
 429 | Post University                                    | D2     | -2.75 | -1.41 |  1.35 | 0.11
 430 | Davenport University                               | NAIA   | -2.75 | -1.39 |  1.36 | 0.06
 431 | Marian Univ. (Ind.)                                | NAIA   | -2.76 | -1.39 |  1.37 | 0.06
 432 | Biola University                                   | NAIA   | -2.76 | -1.37 |  1.39 | 0.05
 433 | Chestnut Hill College                              | D2     | -2.76 | -1.39 |  1.38 | 0.10
 434 | Franklin Pierce College                            | D2     | -2.77 | -1.38 |  1.38 | 0.02
 435 | American International College                     | D2     | -2.77 | -1.38 |  1.38 | 0.02
 436 | Maryville University of Saint Louis                | D2     | -2.77 | -1.38 |  1.38 | 0.17
 437 | Concordia College                                  | D2     | -2.77 | -1.38 |  1.38 | 0.51
 438 | Dowling College                                    | D2     | -2.77 | -1.38 |  1.38 | 0.04
 439 | St. Anselm College                                 | D2     | -2.77 | -1.38 |  1.38 | 0.01
 440 | Georgia Southwestern State                         | D2     | -2.79 | -1.39 |  1.40 | 0.35
 441 | Friends (Kan.)                                     | NAIA   | -2.80 | -1.37 |  1.42 | 0.03
 442 | Merrimack College                                  | D2     | -2.80 | -1.40 |  1.40 | 0.11
 443 | Walsh (Ohio)                                       | D2     | -2.81 | -1.41 |  1.40 | 0.12
 444 | Whitworth University                               | D3     | -2.81 | -1.39 |  1.42 | 0.07
 445 | Wheaton College (Illinois)                         | D3     | -2.81 | -1.43 |  1.38 | 0.03
 446 | St. Peter's University                             | D1     | -2.82 | -1.40 |  1.42 | 0.16
 447 | Carthage College                                   | D3     | -2.82 | -1.45 |  1.37 | 0.02
 448 | Oberlin College                                    | D3     | -2.83 | -1.40 |  1.43 | 0.05
 449 | Murray State University                            | D1     | -2.83 | -1.43 |  1.40 | 0.60
 450 | Cumberlands (Ky.)                                  | NAIA   | -2.84 | -1.41 |  1.42 | 0.21
 451 | Lafayette College                                  | D1     | -2.85 | -1.42 |  1.43 | 0.24
 452 | Grinnell College                                   | D3     | -2.87 | -1.46 |  1.41 | 0.03
 453 | Univ. of District of Columbia                      | D2     | -2.89 | -1.42 |  1.47 | 0.08
 454 | Hunter College                                     | D3     | -2.89 | -1.44 |  1.45 | 0.01
 455 | Virginia Wesleyan College                          | D3     | -2.90 | -1.43 |  1.47 | 0.03
 456 | University of Arkansas, Fort Smith                 | D2     | -2.96 | -1.46 |  1.50 | 0.23
 457 | Vassar College                                     | D3     | -2.97 | -1.49 |  1.48 | 0.05
 458 | Stonehill College                                  | D2     | -2.98 | -1.52 |  1.45 | 0.05
 459 | Colorado State University-Pueblo                   | D2     | -2.98 | -1.48 |  1.50 | 0.13
 460 | Cornerstone University                             | NAIA   | -2.98 | -1.50 |  1.49 | 0.02
 461 | Methodist University                               | D3     | -2.99 | -1.48 |  1.52 | 0.03
 462 | Chowan University                                  | D2     | -3.00 | -1.51 |  1.49 | 0.04
 463 | Howard University                                  | D1     | -3.01 | -1.49 |  1.52 | 0.65
 464 | Tennessee State University                         | D1     | -3.01 | -1.50 |  1.51 | 0.40
 465 | Tiffin University                                  | D2     | -3.04 | -1.53 |  1.51 | 0.10
 466 | Univ. of Illinois at Springfield                   | D2     | -3.04 | -1.52 |  1.52 | 0.02
 467 | Connecticut College                                | D3     | -3.05 | -1.56 |  1.49 | 0.04
 468 | Salisbury University                               | D3     | -3.07 | -1.54 |  1.52 | 0.02
 469 | Laredo Community College                           | NJCAA  | -3.08 | -1.54 |  1.54 | 0.29
 470 | Washington & Lee University                        | D3     | -3.08 | -1.52 |  1.56 | 0.04
 471 | Belmont Abbey College                              | D2     | -3.08 | -1.54 |  1.54 | 0.05
 472 | Univ. of Hawaii, Hilo                              | D2     | -3.09 | -1.54 |  1.54 | 0.34
 473 | Farmingdale State College                          | D3     | -3.11 | -1.55 |  1.56 | 0.00
 474 | Graceland University (Iowa)                        | NAIA   | -3.12 | -1.55 |  1.57 | 0.18
 475 | Post University                                    | D2     | -3.13 | -1.58 |  1.55 | 0.16
 476 | Yeshiva University                                 | D3     | -3.13 | -1.56 |  1.57 | 0.01
 477 | Nebraska, Omaha                                    | D1     | -3.15 | -1.57 |  1.58 | 0.49
 478 | Colby College                                      | D3     | -3.18 | -1.61 |  1.57 | 0.04
 479 | Brevard College                                    | D2     | -3.18 | -1.59 |  1.59 | 0.07
 480 | Milligan (Tenn.)                                   | NAIA   | -3.19 | -1.58 |  1.62 | 0.02
 481 | Kutztown University of Pennsylvania                | D2     | -3.20 | -1.61 |  1.59 | 0.04
 482 | St. Lawrence University                            | D3     | -3.21 | -1.62 |  1.59 | 0.03
 483 | Georgia Perimeter College                          | NJCAA  | -3.21 | -1.61 |  1.60 | 0.35
 484 | Coppin State College                               | D1     | -3.22 | -1.60 |  1.62 | 0.32
 485 | West Chester Univ. of Pennsylvania                 | D2     | -3.23 | -1.60 |  1.62 | 0.03
 486 | Warner University (Fla.)                           | NAIA   | -3.23 | -1.60 |  1.63 | 0.14
 487 | Oglethorpe University                              | D3     | -3.24 | -1.63 |  1.61 | 0.03
 488 | Univ. of Maryland Eastern Shore                    | D1     | -3.24 | -1.66 |  1.59 | 0.18
 489 | Webber International University                    | NAIA   | -3.25 | -1.64 |  1.61 | 0.05
 490 | Rhodes College                                     | D3     | -3.25 | -1.64 |  1.61 | 0.03
 491 | Franklin & Marshall                                | D3     | -3.26 | -1.62 |  1.64 | 0.04
 492 | St. Francis College (New York)                     | D1     | -3.26 | -1.62 |  1.64 | 0.27
 493 | Ashford University                                 | NAIA   | -3.27 | -1.64 |  1.63 | 0.04
 494 | Our Lady of the Lake University                    | NAIA   | -3.27 | -1.65 |  1.62 | 0.05
 495 | Univ. of Puerto Rico, Piedras                      | D2     | -3.27 | -1.61 |  1.66 | 0.06
 496 | Washington College (Maryland)                      | D3     | -3.27 | -1.63 |  1.64 | 0.01
 497 | Arizona Christian University                       | NAIA   | -3.27 | -1.63 |  1.64 | 0.04
 498 | Montana State University-Billings                  | D2     | -3.29 | -1.68 |  1.61 | 0.18
 499 | Baker University (Kan.)                            | NAIA   | -3.30 | -1.66 |  1.64 | 0.04
 500 | Cedarville University (Ohio)                       | D2     | -3.30 | -1.68 |  1.63 | 0.02
 501 | Seward County Comm. College                        | NJCAA  | -3.31 | -1.63 |  1.67 | 0.01
 502 | Fordham University                                 | D1     | -3.33 | -1.67 |  1.66 | 0.27
 503 | Augustana College (South Dakota)                   | D2     | -3.35 | -1.67 |  1.68 | 0.07
 504 | Wilkes University                                  | D3     | -3.36 | -1.73 |  1.63 | 0.01
 505 | St. Thomas University (Fla.)                       | NAIA   | -3.36 | -1.68 |  1.68 | 0.16
 506 | St. Olaf College                                   | D3     | -3.36 | -1.67 |  1.69 | 0.03
 507 | Occidental College                                 | D3     | -3.38 | -1.68 |  1.70 | 0.05
 508 | Haverford College                                  | D3     | -3.38 | -1.68 |  1.70 | 0.03
 509 | King University (Tenn.)                            | D2     | -3.39 | -1.69 |  1.70 | 0.12
 510 | Missouri Baptist                                   | NAIA   | -3.40 | -1.69 |  1.70 | 0.08
 511 | North Carolina A&T State University                | D1     | -3.41 | -1.70 |  1.71 | 0.65
 512 | Luther College                                     | D3     | -3.41 | -1.74 |  1.67 | 0.03
 513 | Hampden-Sydney College                             | D3     | -3.42 | -1.71 |  1.71 | 0.02
 514 | Univ. of the Ozarks (Arkansas)                     | D3     | -3.43 | -1.71 |  1.72 | 0.02
 515 | Saint Mary's University of Minnesota               | D3     | -3.43 | -1.70 |  1.73 | 0.01
 516 | Augustana College (Illinois)                       | D3     | -3.46 | -1.74 |  1.72 | 0.03
 517 | Bentley University                                 | D2     | -3.46 | -1.76 |  1.70 | 0.03
 518 | College of Wooster                                 | D3     | -3.48 | -1.75 |  1.72 | 0.04
 519 | Assumption College                                 | D2     | -3.49 | -1.77 |  1.71 | 0.06
 520 | St. Thomas Aquinas                                 | D2     | -3.49 | -1.78 |  1.71 | 0.08
 521 | Millsaps College                                   | D3     | -3.49 | -1.75 |  1.74 | 0.01
 522 | Hampton University                                 | D1     | -3.50 | -1.74 |  1.76 | 0.45
 523 | Philadelphia University                            | D2     | -3.51 | -1.77 |  1.74 | 0.04
 524 | New Mexico Military Institute                      | NJCAA  | -3.53 | -1.79 |  1.74 | 0.03
 525 | Brescia University (Kentucky)                      | NAIA   | -3.53 | -1.74 |  1.79 | 0.04
 526 | Univ. of Wisconsin, Eau Claire                     | D3     | -3.53 | -1.77 |  1.76 | 0.03
 527 | Union College, Kentucky                            | NAIA   | -3.56 | -1.76 |  1.80 | 0.07
 528 | Indiana University Southeast                       | NAIA   | -3.56 | -1.79 |  1.77 | 0.04
 529 | Erskine College                                    | D2     | -3.56 | -1.77 |  1.79 | 0.11
 530 | Concord University                                 | D2     | -3.56 | -1.78 |  1.78 | 0.02
 531 | Shaw University                                    | D2     | -3.57 | -1.79 |  1.79 | 0.02
 532 | College of Staten Island                           | D3     | -3.57 | -1.78 |  1.79 | 0.00
 533 | Taylor (Ind.)                                      | NAIA   | -3.58 | -1.79 |  1.79 | 0.04
 534 | Marion Military Institute                          | NJCAA  | -3.59 | -1.80 |  1.79 | 0.02
 535 | Whittier College                                   | D3     | -3.59 | -1.78 |  1.81 | 0.19
 536 | Dallas Baptist (Texas)                             | D2     | -3.60 | -1.81 |  1.78 | 0.04
 537 | SUNY Purchase                                      | D3     | -3.60 | -1.79 |  1.80 | 0.01
 538 | Macalester College                                 | D3     | -3.60 | -1.79 |  1.81 | 0.04
 539 | Hobart and William Smith Colleges                  | D3     | -3.60 | -1.81 |  1.79 | 0.05
 540 | Reinhardt (Ga.)                                    | NAIA   | -3.61 | -1.79 |  1.82 | 0.11
 541 | Oklahoma Baptist                                   | NAIA   | -3.63 | -1.81 |  1.82 | 0.17
 542 | La Salle University                                | D1     | -3.63 | -1.80 |  1.84 | 0.24
 543 | Point University                                   | NAIA   | -3.64 | -1.83 |  1.81 | 0.02
 544 | Quincy University                                  | D2     | -3.64 | -1.83 |  1.81 | 0.10
 545 | Rose-Hulman Institute of Technology                | D3     | -3.64 | -1.82 |  1.82 | 0.01
 546 | Missouri Valley College                            | NAIA   | -3.64 | -1.80 |  1.84 | 0.07
 547 | Holy Cross                                         | D1     | -3.66 | -1.81 |  1.84 | 0.31
 548 | University of Mobile (Ala.)                        | NAIA   | -3.66 | -1.82 |  1.84 | 0.07
 549 | California Institute of Technology                 | D3     | -3.67 | -1.83 |  1.84 | 0.05
 550 | Saint John's University (Minn.)                    | D3     | -3.68 | -1.85 |  1.82 | 0.03
 551 | Goucher College                                    | D3     | -3.69 | -1.86 |  1.83 | 0.01
 552 | Rider University                                   | D1     | -3.69 | -1.85 |  1.84 | 0.33
 553 | Roberts Wesleyan (N.Y.)                            | D2     | -3.69 | -1.86 |  1.83 | 0.03
 554 | Southern New Hampshire University                  | D2     | -3.70 | -1.85 |  1.84 | 0.14
 555 | Grand View University                              | NAIA   | -3.70 | -1.84 |  1.86 | 0.02
 556 | Roanoke College                                    | D3     | -3.72 | -1.87 |  1.84 | 0.01
 557 | Tennessee Wesleyan                                 | NAIA   | -3.72 | -1.91 |  1.81 | 0.03
 558 | Judson College                                     | NAIA   | -3.73 | -1.89 |  1.84 | 0.03
 559 | Berry College (Ga.)                                | D3     | -3.73 | -1.89 |  1.84 | 0.02
 560 | Itawamba Community College                         | NJCAA  | -3.74 | -1.90 |  1.83 | 0.01
 561 | Indiana Tech                                       | NAIA   | -3.75 | -1.87 |  1.87 | 0.06
 562 | Saint Anselm College                               | D2     | -3.75 | -1.88 |  1.87 | 0.01
 563 | Adrian College                                     | D3     | -3.76 | -1.93 |  1.83 | 0.01
 564 | Lee University                                     | D2     | -3.76 | -1.90 |  1.86 | 0.13
 565 | Davis and Elkins College                           | D2     | -3.77 | -1.93 |  1.83 | 0.03
 566 | Ottawa University                                  | NAIA   | -3.77 | -1.91 |  1.87 | 0.01
 567 | Univ. of Mary Hardin-Baylor                        | D3     | -3.77 | -1.89 |  1.89 | 0.01
 568 | Gordon College                                     | D3     | -3.78 | -1.92 |  1.86 | 0.00
 569 | Birmingham-Southern College                        | D3     | -3.78 | -1.87 |  1.91 | 0.04
 570 | Oxford College of Emory University                 | NJCAA  | -3.78 | -1.92 |  1.86 | 0.02
 571 | Spring Arbor (Mich.)                               | NAIA   | -3.79 | -1.92 |  1.88 | 0.01
 572 | Savannah College of Art & Design (Atlanta)         | NAIA   | -3.80 | -1.90 |  1.90 | 0.26
 573 | Virginia State University                          | D2     | -3.81 | -1.92 |  1.89 | 0.02
 574 | Elmhurst College                                   | D3     | -3.81 | -1.90 |  1.91 | 0.05
 575 | Ithaca College                                     | D3     | -3.81 | -1.88 |  1.93 | 0.02
 576 | Shepherd University                                | D2     | -3.83 | -1.92 |  1.91 | 0.01
 577 | Hastings College                                   | NAIA   | -3.83 | -1.92 |  1.91 | 0.07
 578 | Benedict College (S.C.)                            | D2     | -3.86 | -1.93 |  1.92 | 0.01
 579 | Nichols College                                    | D3     | -3.86 | -1.94 |  1.92 | 0.05
 580 | Guilford College                                   | D3     | -3.87 | -1.92 |  1.94 | 0.01
 581 | Huntingdon College (Ala.)                          | D3     | -3.87 | -1.93 |  1.95 | 0.02
 582 | Bethel College (Kansas)                            | NAIA   | -3.88 | -1.93 |  1.96 | 0.04
 583 | The University of Texas at Dallas                  | D3     | -3.90 | -1.94 |  1.96 | 0.03
 584 | Southern Utah University                           | D1     | -3.90 | -1.97 |  1.93 | 0.51
 585 | Mississippi Gulf Coast Comm. College               | NJCAA  | -3.91 | -1.95 |  1.95 | 0.01
 586 | Siena College                                      | D1     | -3.91 | -1.94 |  1.96 | 0.15
 587 | Hamilton College                                   | D3     | -3.91 | -1.97 |  1.95 | 0.04
 588 | Randolph-Macon College                             | D3     | -3.92 | -1.96 |  1.96 | 0.02
 589 | Capital University                                 | D3     | -3.92 | -1.98 |  1.94 | 0.01
 590 | Truman State University                            | D2     | -3.93 | -1.94 |  1.99 | 0.19
 591 | LeTourneau University                              | D3     | -3.94 | -1.96 |  1.98 | 0.02
 592 | Buena Vista University                             | D3     | -3.94 | -1.99 |  1.96 | 0.01
 593 | Univ. of Texas, Permian Basin                      | D2     | -3.95 | -1.96 |  2.00 | 0.10
 594 | St. Scholastica (Minn.)                            | D3     | -3.97 | -2.01 |  1.96 | 0.01
 595 | Southwestern University (TX)                       | D3     | -3.97 | -1.97 |  1.99 | 0.02
 596 | Grace (Ind.)                                       | NAIA   | -3.98 | -1.98 |  1.99 | 0.69
 597 | Colorado College                                   | D3     | -4.00 | -2.01 |  1.99 | 0.03
 598 | Clark University (Massachusetts)                   | D3     | -4.00 | -2.00 |  2.00 | 0.06
 599 | Lake Superior State University                     | D2     | -4.00 | -1.99 |  2.01 | 0.08
 600 | Texas Lutheran University                          | D3     | -4.02 | -2.00 |  2.02 | 0.01
 601 | Gadsden State Community College                    | NJCAA  | -4.02 | -2.01 |  2.01 | 0.02
 602 | Spartanburg Methodist College                      | NJCAA  | -4.02 | -2.00 |  2.02 | 0.08
 603 | Bloomsburg University of Pennsylvania              | D2     | -4.02 | -2.03 |  2.00 | 0.04
 604 | Ohio Wesleyan University                           | D3     | -4.04 | -2.02 |  2.01 | 0.03
 605 | Monmouth College                                   | D3     | -4.07 | -2.05 |  2.01 | 0.01
 606 | Hardin-Simmons University                          | D3     | -4.07 | -2.03 |  2.04 | 0.04
 607 | Pacific Lutheran University                        | D3     | -4.08 | -2.03 |  2.04 | 0.03
 608 | Roosevelt University                               | NAIA   | -4.08 | -2.04 |  2.04 | 0.01
 609 | Lawrence Tech                                      | NAIA   | -4.08 | -2.03 |  2.05 | 0.02
 610 | Bluefield College                                  | NAIA   | -4.09 | -2.05 |  2.04 | 0.03
 611 | Bethel UMN                                         | D3     | -4.12 | -2.08 |  2.04 | 0.03
 612 | Mount Union College                                | D3     | -4.13 | -2.08 |  2.04 | 0.01
 613 | Principia College                                  | D3     | -4.14 | -2.05 |  2.09 | 0.01
 614 | Stillman College                                   | D2     | -4.14 | -2.08 |  2.06 | 0.01
 615 | Bridgewater College (Virginia)                     | D3     | -4.16 | -2.09 |  2.07 | 0.02
 616 | Michigan Technological University                  | D2     | -4.18 | -2.08 |  2.10 | 0.10
 617 | William Jewell (Mo.)                               | D2     | -4.18 | -2.09 |  2.09 | 0.16
 618 | Lake Forest College                                | D3     | -4.19 | -2.09 |  2.09 | 0.01
 619 | Jones County Junior College                        | NJCAA  | -4.20 | -2.10 |  2.10 | 0.00
 620 | Baldwin-Wallace College                            | D3     | -4.20 | -2.12 |  2.08 | 0.01
 621 | Univ. of Arkansas Pine Bluff                       | D1     | -4.22 | -2.11 |  2.11 | 0.49
 622 | Hesston College                                    | NJCAA  | -4.25 | -2.10 |  2.15 | 0.03
 623 | Wheaton College (Massachusetts)                    | D3     | -4.25 | -2.11 |  2.14 | 0.01
 624 | Lees-McRae College                                 | D2     | -4.26 | -2.12 |  2.14 | 0.13
 625 | Emmanuel College (Ga.)                             | D2     | -4.27 | -2.12 |  2.15 | 0.08
 626 | Univ. of Puerto Rico, Mayaguez                     | D2     | -4.28 | -2.15 |  2.13 | 0.02
 627 | Caldwell College (N.J.)                            | D2     | -4.29 | -2.12 |  2.17 | 0.08
 628 | Christian Brothers University                      | D2     | -4.29 | -2.13 |  2.16 | 0.16
 629 | University of the Southwest                        | NAIA   | -4.30 | -2.18 |  2.11 | 0.01
 630 | Piedmont College                                   | D3     | -4.30 | -2.13 |  2.17 | 0.04
 631 | Carroll University (Wisconsin)                     | D3     | -4.30 | -2.16 |  2.15 | 0.02
 632 | Western Illinois University                        | D1     | -4.31 | -2.16 |  2.15 | 0.40
 633 | Centre College                                     | D3     | -4.31 | -2.14 |  2.17 | 0.03
 634 | Harford Community College                          | NJCAA  | -4.32 | -2.15 |  2.17 | 0.01
 635 | St. Ambrose (Iowa)                                 | NAIA   | -4.32 | -2.17 |  2.15 | 0.01
 636 | Hope International University                      | NAIA   | -4.34 | -2.17 |  2.17 | 0.09
 637 | Cumberland (Tenn.)                                 | NAIA   | -4.34 | -2.17 |  2.17 | 0.07
 638 | Ramapo College                                     | D3     | -4.34 | -2.17 |  2.17 | 0.03
 639 | St. Cartharine College                             | NAIA   | -4.34 | -2.16 |  2.18 | 0.03
 640 | Schreiner (Texas)                                  | D3     | -4.35 | -2.16 |  2.18 | 0.02
 641 | Oneonta State                                      | D3     | -4.35 | -2.19 |  2.16 | 0.02
 642 | Gettysburg College                                 | D3     | -4.36 | -2.18 |  2.18 | 0.01
 643 | Univ. of the Sciences (Pa.)                        | D2     | -4.36 | -2.17 |  2.19 | 0.05
 644 | Earlham College                                    | D3     | -4.38 | -2.19 |  2.19 | 0.01
 645 | Ursinus College                                    | D3     | -4.39 | -2.21 |  2.18 | 0.02
 646 | Roger Williams University                          | D3     | -4.42 | -2.24 |  2.18 | 0.02
 647 | Georgetown College                                 | NAIA   | -4.42 | -2.22 |  2.20 | 0.03
 648 | John Carroll University                            | D3     | -4.43 | -2.23 |  2.20 | 0.06
 649 | Univ. of St. Francis (Ind.)                        | NAIA   | -4.44 | -2.22 |  2.22 | 0.27
 650 | Covenant College                                   | D3     | -4.44 | -2.21 |  2.23 | 0.01
 651 | Central College (Iowa)                             | D3     | -4.46 | -2.21 |  2.24 | 0.01
 652 | Southern Wesleyan University                       | D2     | -4.46 | -2.23 |  2.24 | 0.09
