BEGIN
CREATE TABLE
INSERT 0 893
 rk  |                       school                       | league |  str  |  ofs  |  dfs  | sos  
 102 | Yale University                                    | D1     |  0.48 |  0.24 | -0.24 | 1.61
 103 | University of Arizona                              | D1     |  0.46 |  0.23 | -0.23 | 2.03
 104 | College of William and Mary                        | D1     |  0.42 |  0.22 | -0.20 | 0.85
 105 | University of Nevada                               | D1     |  0.42 |  0.20 | -0.22 | 2.17
 106 | University of Wisconsin                            | D1     |  0.40 |  0.21 | -0.19 | 2.70
 107 | Concordia College (New York)                       | D2     |  0.38 |  0.17 | -0.21 | 0.18
 108 | University of Texas at Arlington                   | D1     |  0.35 |  0.18 | -0.17 | 1.65
 109 | Coastal Carolina University                        | D1     |  0.34 |  0.18 | -0.16 | 0.91
 110 | Furman University                                  | D1     |  0.30 |  0.15 | -0.15 | 2.22
 111 | South Carolina State                               | D1     |  0.30 |  0.15 | -0.16 | 0.41
 112 | University of Louisiana                            | D1     |  0.29 |  0.13 | -0.16 | 1.57
 113 | Univ. of Maryland, Baltimore County                | D1     |  0.24 |  0.13 | -0.11 | 0.52
 114 | Saint Leo University                               | D2     |  0.22 |  0.12 | -0.11 | 0.54
 115 | University of Southern Mississippi                 | D1     |  0.22 |  0.09 | -0.13 | 0.80
 116 | Georgia State University                           | D1     |  0.21 |  0.11 | -0.10 | 1.57
 117 | Lamar University                                   | D1     |  0.20 |  0.11 | -0.10 | 0.79
 118 | Auburn University Montgomery                       | NAIA   |  0.16 |  0.09 | -0.07 | 0.16
 119 | Claremont-Mudd-Scripps Colleges                    | D3     |  0.15 |  0.08 | -0.07 | 0.17
 120 | Santa Clara University                             | D1     |  0.13 |  0.06 | -0.07 | 1.42
 121 | Samford University                                 | D1     |  0.12 |  0.06 | -0.06 | 1.03
 122 | Stetson University                                 | D1     |  0.09 |  0.06 | -0.03 | 0.99
 123 | Northern Illinois University                       | D1     |  0.07 |  0.03 | -0.04 | 0.51
 124 | DePaul University                                  | D1     |  0.06 |  0.01 | -0.04 | 0.79
 125 | Western Michigan University                        | D1     |  0.05 |  0.03 | -0.02 | 0.67
 126 | University at Buffalo                              | D1     |  0.05 |  0.02 | -0.03 | 0.98
 127 | College of Charleston                              | D1     |  0.04 |  0.03 | -0.02 | 0.58
 128 | Lander University                                  | D2     |  0.03 |  0.02 | -0.01 | 0.32
 129 | George Washington University                       | D1     |  0.02 |  0.00 | -0.02 | 1.68
 130 | Elon University                                    | D1     |  0.00 |  0.01 |  0.00 | 0.88
 131 | Cleveland State University                         | D1     | -0.04 |  0.00 |  0.03 | 0.43
 132 | ASA College                                        | NJCAA  | -0.04 | -0.03 |  0.01 | 0.08
 133 | University of the Pacific (California)             | D1     | -0.05 | -0.01 |  0.04 | 1.76
 134 | Marquette                                          | D1     | -0.05 | -0.02 |  0.03 | 1.22
 135 | Gonzaga University                                 | D1     | -0.05 | -0.03 |  0.02 | 0.94
 136 | Illinois State University                          | D1     | -0.06 | -0.02 |  0.03 | 1.06
 137 | Mercer University                                  | D1     | -0.07 | -0.03 |  0.03 | 1.09
 138 | UAB                                                | D1     | -0.07 | -0.03 |  0.05 | 1.17
 139 | Georgia Southern University                        | D1     | -0.08 | -0.04 |  0.04 | 1.08
 140 | Appalachian State University                       | D1     | -0.09 | -0.05 |  0.03 | 0.67
 141 | Campbell University                                | D1     | -0.09 | -0.04 |  0.04 | 0.55
 142 | Presbyterian College                               | D1     | -0.10 | -0.05 |  0.06 | 0.42
 143 | Lindsey Wilson (Ky.)                               | NAIA   | -0.12 | -0.06 |  0.06 | 0.08
 144 | New York Institute of Technology                   | D2     | -0.14 | -0.07 |  0.07 | 0.22
 145 | Winthrop University                                | D1     | -0.14 | -0.07 |  0.07 | 0.78
 146 | Binghamton University                              | D1     | -0.15 | -0.08 |  0.07 | 1.70
 147 | Wofford                                            | D1     | -0.16 | -0.07 |  0.09 | 0.68
 148 | UNC Greensboro                                     | D1     | -0.19 | -0.08 |  0.11 | 0.81
 149 | Liberty University                                 | D1     | -0.19 | -0.09 |  0.10 | 0.70
 150 | Kennesaw State University                          | D1     | -0.20 | -0.10 |  0.10 | 0.99
 151 | Gardner-Webb University                            | D1     | -0.21 | -0.10 |  0.11 | 1.04
 152 | Tyler JC                                           | NJCAA  | -0.24 | -0.13 |  0.11 | 0.25
 153 | Purdue University                                  | D1     | -0.24 | -0.13 |  0.12 | 2.88
 154 | Xavier University                                  | D1     | -0.26 | -0.12 |  0.14 | 0.63
 155 | East Carolina University                           | D1     | -0.29 | -0.14 |  0.15 | 0.73
 156 | University of Hawaii                               | D1     | -0.30 | -0.16 |  0.14 | 1.69
 157 | Grand Canyon University                            | D1     | -0.30 | -0.16 |  0.14 | 0.41
 158 | University of Richmond                             | D1     | -0.30 | -0.16 |  0.15 | 0.37
 159 | Northern Arizona University                        | D1     | -0.33 | -0.17 |  0.16 | 0.59
 160 | New Mexico State University                        | D1     | -0.33 | -0.19 |  0.14 | 0.90
 161 | Nicholls State University                          | D1     | -0.34 | -0.19 |  0.15 | 1.00
 162 | Belmont University                                 | D1     | -0.35 | -0.18 |  0.16 | 0.51
 163 | Columbus State University                          | D2     | -0.35 | -0.17 |  0.18 | 0.20
 164 | Monmouth University                                | D1     | -0.35 | -0.17 |  0.18 | 0.42
 165 | Valparaiso University                              | D1     | -0.37 | -0.19 |  0.18 | 0.37
 166 | Emory University                                   | D3     | -0.38 | -0.20 |  0.18 | 0.23
 167 | University of Texas-Pan American                   | D1     | -0.38 | -0.19 |  0.19 | 0.85
 168 | University of South Carolina, Upstate              | D1     | -0.38 | -0.18 |  0.20 | 1.09
 169 | Montana                                            | D1     | -0.39 | -0.19 |  0.20 | 1.15
 170 | Weber State                                        | D1     | -0.40 | -0.19 |  0.20 | 0.47
 171 | Tennessee Tech University                          | D1     | -0.41 | -0.20 |  0.20 | 0.96
 172 | University of Idaho                                | D1     | -0.43 | -0.23 |  0.20 | 0.44
 173 | Ball State University                              | D1     | -0.44 | -0.22 |  0.22 | 1.26
 174 | UNC Asheville                                      | D1     | -0.44 | -0.22 |  0.23 | 0.37
 175 | University of Toledo                               | D1     | -0.45 | -0.22 |  0.23 | 0.87
 176 | Eastern Kentucky University                        | D1     | -0.45 | -0.22 |  0.24 | 0.42
 177 | U.S. Military Academy                              | D1     | -0.45 | -0.22 |  0.24 | 0.34
 178 | UMKC                                               | D1     | -0.48 | -0.24 |  0.24 | 0.45
 179 | Southern Illinois, Carbondale                      | D1     | -0.50 | -0.25 |  0.24 | 1.07
 180 | U.S. Air Force Academy                             | D1     | -0.50 | -0.25 |  0.25 | 0.57
 181 | Butler University                                  | D1     | -0.50 | -0.24 |  0.26 | 0.83
 182 | NJIT                                               | D1     | -0.52 | -0.25 |  0.26 | 0.54
 183 | Lynn University                                    | D2     | -0.52 | -0.25 |  0.27 | 0.47
 184 | Marist College                                     | D1     | -0.52 | -0.28 |  0.24 | 0.43
 185 | Austin Peay State University                       | D1     | -0.52 | -0.25 |  0.27 | 0.52
 186 | U.S. Naval Academy                                 | D1     | -0.53 | -0.26 |  0.27 | 0.35
 187 | University of New Orleans                          | D1     | -0.53 | -0.27 |  0.26 | 1.15
 188 | Davidson College                                   | D1     | -0.55 | -0.26 |  0.29 | 0.37
 189 | Lipscomb University                                | D1     | -0.57 | -0.28 |  0.29 | 0.90
 190 | Rollins College                                    | D2     | -0.57 | -0.28 |  0.29 | 0.43
 191 | Midwestern State University                        | D2     | -0.59 | -0.30 |  0.29 | 0.21
 192 | Saint Mary's College of California                 | D1     | -0.60 | -0.30 |  0.30 | 1.38
 193 | Boston College                                     | D1     | -0.65 | -0.34 |  0.31 | 1.39
 194 | Georgia College                                    | D2     | -0.65 | -0.34 |  0.31 | 0.33
 195 | Univ. of Incarnate Word                            | D1     | -0.65 | -0.31 |  0.34 | 1.39
 196 | Mount Olive College                                | D2     | -0.65 | -0.32 |  0.33 | 0.08
 197 | Sacramento State                                   | D1     | -0.66 | -0.33 |  0.34 | 0.60
 198 | UC San Diego                                       | D2     | -0.67 | -0.34 |  0.33 | 0.31
 199 | University of North Georgia                        | D2     | -0.72 | -0.36 |  0.36 | 0.15
 200 | Montana State University-Bozeman                   | D1     | -0.73 | -0.36 |  0.37 | 0.78
 201 | Valdosta State University                          | D2     | -0.73 | -0.36 |  0.37 | 0.35
 202 | IPFW                                               | D1     | -0.77 | -0.38 |  0.39 | 0.36
 203 | Boston University                                  | D1     | -0.77 | -0.40 |  0.38 | 0.54
 204 | Univ. of Chicago                                   | D3     | -0.78 | -0.39 |  0.39 | 0.14
 205 | Radford University                                 | D1     | -0.80 | -0.40 |  0.40 | 0.43
 206 | Creighton University                               | D1     | -0.81 | -0.43 |  0.37 | 0.12
 207 | Washington University in St. Louis                 | D3     | -0.82 | -0.43 |  0.39 | 0.23
 208 | Queens College (New York)                          | D2     | -0.83 | -0.38 |  0.44 | 0.04
 209 | Stony Brook University                             | D1     | -0.83 | -0.43 |  0.40 | 0.27
 210 | GRU Augusta                                        | D2     | -0.85 | -0.41 |  0.44 | 0.12
 211 | Georgetown University                              | D1     | -0.85 | -0.43 |  0.42 | 0.63
 212 | Duquesne University                                | D1     | -0.87 | -0.42 |  0.45 | 0.40
 213 | Drury University                                   | D2     | -0.87 | -0.42 |  0.45 | 0.16
 214 | Xavier University of Louisiana                     | NAIA   | -0.88 | -0.44 |  0.43 | 0.14
 215 | Univ. of Dayton                                    | D1     | -0.88 | -0.43 |  0.45 | 0.41
 216 | Southeastern Oklahoma State                        | D2     | -0.90 | -0.45 |  0.45 | 0.13
 217 | Embry-Riddle (Fla.)                                | NAIA   | -0.93 | -0.46 |  0.48 | 0.15
 218 | Palm Beach Atlantic (Fla.)                         | D2     | -0.95 | -0.48 |  0.47 | 0.12
 219 | Ouachita Baptist                                   | D2     | -0.95 | -0.48 |  0.48 | 0.19
 220 | Middlebury College                                 | D3     | -0.96 | -0.48 |  0.47 | 0.16
 221 | Jacksonville State University                      | D1     | -0.97 | -0.48 |  0.50 | 0.71
 222 | James Madison University                           | D1     | -0.99 | -0.50 |  0.49 | 0.46
 223 | Bowdoin College                                    | D3     | -1.00 | -0.50 |  0.50 | 0.18
 224 | Saint Joseph's University                          | D1     | -1.02 | -0.51 |  0.52 | 0.33
 225 | Azusa Pacific University                           | D2     | -1.03 | -0.51 |  0.52 | 0.28
 226 | Youngstown State University                        | D1     | -1.04 | -0.52 |  0.52 | 0.67
 227 | Carnegie Mellon University                         | D3     | -1.06 | -0.55 |  0.50 | 0.17
 228 | Southern Illinois, Edwardsville                    | D1     | -1.06 | -0.53 |  0.52 | 0.28
 229 | Brigham Young University Hawaii                    | D2     | -1.06 | -0.55 |  0.51 | 0.14
 230 | Abraham Baldwin Agricultural College               | NJCAA  | -1.06 | -0.52 |  0.55 | 0.12
 231 | Chattanooga                                        | D1     | -1.08 | -0.53 |  0.54 | 0.63
 232 | Vanguard University of Southern California         | NAIA   | -1.09 | -0.54 |  0.56 | 0.22
 233 | Pomona-Pitzer Colleges                             | D3     | -1.09 | -0.54 |  0.56 | 0.18
 234 | Bucknell University                                | D1     | -1.11 | -0.56 |  0.55 | 0.19
 235 | Bluefield State College                            | D2     | -1.11 | -0.55 |  0.56 | 0.09
 236 | Univ. of South Carolina, Aiken                     | D2     | -1.11 | -0.55 |  0.57 | 0.22
 237 | South Dakota State                                 | D1     | -1.13 | -0.56 |  0.57 | 0.28
 238 | Northwest Missouri State                           | D2     | -1.14 | -0.58 |  0.56 | 0.17
 239 | Ferris State University                            | D2     | -1.15 | -0.57 |  0.58 | 0.15
 240 | Univ. of Indianapolis                              | D2     | -1.16 | -0.57 |  0.59 | 0.18
 241 | Trinity University (Texas)                         | D3     | -1.16 | -0.59 |  0.57 | 0.21
 242 | Westmont College                                   | NAIA   | -1.18 | -0.58 |  0.60 | 0.16
 243 | Northern Kentucky University                       | D1     | -1.18 | -0.59 |  0.59 | 0.39
 244 | Quinnipiac University                              | D1     | -1.19 | -0.61 |  0.59 | 0.26
 245 | University of Detroit Mercy                        | D1     | -1.21 | -0.61 |  0.60 | 0.52
 246 | Bryant University                                  | D1     | -1.21 | -0.62 |  0.59 | 0.75
 247 | Williams College                                   | D3     | -1.21 | -0.60 |  0.61 | 0.39
 248 | Abilene Christian University                       | D1     | -1.22 | -0.62 |  0.60 | 0.58
 249 | Bethune-Cookman University                         | D1     | -1.23 | -0.62 |  0.61 | 0.31
 250 | Southwest Baptist                                  | D2     | -1.23 | -0.63 |  0.60 | 0.16
 251 | Amherst College                                    | D3     | -1.26 | -0.64 |  0.62 | 0.26
 252 | IUPUI                                              | D1     | -1.29 | -0.64 |  0.66 | 0.59
 253 | Fairleigh Dickinson University                     | D1     | -1.30 | -0.67 |  0.63 | 0.47
 254 | McKendree University (Ill.)                        | D2     | -1.30 | -0.64 |  0.66 | 0.04
 255 | Univ. of Redlands                                  | D3     | -1.31 | -0.64 |  0.67 | 0.16
 256 | Johns Hopkins University                           | D3     | -1.31 | -0.67 |  0.65 | 0.17
 257 | Queens Univ. of Charlotte                          | D2     | -1.32 | -0.65 |  0.67 | 0.11
 258 | Tusculum College                                   | D2     | -1.32 | -0.66 |  0.66 | 0.06
 259 | Northwood (Fla.)                                   | NAIA   | -1.32 | -0.67 |  0.65 | 0.10
 260 | Oral Roberts University                            | D1     | -1.32 | -0.65 |  0.67 | 0.15
 261 | Univ. of Illinois at Chicago                       | D1     | -1.32 | -0.66 |  0.66 | 0.49
 262 | Univ. of Southern Indiana                          | D2     | -1.33 | -0.65 |  0.68 | 0.10
 263 | Wesleyan University                                | D3     | -1.35 | -0.69 |  0.66 | 0.28
 264 | University of Mary Washington                      | D3     | -1.37 | -0.67 |  0.70 | 0.05
 265 | Florida A&M University                             | D1     | -1.37 | -0.71 |  0.66 | 1.12
 266 | Kenyon College                                     | D3     | -1.37 | -0.71 |  0.67 | 0.16
 267 | Francis Marion University                          | D2     | -1.37 | -0.68 |  0.69 | 0.26
 268 | Wingate University                                 | D2     | -1.38 | -0.68 |  0.70 | 0.15
 269 | Temple University                                  | D1     | -1.38 | -0.71 |  0.68 | 0.22
 270 | Whitman College                                    | D3     | -1.38 | -0.70 |  0.68 | 0.09
 271 | Morehead State University                          | D1     | -1.39 | -0.69 |  0.69 | 0.72
 272 | Flagler (Fla.)                                     | D2     | -1.39 | -0.68 |  0.71 | 0.40
 273 | Eastern Illinois University                        | D1     | -1.40 | -0.70 |  0.70 | 0.47
 274 | North Carolina Central University                  | D1     | -1.40 | -0.71 |  0.68 | 0.29
 275 | Drexel University                                  | D1     | -1.40 | -0.70 |  0.70 | 0.24
 276 | UC Riverside                                       | D1     | -1.43 | -0.72 |  0.71 | 1.57
 277 | George Mason University                            | D1     | -1.47 | -0.74 |  0.73 | 0.28
 278 | Case Western Reserve University                    | D3     | -1.49 | -0.74 |  0.74 | 0.14
 279 | Grand Valley State University                      | D2     | -1.49 | -0.74 |  0.75 | 0.09
 280 | Trinity College (Connecticut)                      | D3     | -1.49 | -0.75 |  0.74 | 0.15
 281 | Northwood University (Mich.)                       | D2     | -1.50 | -0.74 |  0.75 | 0.12
 282 | Gustavus Adolphus College                          | D3     | -1.50 | -0.73 |  0.77 | 0.07
 283 | College of Coastal Georgia                         | NAIA   | -1.50 | -0.76 |  0.74 | 0.47
 284 | Lehigh University                                  | D1     | -1.53 | -0.76 |  0.77 | 0.31
 285 | Florida Southern College                           | D2     | -1.55 | -0.78 |  0.76 | 0.25
 286 | Point Loma Nazarene University (Calif.)            | D2     | -1.56 | -0.76 |  0.79 | 0.29
 287 | University of Northwestern Ohio                    | NAIA   | -1.56 | -0.78 |  0.79 | 0.14
 288 | North Carolina Wesleyan                            | D3     | -1.56 | -0.80 |  0.76 | 0.05
 289 | Univ. of Nebraska at Kearney                       | D2     | -1.57 | -0.78 |  0.79 | 0.09
 290 | Penn State Abington                                | D3     | -1.60 | -0.79 |  0.81 | 0.01
 291 | Florida Tech                                       | D2     | -1.60 | -0.81 |  0.79 | 0.15
 292 | The University of Texas at Tyler                   | D3     | -1.60 | -0.81 |  0.79 | 0.04
 293 | Idaho State University                             | D1     | -1.60 | -0.81 |  0.79 | 0.48
 294 | Cameron University                                 | D2     | -1.61 | -0.80 |  0.81 | 0.16
 295 | St. Francis Univ. (Pennsylvania)                   | D1     | -1.62 | -0.81 |  0.82 | 0.22
 296 | Alcorn State University                            | D1     | -1.63 | -0.82 |  0.81 | 0.35
 297 | Univ. of North Alabama                             | D2     | -1.65 | -0.81 |  0.84 | 0.09
 298 | Fairfield University                               | D1     | -1.65 | -0.81 |  0.84 | 0.20
 299 | University of West Alabama                         | D2     | -1.67 | -0.85 |  0.83 | 0.10
 300 | Wright State University                            | D1     | -1.68 | -0.83 |  0.85 | 0.20
 301 | Seattle University                                 | D1     | -1.68 | -0.86 |  0.82 | 0.58
 302 | Anderson University, South Carolina                | D2     | -1.70 | -0.84 |  0.86 | 0.09
 303 | Univ. of Missouri, St. Louis                       | D2     | -1.70 | -0.85 |  0.85 | 0.11
 304 | College of New Jersey                              | D3     | -1.74 | -0.86 |  0.88 | 0.04
 305 | Tufts University                                   | D3     | -1.74 | -0.86 |  0.88 | 0.17
 306 | Bates College                                      | D3     | -1.75 | -0.87 |  0.88 | 0.16
 307 | Norfolk State University                           | D1     | -1.75 | -0.90 |  0.85 | 0.33
 308 | Skidmore College                                   | D3     | -1.75 | -0.88 |  0.87 | 0.06
 309 | East Central University (Oklahoma)                 | D2     | -1.75 | -0.88 |  0.87 | 0.17
 310 | West Liberty University                            | D2     | -1.75 | -0.88 |  0.87 | 0.03
 311 | Rockhurst University                               | D2     | -1.78 | -0.89 |  0.89 | 0.09
 312 | Villanova University                               | D1     | -1.80 | -0.91 |  0.89 | 0.54
 313 | Stevens Institute of Technology                    | D3     | -1.83 | -0.92 |  0.91 | 0.15
 314 | Lewis University                                   | D2     | -1.84 | -0.91 |  0.93 | 0.10
 315 | Concordia University (Irvine)                      | NAIA   | -1.85 | -0.92 |  0.93 | 0.21
 316 | Holy Names University                              | D2     | -1.85 | -0.93 |  0.93 | 0.23
 317 | Newman University                                  | D2     | -1.86 | -0.93 |  0.93 | 0.14
 318 | San Diego Christian College                        | NAIA   | -1.87 | -0.93 |  0.93 | 0.08
 319 | Young Harris College                               | D2     | -1.87 | -0.92 |  0.94 | 0.25
 320 | Saint Louis University                             | D1     | -1.87 | -0.92 |  0.95 | 0.14
 321 | Coe College                                        | D3     | -1.88 | -0.95 |  0.93 | 0.03
 322 | St. Bonaventure University                         | D1     | -1.89 | -0.94 |  0.94 | 0.42
 323 | Colgate University                                 | D1     | -1.89 | -0.96 |  0.94 | 0.12
 324 | Univ. of Wisconsin, Whitewater                     | D3     | -1.89 | -0.94 |  0.95 | 0.07
 325 | Prairie View A&M University                        | D1     | -1.90 | -0.93 |  0.97 | 0.47
 326 | Niagara University                                 | D1     | -1.91 | -0.94 |  0.97 | 0.33
 327 | Limestone College                                  | D2     | -1.92 | -0.95 |  0.96 | 0.12
 328 | Mount St. Mary's University                        | D1     | -1.95 | -0.98 |  0.97 | 0.20
 329 | Wayne State (MI)                                   | D2     | -1.95 | -0.97 |  0.98 | 0.13
 330 | Univ. of Northern Colorado                         | D1     | -1.96 | -0.96 |  1.00 | 0.51
 331 | Seminole State College (Oklahoma)                  | NJCAA  | -1.96 | -1.00 |  0.97 | 0.06
