rk,school,league,str,ofs,dfs,sos
446,Washington & Lee University,D3,-6.56,-3.25,3.31,0.00
447,Indiana Tech,NAIA,-6.58,-3.27,3.31,0.00
448,Adelphi University,D2,-6.59,-3.27,3.32,0.00
449,Howard University,D1,-6.60,-3.28,3.33,0.60
450,Chowan University,D2,-6.62,-3.33,3.29,0.00
451,"Univ. of Hawaii, Hilo",D2,-6.64,-3.32,3.32,0.15
452,Belmont Abbey College,D2,-6.67,-3.33,3.34,0.00
453,Arizona Christian University,NAIA,-6.69,-3.36,3.33,0.00
454,Connecticut College,D3,-6.71,-3.40,3.32,0.00
455,Oglethorpe University,D3,-6.76,-3.39,3.36,0.00
456,Webber International University,NAIA,-6.79,-3.43,3.36,0.00
457,Hobart and William Smith Colleges,D3,-6.82,-3.42,3.41,0.00
458,Univ. of Illinois at Springfield,D2,-6.83,-3.40,3.43,0.00
459,St. Peter's University,D1,-6.85,-3.41,3.44,0.01
460,Whitworth University,D3,-6.86,-3.42,3.44,0.00
461,St. Lawrence University,D3,-6.86,-3.45,3.41,0.00
462,Lafayette College,D1,-6.87,-3.42,3.45,0.02
463,Cornerstone University,NAIA,-6.97,-3.49,3.47,0.00
464,Stonehill College,D2,-6.99,-3.51,3.49,0.00
465,Murray State University,D1,-7.00,-3.52,3.47,0.44
466,Millsaps College,D3,-7.05,-3.55,3.51,0.00
467,Franklin & Marshall,D3,-7.06,-3.53,3.53,0.00
468,Erskine College,D2,-7.08,-3.54,3.54,0.01
469,Ashford University,NAIA,-7.09,-3.53,3.55,0.00
470,Rhodes College,D3,-7.12,-3.58,3.55,0.00
471,Luther College,D3,-7.14,-3.63,3.51,0.00
472,St. Thomas University (Fla.),NAIA,-7.15,-3.57,3.58,0.01
473,Nichols College,D3,-7.17,-3.59,3.59,0.00
474,St. Olaf College,D3,-7.19,-3.57,3.62,0.00
475,"Univ. of Wisconsin, Eau Claire",D3,-7.21,-3.61,3.60,0.00
476,King University (Tenn.),D2,-7.23,-3.60,3.63,0.01
477,Brevard College,D2,-7.25,-3.63,3.62,0.00
478,"Nebraska, Omaha",D1,-7.25,-3.60,3.66,0.25
479,Augustana College (South Dakota),D2,-7.25,-3.65,3.60,0.00
480,Warner University (Fla.),NAIA,-7.29,-3.62,3.67,0.01
481,Colorado State University-Pueblo,D2,-7.38,-3.66,3.72,0.02
482,Whittier College,D3,-7.45,-3.72,3.73,0.03
483,Davis and Elkins College,D2,-7.48,-3.80,3.68,0.00
484,Post University,D2,-7.49,-3.75,3.73,0.00
485,College of Wooster,D3,-7.51,-3.79,3.72,0.00
486,Haverford College,D3,-7.55,-3.75,3.80,0.00
487,West Chester Univ. of Pennsylvania,D2,-7.56,-3.77,3.79,0.00
488,Univ. of Mary Hardin-Baylor,D3,-7.61,-3.80,3.81,0.00
489,Quincy University,D2,-7.61,-3.82,3.79,0.01
490,Saint Mary's University of Minnesota,D3,-7.63,-3.79,3.84,0.00
491,Dallas Baptist (Texas),D2,-7.63,-3.85,3.77,0.00
492,Macalester College,D3,-7.63,-3.81,3.81,0.00
493,Hampden-Sydney College,D3,-7.64,-3.83,3.81,0.00
494,Occidental College,D3,-7.66,-3.81,3.85,0.00
495,Roberts Wesleyan (N.Y.),D2,-7.66,-3.82,3.84,0.00
496,Indiana University Southeast,NAIA,-7.67,-3.85,3.82,0.00
497,Milligan (Tenn.),NAIA,-7.68,-3.82,3.86,0.00
498,Bentley University,D2,-7.69,-3.86,3.82,0.00
499,Savannah College of Art & Design (Atlanta),NAIA,-7.69,-3.81,3.88,0.05
500,Univ. of the Ozarks (Arkansas),D3,-7.71,-3.87,3.83,0.00
501,Missouri Baptist,NAIA,-7.72,-3.84,3.88,0.00
502,Shaw University,D2,-7.74,-3.88,3.86,0.00
503,Rose-Hulman Institute of Technology,D3,-7.76,-3.89,3.88,0.00
504,Baker University (Kan.),NAIA,-7.77,-3.90,3.87,0.00
505,University of Mobile (Ala.),NAIA,-7.77,-3.87,3.90,0.00
506,Virginia Wesleyan College,D3,-7.81,-3.88,3.93,0.00
507,North Carolina A&T State University,D1,-7.82,-3.89,3.93,0.38
508,Lee University,D2,-7.83,-3.94,3.89,0.02
509,Lees-McRae College,D2,-7.87,-3.91,3.95,0.01
510,"Univ. of Puerto Rico, Piedras",D2,-7.89,-3.92,3.97,0.00
511,Grand View University,NAIA,-7.94,-3.98,3.96,0.00
512,Oklahoma Baptist,NAIA,-7.96,-3.98,3.98,0.03
513,Kutztown University of Pennsylvania,D2,-7.96,-4.03,3.93,0.00
514,Augustana College (Illinois),D3,-7.97,-3.98,4.00,0.00
515,Hamilton College,D3,-7.98,-3.99,3.99,0.00
516,Tennessee Wesleyan,NAIA,-7.99,-4.05,3.94,0.00
517,Hampton University,D1,-8.01,-3.99,4.01,0.13
518,Dickinson College,D3,-8.09,-4.04,4.04,0.00
519,Post University,D2,-8.09,-4.10,4.00,0.01
520,St. Thomas Aquinas,D2,-8.10,-4.07,4.03,0.00
521,Johnson and Wales University,D3,-8.18,-4.07,4.11,0.00
522,Rider University,D1,-8.20,-4.08,4.12,0.07
523,Ithaca College,D3,-8.21,-4.11,4.09,0.00
524,St. Francis College (New York),D1,-8.22,-4.10,4.12,0.04
525,California Institute of Technology,D3,-8.25,-4.11,4.14,0.00
526,Bethany College (Kan.),NAIA,-8.26,-4.09,4.17,0.00
527,Berry College (Ga.),D3,-8.27,-4.16,4.11,0.00
528,Point University,NAIA,-8.27,-4.14,4.13,0.00
529,Benedict College (S.C.),D2,-8.28,-4.15,4.12,0.00
530,Assumption College,D2,-8.28,-4.15,4.14,0.00
531,"Union College, Kentucky",NAIA,-8.30,-4.12,4.18,0.00
532,Adrian College,D3,-8.31,-4.18,4.13,0.00
533,"Univ. of Texas, Permian Basin",D2,-8.34,-4.13,4.21,0.01
534,Coppin State College,D1,-8.36,-4.14,4.22,0.13
535,Texas Lutheran University,D3,-8.38,-4.19,4.18,0.00
536,Reinhardt (Ga.),NAIA,-8.38,-4.17,4.21,0.01
537,"Univ. of Puerto Rico, Mayaguez",D2,-8.46,-4.28,4.18,0.00
538,Washington College (Maryland),D3,-8.47,-4.22,4.25,0.00
539,University of Southern Maine,D3,-8.49,-4.25,4.24,0.00
540,Elmhurst College,D3,-8.49,-4.21,4.28,0.00
541,Philadelphia University,D2,-8.54,-4.28,4.25,0.00
542,Bethel College (Kansas),NAIA,-8.62,-4.27,4.35,0.00
543,Saint John's University (Minn.),D3,-8.62,-4.32,4.31,0.00
544,Ohio Wesleyan University,D3,-8.67,-4.38,4.30,0.00
545,Hastings College,NAIA,-8.70,-4.39,4.31,0.01
546,Yeshiva University,D3,-8.72,-4.34,4.38,0.00
547,Bethel UMN,D3,-8.72,-4.40,4.32,0.00
548,St. Cartharine College,NAIA,-8.72,-4.33,4.39,0.00
549,Clark University (Massachusetts),D3,-8.75,-4.37,4.38,0.00
550,U.S. Coast Guard Academy,D3,-8.76,-4.37,4.39,0.00
551,Huntingdon College (Ala.),D3,-8.78,-4.42,4.35,0.00
552,Southern Utah University,D1,-8.78,-4.41,4.37,0.32
553,Fordham University,D1,-8.81,-4.40,4.41,0.03
554,Capital University,D3,-8.83,-4.44,4.38,0.00
555,St. Scholastica (Minn.),D3,-8.83,-4.46,4.37,0.00
556,Truman State University,D2,-8.83,-4.38,4.45,0.02
557,Brescia University (Kentucky),NAIA,-8.85,-4.38,4.46,0.00
558,Lake Superior State University,D2,-8.85,-4.42,4.43,0.00
559,William Jewell (Mo.),D2,-8.88,-4.46,4.42,0.03
560,University of the Southwest,NAIA,-8.93,-4.53,4.41,0.00
561,Principia College,D3,-8.95,-4.45,4.50,0.00
562,Holy Cross,D1,-8.95,-4.44,4.51,0.16
563,Guilford College,D3,-8.95,-4.45,4.50,0.00
564,Roger Williams University,D3,-8.96,-4.51,4.44,0.00
565,Southern New Hampshire University,D2,-8.96,-4.46,4.51,0.01
566,LeTourneau University,D3,-8.97,-4.47,4.50,0.00
567,Virginia State University,D2,-8.98,-4.50,4.47,0.00
568,Montana State University-Billings,D2,-9.00,-4.56,4.44,0.02
569,Ottawa University,NAIA,-9.00,-4.52,4.48,0.00
570,Cedarville University (Ohio),D2,-9.01,-4.53,4.49,0.00
571,Baldwin-Wallace College,D3,-9.02,-4.52,4.50,0.00
572,Michigan Technological University,D2,-9.03,-4.50,4.52,0.01
573,John Carroll University,D3,-9.07,-4.57,4.50,0.00
574,Stillman College,D2,-9.09,-4.57,4.52,0.00
575,Lake Forest College,D3,-9.10,-4.56,4.54,0.00
576,Bloomsburg University of Pennsylvania,D2,-9.11,-4.56,4.54,0.00
577,Siena College,D1,-9.12,-4.54,4.57,0.02
578,Concord University,D2,-9.14,-4.56,4.57,0.00
579,Emmanuel College (Ga.),D2,-9.14,-4.54,4.60,0.01
580,Hardin-Simmons University,D3,-9.15,-4.55,4.60,0.00
581,Monmouth College,D3,-9.18,-4.63,4.54,0.00
582,Trine University,D3,-9.20,-4.48,4.73,0.00
583,Centre College,D3,-9.21,-4.59,4.62,0.00
584,Western Illinois University,D1,-9.22,-4.62,4.60,0.17
585,Cumberland (Tenn.),NAIA,-9.27,-4.65,4.63,0.00
586,Huntington (Ind.),NAIA,-9.28,-4.60,4.68,0.00
587,Carroll University (Wisconsin),D3,-9.28,-4.65,4.63,0.00
588,Pacific Lutheran University,D3,-9.28,-4.62,4.66,0.00
589,Juniata College,D3,-9.28,-4.66,4.63,0.00
590,Schreiner (Texas),D3,-9.29,-4.64,4.64,0.00
591,Bridgewater College (Virginia),D3,-9.29,-4.66,4.63,0.00
592,Piedmont College,D3,-9.29,-4.61,4.67,0.00
593,Ramapo College,D3,-9.30,-4.69,4.61,0.00
594,Buena Vista University,D3,-9.31,-4.67,4.64,0.00
595,Southern Wesleyan University,D2,-9.33,-4.65,4.68,0.01
596,Goucher College,D3,-9.33,-4.67,4.66,0.00
597,Univ. of Arkansas Pine Bluff,D1,-9.33,-4.67,4.66,0.42
598,Colorado College,D3,-9.34,-4.70,4.64,0.00
599,Mount Union College,D3,-9.36,-4.69,4.67,0.00
600,Roosevelt University,NAIA,-9.39,-4.71,4.68,0.00
601,Grove City College,D3,-9.41,-4.67,4.74,0.00
602,Oneonta State,D3,-9.42,-4.73,4.68,0.00
603,Roanoke College,D3,-9.45,-4.75,4.70,0.00
604,Hope International University,NAIA,-9.49,-4.74,4.75,0.02
605,La Salle University,D1,-9.51,-4.74,4.77,0.04
606,Calvin College,D3,-9.55,-4.81,4.74,0.00
607,Judson University,NAIA,-9.56,-4.72,4.83,0.00
608,St. Ambrose (Iowa),NAIA,-9.57,-4.81,4.76,0.00
609,Grace (Ind.),NAIA,-9.58,-4.78,4.81,0.43
610,East Texas Baptist University,D3,-9.58,-4.78,4.80,0.00
611,Spring Arbor (Mich.),NAIA,-9.59,-4.68,4.91,0.00
612,Wheaton College (Massachusetts),D3,-9.59,-4.75,4.84,0.00
613,Christian Brothers University,D2,-9.61,-4.78,4.84,0.02
614,Saint Anselm College,D2,-9.62,-4.80,4.82,0.00
615,The University of Texas at Dallas,D3,-9.63,-4.81,4.82,0.00
616,Gordon College,D3,-9.63,-4.81,4.82,0.00
617,Georgetown College,NAIA,-9.65,-4.85,4.79,0.00
618,Shepherd University,D2,-9.65,-4.88,4.78,0.00
619,Kingsborough Community College,D3,-9.68,-4.18,5.50,0.00
620,Taylor (Ind.),NAIA,-9.69,-4.94,4.75,0.00
621,Union College (New York),D3,-9.71,-4.82,4.89,0.00
622,Ursinus College,D3,-9.80,-4.92,4.88,0.00
623,Hunter College,D3,-9.81,-4.89,4.92,0.00
624,Bluefield College,NAIA,-9.81,-4.90,4.91,0.00
625,Spring Hill (Ala.),NAIA,-9.86,-4.95,4.91,0.00
626,Tuskegee University,D2,-9.87,-4.99,4.88,0.00
627,Judson College,NAIA,-9.89,-5.02,4.86,0.00
628,Colby-Sawyer College,D3,-9.93,-5.05,4.88,0.00
629,Caldwell College (N.J.),D2,-9.94,-4.94,5.00,0.00
630,Lawrence Tech,NAIA,-9.97,-4.97,5.00,0.00
631,Univ. of St. Francis (Ind.),NAIA,-10.05,-5.02,5.04,0.06
632,Covenant College,D3,-10.06,-5.02,5.04,0.00
633,Earlham College,D3,-10.07,-5.05,5.02,0.00
634,Eastern Nazarene College,D3,-10.07,-5.05,5.02,0.00
635,Otterbein College,D3,-10.11,-5.06,5.04,0.00
636,Franklin College,D3,-10.12,-5.04,5.09,0.00
637,Illinois Wesleyan University,D3,-10.16,-5.13,5.02,0.00
638,Randolph College,D3,-10.19,-5.09,5.10,0.00
639,Endicott College,D3,-10.22,-5.11,5.10,0.00
640,Gettysburg College,D3,-10.30,-5.11,5.19,0.00
641,Norwich University,D3,-10.31,-5.11,5.20,0.00
642,Ave Maria University,NAIA,-10.33,-5.14,5.19,0.00
643,Univ. of the Sciences (Pa.),D2,-10.33,-5.15,5.18,0.00
644,Farmingdale State College,D3,-10.34,-5.15,5.19,0.00
645,Greenville College,D3,-10.36,-5.25,5.11,0.00
646,LaGrange College,D3,-10.39,-5.18,5.21,0.00
647,Lindenwood University (Illinois),NAIA,-10.42,-5.19,5.23,0.00
648,Southwestern College (Kansas),NAIA,-10.45,-5.24,5.22,0.00
649,SUNY Purchase,D3,-10.47,-5.21,5.26,0.00
650,Hamline University,D3,-10.52,-5.25,5.27,0.00
651,Kansas Wesleyan,NAIA,-10.52,-5.22,5.30,0.00
652,Central College (Iowa),D3,-10.52,-5.22,5.30,0.00
653,Bloomfield College,D2,-10.55,-5.25,5.30,0.00
654,Randolph-Macon College,D3,-10.63,-5.28,5.34,0.00
655,Alma College,D3,-10.64,-5.27,5.37,0.00
656,Alabama A&M University,D1,-10.66,-5.36,5.30,0.02
657,Tabor College (Kan.),NAIA,-10.73,-5.32,5.40,0.00
658,Hope College,D3,-10.76,-5.40,5.36,0.00
659,Midland Lutheran (Neb.),NAIA,-10.76,-5.34,5.42,0.00
660,Loyola University New Orleans,NAIA,-10.79,-5.39,5.40,0.01
661,Franciscan University,D3,-10.79,-5.38,5.41,0.00
662,Wittenberg University,D3,-10.83,-5.44,5.40,0.00
663,Springfield College,D3,-10.83,-5.44,5.39,0.00
664,Moravian College,D3,-10.84,-5.43,5.41,0.00
665,Edgewood College,D3,-10.84,-5.44,5.41,0.00
666,Rochester Institute of Technology,D3,-10.96,-5.45,5.51,0.00
667,Montreat (N.C),NAIA,-10.98,-5.46,5.52,0.00
668,Le Moyne College,D2,-10.98,-5.45,5.53,0.00
669,Willamette University,D3,-10.99,-5.48,5.51,0.00
670,Univ. of Maryland Eastern Shore,D1,-11.00,-5.49,5.52,0.01
671,Averett University,D3,-11.00,-5.48,5.52,0.00
672,Transylvania University,D3,-11.01,-5.53,5.48,0.00
673,Muhlenberg College,D3,-11.01,-5.48,5.53,0.00
674,Morningside College,NAIA,-11.09,-5.62,5.47,0.00
675,"Univ. of Wisconsin, Oshkosh",D3,-11.13,-5.56,5.57,0.00
676,Howard Payne University,D3,-11.14,-5.55,5.58,0.00
677,"Concordia College, Moorhead",D3,-11.15,-5.54,5.61,0.00
678,"Texas A&M University, Texarkana",NAIA,-11.18,-5.65,5.53,0.00
679,Morehouse College,D2,-11.20,-5.61,5.58,0.00
680,Wartburg College,D3,-11.26,-5.61,5.64,0.00
681,Linfield College,D3,-11.26,-5.61,5.65,0.00
682,Western New England University,D3,-11.28,-5.60,5.68,0.00
683,Regis College,D3,-11.33,-5.77,5.56,0.00
684,Shenandoah University,D3,-11.37,-5.66,5.71,0.00
685,St. Anselm College,D2,-11.38,-5.67,5.71,0.00
686,Daemen College,D2,-11.40,-5.74,5.66,0.00
687,Hendrix College,D3,-11.45,-5.70,5.75,0.00
688,Messiah College,D3,-11.46,-5.73,5.72,0.00
689,Penn State Berks,D3,-11.56,-5.83,5.73,0.00
690,Cornell College,D3,-11.63,-5.81,5.82,0.00
691,McDaniel College,D3,-11.68,-5.83,5.86,0.00
692,Univ. of Puget Sound,D3,-11.71,-5.84,5.87,0.00
693,St. Norbert College,D3,-11.71,-5.83,5.88,0.00
694,Bethel University (Tenn.),NAIA,-11.74,-5.92,5.82,0.01
695,John Brown (Ark.),NAIA,-11.76,-5.84,5.92,0.00
696,Milwaukee School of Engineering,D3,-11.77,-5.82,5.95,0.00
697,Virginia Union University,D2,-11.83,-5.88,5.95,0.00
698,"U.S. Merchant Marine Academy, Kings Point",D3,-11.86,-5.90,5.96,0.00
699,York College (Pennsylvania),D3,-11.88,-6.02,5.86,0.00
700,Austin College,D3,-11.88,-5.93,5.96,0.00
701,"Concordia University, Nebraska",NAIA,-11.92,-5.92,6.00,0.00
702,Defiance College,D3,-12.00,-5.98,6.02,0.00
703,Penn State Harrisburg,D3,-12.07,-5.96,6.11,0.00
704,Ohio Northern University,D3,-12.11,-6.10,6.02,0.00
705,College of Staten Island,D3,-12.14,-6.07,6.07,0.00
706,Nebraska Wesleyan,NAIA,-12.15,-6.12,6.03,0.00
707,Doane College,NAIA,-12.25,-6.15,6.10,0.00
708,Lawrence University,D3,-12.26,-6.13,6.14,0.00
709,St. John Fisher College,D3,-12.30,-6.15,6.14,0.00
710,University of Scranton,D3,-12.31,-6.14,6.17,0.00
711,Johnson C. Smith University,D2,-12.32,-6.22,6.10,0.00
712,Millersville University of Pennsylvania,D2,-12.33,-6.14,6.19,0.00
713,Maryville College (Tenn.),D3,-12.33,-6.16,6.17,0.00
714,King's College (Pennsylvania),D3,-12.35,-6.19,6.16,0.00
715,Elmira College,D3,-12.38,-6.17,6.21,0.00
716,Bethel (Ind.),NAIA,-12.40,-6.25,6.15,0.00
717,Baruch College,D3,-12.43,-6.23,6.19,0.00
718,Millikin University,D3,-12.53,-6.24,6.29,0.00
719,Nazareth College,D3,-12.58,-6.28,6.30,0.00
720,Emory & Henry College,D3,-12.63,-6.36,6.28,0.00
721,Southwestern Christian University,NAIA,-12.63,-6.33,6.31,0.00
722,Catholic University of America,D3,-12.70,-6.35,6.35,0.00
723,North Central College,D3,-12.74,-6.36,6.38,0.00
724,American International College,D2,-12.80,-6.36,6.43,0.00
725,Manchester College,D3,-12.86,-6.42,6.44,0.00
726,Stevenson University,D3,-12.87,-6.41,6.46,0.00
727,"Univ. of Massachusetts, Dartmouth",D3,-12.87,-6.42,6.46,0.00
728,St. Michael's College,D2,-12.87,-6.42,6.45,0.00
729,St. Mary's College of Maryland,D3,-12.90,-6.52,6.37,0.00
730,Wentworth Institute of Technology,D3,-12.93,-6.44,6.49,0.00
731,Elizabethtown College,D3,-12.94,-6.48,6.46,0.00
732,Penn State Altoona,D3,-12.96,-6.48,6.48,0.00
733,Univ. of Dubuque,D3,-12.96,-6.44,6.52,0.00
734,Houghton College,D3,-13.09,-6.54,6.55,0.00
735,Alfred University,D3,-13.10,-6.53,6.57,0.00
736,Univ. of Virginia's College at Wise,D2,-13.12,-6.53,6.58,0.00
737,Lebanon Valley College,D3,-13.18,-6.59,6.59,0.00
738,Arcadia University,D3,-13.21,-6.57,6.65,0.00
739,Indiana University East,NAIA,-13.23,-6.63,6.60,0.00
740,Bard College,D3,-13.28,-6.63,6.65,0.00
741,Fairmont State University,D2,-13.28,-6.60,6.68,0.00
742,Oakland City University,D2,-13.30,-6.60,6.70,0.00
743,Colorado Christian University,D2,-13.33,-6.63,6.71,0.01
744,State University College at Oswego,D3,-13.48,-6.72,6.76,0.00
745,Waynesburg University,D3,-13.49,-6.73,6.76,0.00
746,Franklin Pierce College,D2,-13.50,-6.73,6.77,0.00
747,Gwynedd Mercy University,D3,-13.50,-6.73,6.77,0.00
748,University of Pittsburgh at Greensburg,D3,-13.52,-6.73,6.79,0.00
749,Fort Valley State University,D2,-13.60,-6.90,6.70,0.00
750,Lynchburg College,D3,-13.65,-6.82,6.83,0.00
751,Hanover College,D3,-13.66,-6.79,6.87,0.00
752,Neumann University,D3,-13.69,-6.83,6.87,0.00
753,Rutgers University - Newark,D3,-13.70,-6.83,6.87,0.00
754,Greensboro College,D3,-13.73,-6.85,6.88,0.00
755,Concordia University (Wisconsin),D3,-13.77,-6.85,6.92,0.00
756,Alvernia University,D3,-13.79,-6.88,6.91,0.00
757,Albertus Magnus College,D3,-13.81,-6.89,6.92,0.00
758,Westminster College (Missouri),D3,-13.83,-6.89,6.94,0.00
759,Albright College,D3,-13.85,-6.93,6.92,0.00
760,"Univ. of Massachusetts, Boston",D3,-13.86,-6.93,6.94,0.00
761,Bethany Lutheran College,D3,-13.92,-6.97,6.95,0.00
762,Thomas College (Maine),D3,-13.94,-6.95,6.99,0.00
763,Frostburg State University,D3,-13.96,-7.03,6.93,0.00
764,Hartwick College,D3,-14.00,-6.98,7.02,0.00
765,Albion College,D3,-14.03,-7.07,6.96,0.00
766,College of Mount St. Joseph,D3,-14.04,-6.99,7.05,0.00
767,Knox College,D3,-14.06,-7.01,7.04,0.00
768,Sul Ross State,D3,-14.09,-7.05,7.03,0.00
769,West Virginia State University,D2,-14.16,-7.05,7.11,0.00
770,"Fairleigh Dickinson University, College at Florham",D3,-14.20,-7.11,7.10,0.00
771,Drew University,D3,-14.26,-7.11,7.14,0.00
772,Washington & Jefferson College,D3,-14.32,-7.16,7.16,0.00
773,Aurora University,D3,-14.35,-7.14,7.21,0.00
774,Northwestern College (Minn.),D3,-14.40,-7.21,7.18,0.00
775,Dowling College,D2,-14.48,-7.22,7.27,0.00
776,Ferrum College,D3,-14.54,-7.26,7.28,0.00
777,Wisconsin Lutheran College,D3,-14.60,-7.30,7.29,0.00
778,Green Mountain College (Vt.),D3,-14.62,-7.21,7.41,0.00
779,Simpson College,D3,-14.69,-7.39,7.30,0.00
780,Salve Regina University,D3,-14.70,-7.35,7.36,0.00
781,Penn College of Technology,D3,-14.71,-7.32,7.39,0.00
782,Le Moyne-Owen College,D2,-14.77,-7.42,7.35,0.00
783,Cabrini College,D3,-14.80,-7.40,7.40,0.00
784,Rhode Island College,D3,-14.84,-7.40,7.44,0.00
785,Lane College,D2,-14.90,-7.45,7.45,0.00
786,Eastern University,D3,-14.99,-7.50,7.49,0.00
787,Rochester College,NAIA,-15.04,-7.52,7.52,0.00
788,Ripon College,D3,-15.05,-7.61,7.44,0.00
789,Rutgers University - Camden,D3,-15.05,-7.50,7.55,0.00
790,Misericordia University,D3,-15.16,-7.62,7.54,0.00
791,Marywood University,D3,-15.19,-7.58,7.61,0.00
792,Suffolk University,D3,-15.26,-7.61,7.65,0.00
793,Alice Lloyd College,NAIA,-15.29,-7.69,7.61,0.00
794,Hood College,D3,-15.30,-7.63,7.67,0.00
795,Tougaloo College,NAIA,-15.33,-7.68,7.66,0.00
796,Penn State Branywine,D3,-15.37,-7.67,7.70,0.00
797,Mount St. Mary College (New York),D3,-15.39,-7.68,7.71,0.00
798,Webster University,D3,-15.39,-7.72,7.68,0.00
799,Curry College,D3,-15.40,-7.68,7.72,0.00
800,Calumet-St. Joseph (Ind.),NAIA,-15.45,-7.69,7.76,0.00
801,Cooper Union,D3,-15.52,-7.74,7.77,0.00
802,Salem State University,D3,-15.52,-7.75,7.77,0.00
803,"Central State University, OH",D2,-15.53,-7.72,7.81,0.00
804,Baptist Bible College,D3,-15.53,-7.75,7.78,0.00
805,Emerson College,D3,-15.58,-7.79,7.79,0.00
806,William Peace University,D3,-15.59,-7.77,7.82,0.00
807,John Jay College of Criminal Justice,D3,-15.71,-7.84,7.87,0.00
808,Lyndon State (Vt.),D3,-15.76,-7.91,7.85,0.00
809,Western Connecticut State,D3,-15.86,-7.93,7.93,0.00
810,Loras College,D3,-15.89,-7.99,7.90,0.00
811,"Penn State Erie, Behrend",D3,-15.92,-7.94,7.98,0.00
812,Rust College,D3,-15.92,-7.92,8.00,0.00
813,Bethany College (West Virginia),D3,-15.94,-7.94,7.99,0.00
814,Anderson University (Indiana),D3,-15.95,-7.94,8.01,0.00
815,Lancaster Bible College,D3,-15.97,-7.96,8.01,0.00
816,Johnson State College,D3,-16.00,-7.91,8.08,0.00
817,Massachusetts College of Liberal Arts,D3,-16.00,-7.91,8.08,0.00
818,Fisk University,D3,-16.07,-8.03,8.04,0.00
819,Southern Virginia University,D3,-16.14,-8.06,8.08,0.00
820,Pratt Institute of Technology,D3,-16.19,-8.07,8.12,0.00
821,St. Louis College of Pharmacy,NAIA,-16.28,-8.17,8.11,0.00
822,Brooklyn College,D3,-16.35,-8.16,8.19,0.00
823,Castleton State College,D3,-16.46,-8.16,8.30,0.00
824,Purdue University Calumet,NAIA,-16.60,-8.18,8.42,0.00
825,Delaware Valley College,D3,-16.73,-8.37,8.36,0.00
826,St. Joseph's College (LI),D3,-16.82,-8.39,8.42,0.00
827,Thomas More College,D3,-16.82,-8.41,8.41,0.00
828,Heidelberg College,D3,-16.84,-8.50,8.35,0.00
829,"Univ. of Pittsburgh, Bradford",D3,-16.85,-8.40,8.44,0.00
830,Central Christian College,NAIA,-16.88,-8.40,8.48,0.00
831,Dominican University (Illinois),D3,-17.05,-8.54,8.51,0.00
832,City College of New York,D3,-17.06,-8.51,8.55,0.00
833,Westminster College (PA),D3,-17.11,-8.57,8.54,0.00
834,"Univ. of Minnesota, Morris",D3,-17.11,-8.56,8.54,0.00
835,Louisiana College,D3,-17.11,-8.53,8.58,0.00
836,Immaculata University,D3,-17.12,-8.54,8.57,0.00
837,Lakeland College,D3,-17.12,-8.53,8.58,0.00
838,Martin Luther (Minn.),D3,-17.16,-8.55,8.62,0.00
839,Marietta College,D3,-17.24,-8.63,8.61,0.00
840,Bridgewater State University,D3,-17.25,-8.60,8.64,0.00
841,Saint Vincent College,D3,-17.30,-8.62,8.68,0.00
842,Concordia University (Illinois),D3,-17.68,-8.83,8.85,0.00
843,Mitchell College,D3,-17.87,-8.83,9.04,0.00
844,Newbury College,D3,-17.87,-8.83,9.04,0.00
845,Lycoming College,D3,-18.05,-9.02,9.03,0.00
846,Sage Colleges,D3,-18.11,-9.04,9.07,0.00
847,"Lehman College, City University of New York",D3,-18.31,-9.14,9.17,0.00
848,Utica College,D3,-18.35,-9.16,9.19,0.00
849,Culinary Institute of America,D3,-18.37,-9.17,9.20,0.00
850,Becker College,D3,-18.43,-9.11,9.32,0.00
851,Keuka College,D3,-18.52,-9.25,9.27,0.00
852,Berea College (Ky.),NAIA,-18.59,-9.26,9.32,0.00
853,North Central University (Minnesota),D3,-18.61,-9.27,9.34,0.00
854,Mount Aloysius College,D3,-18.76,-9.35,9.41,0.00
855,Fontbonne College,D3,-18.96,-9.47,9.49,0.00
856,Wheelock College,D3,-18.96,-9.44,9.53,0.00
857,Sarah Lawrence College,D3,-18.98,-9.48,9.50,0.00
858,D'Youville College,D3,-19.12,-9.53,9.59,0.00
859,Marian University (Wisconsin),D3,-19.18,-9.56,9.62,0.00
860,Centenary College (Louisiana),D3,-19.30,-9.65,9.64,0.00
861,Keystone College,D3,-19.73,-9.85,9.88,0.00
862,Lesley University,D3,-19.84,-9.86,9.98,0.00
863,Muskingum College,D3,-19.92,-9.93,9.99,0.00
864,Bryn Athyn,D3,-20.39,-10.18,10.21,0.00
865,Susquehanna University,D3,-20.55,-10.25,10.30,0.00
866,York College (New York),D3,-21.00,-10.48,10.51,0.00
867,Vaughn College,D3,-21.16,-10.56,10.60,0.00
868,Illinois College,D3,-21.24,-10.59,10.65,0.00
869,Thiel College,D3,-21.35,-10.65,10.71,0.00
870,St. Joseph's College - Brooklyn Campus,D3,-22.13,-11.05,11.08,0.00
871,Rosemont College,D3,-22.96,-11.47,11.50,0.00
