rk,school,league,str,ofs,dfs,sos
442,Harding University,D2,-2.86,-1.44,1.41,0.06
443,Western New Mexico University,D2,-2.86,-1.45,1.41,0.10
444,Rockhurst University,D2,-2.87,-1.44,1.43,0.06
445,University of St. Thomas,D3,-2.91,-1.45,1.45,0.01
446,Wellesley College,D3,-2.92,-1.48,1.43,0.03
447,Colorado Mesa University,D2,-2.96,-1.51,1.46,0.07
448,Walsh (Ohio),D2,-2.97,-1.50,1.47,0.09
449,"Univ. of Texas, Permian Basin",D2,-2.97,-1.49,1.49,0.15
450,Milligan (Tenn.),NAIA,-2.97,-1.53,1.44,0.02
451,Henderson State University,D2,-2.97,-1.50,1.48,0.11
452,St. Lawrence University,D3,-2.99,-1.51,1.48,0.02
453,Whitworth University,D3,-3.01,-1.50,1.51,0.03
454,Mercyhurst University,D2,-3.02,-1.49,1.53,0.04
455,Chowan University,D2,-3.03,-1.52,1.51,0.01
456,Brandeis University,D3,-3.04,-1.52,1.52,0.06
457,St. Olaf College,D3,-3.05,-1.53,1.51,0.01
458,Bates College,D3,-3.06,-1.52,1.54,0.08
459,Savannah State University,D1,-3.07,-1.54,1.53,0.38
460,Lafayette College,D1,-3.07,-1.53,1.53,0.30
461,Prairie View A&M University,D1,-3.08,-1.54,1.54,0.43
462,Coker College,D2,-3.08,-1.55,1.53,0.08
463,Lindenwood (Mo.),D2,-3.09,-1.54,1.55,0.11
464,Evangel (Mo.),NAIA,-3.10,-1.56,1.54,0.05
465,Mount San Antonio College,SCCC,-3.10,-1.55,1.55,0.01
466,Linfield College,D3,-3.10,-1.56,1.54,0.04
467,Stillman College,D2,-3.11,-1.56,1.55,0.00
468,UNC Pembroke,D2,-3.11,-1.55,1.56,0.12
469,Davenport University,NAIA,-3.12,-1.57,1.55,0.05
470,State University of New York at Geneseo,D3,-3.12,-1.60,1.52,0.03
471,Savannah College of Art & Design,NAIA,-3.13,-1.57,1.55,0.13
472,Carson-Newman College,D2,-3.13,-1.56,1.57,0.03
473,Lewis and Clark College (OR),D3,-3.14,-1.58,1.56,0.04
474,Aquinas College (Mich),NAIA,-3.15,-1.60,1.54,0.04
475,Southeastern University,NAIA,-3.15,-1.56,1.59,0.02
476,Chapman University,D3,-3.15,-1.57,1.58,0.06
477,St. Peter's University,D1,-3.15,-1.57,1.58,0.14
478,College of New Jersey,D3,-3.16,-1.57,1.59,0.02
479,Florida State College at Jacksonville,NJCAA I,-3.17,-1.57,1.59,0.02
480,McMurry University,D3,-3.17,-1.59,1.58,0.01
481,Maryville University of Saint Louis,D2,-3.18,-1.59,1.59,0.03
482,University of Sioux Falls,D2,-3.19,-1.61,1.58,0.08
483,Hampton University,D1,-3.20,-1.61,1.58,0.37
484,Lee University,D2,-3.21,-1.62,1.59,0.04
485,Bellarmine University,D2,-3.22,-1.62,1.60,0.05
486,"Univ. of Wisconsin, La Crosse",D3,-3.22,-1.63,1.59,0.01
487,University of Northwestern Ohio,NAIA,-3.23,-1.61,1.62,0.07
488,William Jewell (Mo.),D2,-3.25,-1.62,1.63,0.07
489,The University of Texas at Tyler,D3,-3.25,-1.64,1.61,0.02
490,North Central Texas College,NJCAA I,-3.26,-1.63,1.63,0.01
491,Georgetown College,NAIA,-3.28,-1.65,1.63,0.01
492,Concordia University (Irvine),NAIA,-3.28,-1.64,1.64,0.06
493,Trinity College (Connecticut),D3,-3.29,-1.64,1.65,0.09
494,Oberlin College,D3,-3.30,-1.65,1.65,0.03
495,Washington College (Maryland),D3,-3.31,-1.64,1.67,0.01
496,Birmingham-Southern College,D3,-3.32,-1.65,1.67,0.01
497,Colorado State University-Pueblo,D2,-3.32,-1.67,1.65,0.05
498,College of Coastal Georgia,NAIA,-3.32,-1.67,1.65,0.08
499,Quincy University,D2,-3.33,-1.68,1.65,0.05
500,Indiana Wesleyan,NAIA,-3.33,-1.66,1.68,0.10
501,Salisbury University,D3,-3.34,-1.66,1.67,0.01
502,Univ. of Charleston (West Virginia),D2,-3.34,-1.68,1.65,0.03
503,Missouri Western State University,D2,-3.36,-1.67,1.69,0.07
504,Cowley County Community College,NJCAA I,-3.37,-1.71,1.67,0.03
505,Hanover College,D3,-3.37,-1.68,1.69,0.00
506,Washburn University,D2,-3.38,-1.69,1.68,0.07
507,Manhattan College,D1,-3.38,-1.69,1.68,0.12
508,Ursuline College,D2,-3.38,-1.69,1.69,0.01
509,Univ. of the Sciences (Pa.),D2,-3.38,-1.69,1.69,0.01
510,Adelphi University,D2,-3.38,-1.69,1.69,0.02
511,Cheyney University,D2,-3.38,-1.69,1.69,0.02
512,Pacific University (Oregon),D3,-3.39,-1.69,1.70,0.02
513,Assumption College,D2,-3.39,-1.74,1.66,0.08
514,Seminole State College (Oklahoma),NJCAA I,-3.42,-1.73,1.70,0.03
515,Jones County Junior College,NJCAA I,-3.43,-1.72,1.71,0.00
516,Mississippi College,D2,-3.43,-1.71,1.72,0.04
517,Riverside City College,SCCC,-3.44,-1.72,1.72,0.01
518,University of West Georgia,D2,-3.44,-1.73,1.71,0.02
519,Saint Petersburg College,NJCAA I,-3.44,-1.73,1.71,0.02
520,West Liberty University,D2,-3.46,-1.75,1.71,0.04
521,Christopher Newport University,D3,-3.47,-1.73,1.74,0.01
522,Campbellsville University (Ky.),NAIA,-3.47,-1.74,1.73,0.02
523,Metropolitan State College of Denver,D2,-3.48,-1.73,1.75,0.07
524,Kalamazoo College,D3,-3.49,-1.74,1.75,0.01
525,Glendale College (Calif.),SCCC,-3.50,-1.74,1.75,0.01
526,Vanguard University of Southern California,NAIA,-3.50,-1.74,1.75,0.13
527,Middle Georgia State College,NAIA,-3.50,-1.77,1.73,0.02
528,Holy Names University,D2,-3.51,-1.75,1.75,0.02
529,William Carey University,NAIA,-3.52,-1.79,1.73,0.13
530,Cumberlands (Ky.),NAIA,-3.52,-1.75,1.77,0.12
531,Wilkes University,D3,-3.55,-1.80,1.75,0.00
532,Delta State University,D2,-3.55,-1.79,1.77,0.09
533,Berry College (Ga.),D3,-3.56,-1.80,1.76,0.01
534,Catawba College,D2,-3.57,-1.79,1.77,0.04
535,Haverford College,D3,-3.57,-1.81,1.76,0.01
536,Broward College,NJCAA I,-3.57,-1.78,1.79,0.04
537,Mount St. Mary's University,D1,-3.58,-1.82,1.76,0.33
538,St. Catherine University,D3,-3.60,-1.79,1.80,0.01
539,Randolph-Macon College,D3,-3.62,-1.81,1.81,0.01
540,Hardin-Simmons University,D3,-3.63,-1.82,1.80,0.02
541,Centre College,D3,-3.63,-1.80,1.83,0.01
542,Lenoir-Rhyne University,D2,-3.65,-1.84,1.81,0.04
543,Dalton State College,NAIA,-3.66,-1.86,1.80,0.09
544,Fort Hays State University,D2,-3.66,-1.83,1.84,0.05
545,Texas Lutheran University,D3,-3.67,-1.82,1.84,0.01
546,Dixie State University,D2,-3.67,-1.84,1.83,0.02
547,"Univ. of Wisconsin, Green Bay",D1,-3.67,-1.82,1.85,0.17
548,Eckerd College,D2,-3.67,-1.82,1.86,0.08
549,Western Illinois University,D1,-3.68,-1.83,1.84,0.18
550,Virginia State University,D2,-3.68,-1.84,1.84,0.01
551,Spring Arbor (Mich.),NAIA,-3.68,-1.86,1.82,0.08
552,Edinboro University,D2,-3.69,-1.85,1.84,0.04
553,Mars Hill University,D2,-3.69,-1.84,1.85,0.05
554,Univ. of Southern Indiana,D2,-3.71,-1.87,1.84,0.05
555,Carthage College,D3,-3.72,-1.90,1.82,0.01
556,Cal State Stanislaus,D2,-3.72,-1.86,1.87,0.16
557,Merrimack College,D2,-3.73,-1.88,1.85,0.08
558,Stonehill College,D2,-3.75,-1.87,1.88,0.39
559,Ohio Northern University,D3,-3.75,-1.86,1.89,0.01
560,Hillsdale College,D2,-3.76,-1.88,1.88,0.99
561,Le Moyne College,D2,-3.77,-1.87,1.90,0.04
562,North Greenville University (S.C.),D2,-3.78,-1.89,1.89,0.03
563,Cumberland (Tenn.),NAIA,-3.79,-1.91,1.88,0.05
564,Cabrini College,D3,-3.80,-1.90,1.90,0.01
565,"Minnesota State University, Moorhead",D2,-3.81,-1.92,1.89,0.01
566,Methodist University,D3,-3.82,-1.93,1.89,0.01
567,Southwest Minnesota State University,D2,-3.83,-1.92,1.91,0.03
568,University of Rochester,D3,-3.83,-1.91,1.92,0.03
569,Benedict College (S.C.),D2,-3.85,-1.92,1.93,0.01
570,William Smith College,D3,-3.87,-1.94,1.94,0.01
571,Post University,D2,-3.87,-1.94,1.94,0.86
572,California Lutheran University,D3,-3.88,-1.94,1.94,0.05
573,Whittier College,D3,-3.90,-1.96,1.94,0.06
574,Belhaven (Miss.),NAIA,-3.90,-1.96,1.94,0.01
575,Dominican University of California,D2,-3.90,-1.95,1.96,0.04
576,Abraham Baldwin Agricultural College,NJCAA I,-3.91,-1.95,1.96,0.02
577,Holy Cross,D1,-3.91,-1.92,1.99,0.10
578,Cerritos College,SCCC,-3.91,-1.95,1.96,0.01
579,Simmons College,D3,-3.92,-1.97,1.95,0.02
580,Shaw University,D2,-3.95,-1.97,1.98,0.01
581,College of Idaho,NAIA,-3.95,-1.97,1.97,0.06
582,Augustana College (Illinois),D3,-3.97,-2.00,1.98,0.01
583,West Chester Univ. of Pennsylvania,D2,-3.98,-2.00,1.97,0.01
584,St. Norbert College,D3,-3.99,-2.01,1.98,0.01
585,Rider University,D1,-4.00,-2.00,2.00,0.18
586,Brevard College,D2,-4.01,-2.01,2.00,0.07
587,Morningside College,NAIA,-4.01,-2.04,1.97,0.01
588,Coe College,D3,-4.01,-2.00,2.00,0.01
589,Wheaton College (Illinois),D3,-4.01,-2.03,1.99,0.01
590,Hamilton College,D3,-4.03,-2.03,2.00,0.02
591,Univ. of District of Columbia,D2,-4.05,-2.01,2.04,0.07
592,Gustavus Adolphus College,D3,-4.06,-2.02,2.04,0.02
593,Colorado College,D3,-4.06,-2.04,2.02,0.02
594,Northwestern College (Minn.),D3,-4.06,-2.03,2.03,0.01
595,Allegheny College,D3,-4.06,-2.06,2.01,0.01
596,Itawamba Community College,NJCAA I,-4.07,-2.03,2.04,0.01
597,San Diego Christian College,NAIA,-4.08,-2.04,2.04,0.02
598,New York University,D3,-4.08,-2.03,2.05,0.02
599,Ashland University,D2,-4.09,-2.07,2.02,0.02
600,Schreiner (Texas),D3,-4.09,-2.04,2.05,0.01
601,Southwestern College (Kansas),NAIA,-4.10,-2.06,2.04,0.01
602,Alabama A&M University,D1,-4.11,-2.06,2.04,0.42
603,Truman State University,D2,-4.13,-2.06,2.06,0.13
604,Millsaps College,D3,-4.13,-2.06,2.07,0.02
605,Elmira College,D3,-4.13,-2.04,2.09,0.02
606,Franklin & Marshall,D3,-4.13,-2.08,2.05,0.02
607,The University of Texas at Dallas,D3,-4.14,-2.06,2.08,0.02
608,Connecticut College,D3,-4.14,-2.09,2.05,0.02
609,Martin Methodist (Tenn.),NAIA,-4.15,-2.12,2.03,0.08
610,Tennessee State University,D1,-4.15,-2.07,2.08,0.44
611,Lake Superior State University,D2,-4.16,-2.08,2.08,0.03
612,Santa Barbara City College,SCCC,-4.17,-2.08,2.09,0.00
613,University of Hartford,D1,-4.17,-2.08,2.09,0.37
614,Sweet Briar College,D3,-4.17,-2.09,2.08,0.01
615,Pacific Lutheran University,D3,-4.18,-2.09,2.10,0.03
616,Muhlenberg College,D3,-4.19,-2.08,2.11,0.02
617,Philadelphia University,D2,-4.19,-2.11,2.09,0.04
618,Mount Holyoke College,D3,-4.19,-2.08,2.11,0.01
619,Univ. of Findlay,D2,-4.20,-2.10,2.11,0.16
620,Michigan Technological University,D2,-4.21,-2.14,2.07,0.06
621,College of Saint Benedict,D3,-4.21,-2.12,2.10,0.02
622,Clark Atlanta University,D2,-4.22,-2.13,2.09,0.04
623,George Fox University,D3,-4.23,-2.11,2.12,0.04
624,Winona State University,D2,-4.24,-2.14,2.10,0.06
625,New Mexico Military Institute,NJCAA I,-4.25,-2.13,2.11,0.01
626,Rensselaer Polytechnic Institute,D3,-4.27,-2.13,2.14,0.02
627,Ottawa University,NAIA,-4.28,-2.15,2.12,0.01
628,Savannah College of Art & Design (Atlanta),NAIA,-4.28,-2.14,2.14,0.04
629,Mount Union College,D3,-4.28,-2.16,2.12,0.01
630,McPherson College,NAIA,-4.28,-2.14,2.15,0.03
631,Kenyon College,D3,-4.28,-2.14,2.14,0.04
632,Elizabethtown College,D3,-4.29,-2.17,2.12,0.01
633,UC Santa Cruz,D3,-4.30,-2.14,2.16,0.06
634,Marian Univ. (Ind.),NAIA,-4.31,-2.17,2.14,0.01
635,Roanoke College,D3,-4.31,-2.16,2.15,0.01
636,Ouachita Baptist,D2,-4.31,-2.16,2.15,0.08
637,Luther College,D3,-4.31,-2.19,2.11,0.03
638,Barton College (NC),D2,-4.32,-2.16,2.16,0.02
639,Huntingdon College(Ala.),D3,-4.32,-2.16,2.16,0.00
640,Santa Monica College,SCCC,-4.33,-2.16,2.17,0.00
641,Irvine Valley College,SCCC,-4.33,-2.16,2.17,0.01
642,Christian Brothers University,D2,-4.33,-2.16,2.17,0.08
643,Univ. of Arkansas Pine Bluff,D1,-4.34,-2.18,2.17,0.29
644,Baker University (Kan.),NAIA,-4.36,-2.18,2.17,0.01
645,Meredith College,D3,-4.39,-2.19,2.20,0.01
646,Concordia College,D2,-4.39,-2.19,2.20,0.34
647,California Institute of Technology,D3,-4.40,-2.20,2.20,0.03
648,Rhodes College,D3,-4.41,-2.23,2.18,0.02
649,Bethel College (Kansas),NAIA,-4.41,-2.21,2.20,0.03
650,Stockton University,D3,-4.41,-2.25,2.16,0.01
651,El Camino College,SCCC,-4.42,-2.20,2.21,0.01
652,Cornell College,D3,-4.42,-2.24,2.17,0.01
653,Georgia Southwestern State,D2,-4.42,-2.20,2.22,0.12
654,Otterbein College,D3,-4.42,-2.22,2.21,0.01
655,Eastern Arizona College,NJCAA I,-4.43,-2.22,2.22,0.01
656,Catholic University of America,D3,-4.43,-2.23,2.20,0.01
657,Bluefield State College,D2,-4.46,-2.20,2.26,0.08
658,Grossmont College,SCCC,-4.46,-2.23,2.24,0.00
659,Agnes Scott,D3,-4.47,-2.23,2.24,0.01
660,College of the Desert,SCCC,-4.47,-2.23,2.24,0.02
661,Laredo Community College,NJCAA I,-4.48,-2.25,2.23,0.05
662,Ursinus College,D3,-4.49,-2.25,2.24,0.01
663,Kansas Wesleyan,NAIA,-4.49,-2.27,2.23,0.02
664,Eastern Florida State College,NJCAA I,-4.50,-2.24,2.26,0.02
665,Columbia College (S.C.),NAIA,-4.50,-2.25,2.25,0.03
666,Oglethorpe University,D3,-4.50,-2.25,2.24,0.02
667,Roosevelt University,NAIA,-4.52,-2.28,2.24,0.01
668,Taylor (Ind.),NAIA,-4.52,-2.28,2.24,0.01
669,Friends (Kan.),NAIA,-4.52,-2.28,2.24,0.02
670,Seton Hill (Pa.),D2,-4.52,-2.29,2.22,0.02
671,University of Mobile (Ala.),NAIA,-4.54,-2.27,2.27,0.07
672,Nebraska Wesleyan,NAIA,-4.54,-2.28,2.27,0.04
673,Swarthmore College,D3,-4.55,-2.29,2.26,0.01
674,Hagerstown Community College,NJCAA I,-4.57,-2.31,2.26,0.00
675,Oxford College of Emory University,NJCAA I,-4.57,-2.31,2.26,0.01
676,St. Thomas University (Fla.),NAIA,-4.58,-2.29,2.29,0.04
677,Cedarville  University (Ohio),D2,-4.58,-2.33,2.25,0.00
678,Meridian Comm. College,NJCAA I,-4.58,-2.28,2.30,0.01
679,Colby College,D3,-4.58,-2.29,2.29,0.06
680,Ithaca College,D3,-4.59,-2.29,2.30,0.02
681,John Carroll University,D3,-4.62,-2.31,2.31,0.02
682,Covenant College,D3,-4.63,-2.30,2.32,0.01
683,Ventura College,SCCC,-4.63,-2.31,2.32,0.01
684,Carroll University (Wisconsin),D3,-4.63,-2.34,2.28,0.00
685,West Virginia Wesleyan College,D2,-4.63,-2.36,2.27,0.03
686,Univ. of Mary Hardin-Baylor,D3,-4.63,-2.32,2.31,0.01
687,Georgia Perimeter College,NJCAA I,-4.63,-2.31,2.32,0.02
688,Johnson C. Smith University,D2,-4.63,-2.32,2.32,0.01
689,Minnesota State University-Mankato,D2,-4.66,-2.32,2.33,0.07
690,St. Mary's College of Maryland,D3,-4.66,-2.36,2.30,0.01
691,Southwestern University (TX),D3,-4.66,-2.32,2.34,0.02
692,Collin College,NJCAA I,-4.67,-2.32,2.35,0.02
693,North Carolina A&T State,D1,-4.67,-2.34,2.33,0.43
694,East Texas Baptist University,D3,-4.69,-2.34,2.35,0.03
695,Reinhardt (Ga.),NAIA,-4.69,-2.33,2.36,0.05
696,Tabor College (Kan.),NAIA,-4.72,-2.35,2.37,0.01
697,St. Cloud State University,D2,-4.72,-2.36,2.36,0.02
698,Holy Family University,D2,-4.73,-2.34,2.38,0.03
699,Montana State University-Billings,D2,-4.73,-2.39,2.34,0.15
700,Pikeville (Ky.),NAIA,-4.75,-2.37,2.39,0.02
701,Tuskegee University,D2,-4.77,-2.39,2.38,0.05
702,Univ. of Illinois at Springfield,D2,-4.78,-2.39,2.39,0.01
703,Austin College,D3,-4.79,-2.39,2.40,0.01
704,Seward County Comm. College,NJCAA I,-4.79,-2.38,2.41,0.01
705,Grambling State University,D1,-4.80,-2.39,2.41,0.24
706,John Brown (Ark.),NAIA,-4.80,-2.39,2.42,0.00
707,Pima Community College,NJCAA I,-4.81,-2.41,2.41,0.01
708,Dickinson College,D3,-4.82,-2.43,2.39,0.03
709,Juniata College,D3,-4.83,-2.43,2.40,0.00
710,"Fairleigh Dickinson University, College at Florham",D3,-4.83,-2.43,2.40,0.01
711,Graceland University (Iowa),NAIA,-4.83,-2.43,2.40,0.06
712,Winston-Salem State,D2,-4.83,-2.41,2.42,0.01
713,Shepherd University,D2,-4.84,-2.47,2.37,0.00
714,"Univ. of Puerto Rico, Mayaguez",D2,-4.84,-2.43,2.41,0.03
715,Bethel UMN,D3,-4.85,-2.44,2.41,0.01
716,University of Scranton,D3,-4.86,-2.44,2.42,0.01
717,St. Francis College (New York),D1,-4.86,-2.42,2.43,0.19
718,State University College at Oswego,D3,-4.86,-2.44,2.42,0.03
719,Gettysburg College,D3,-4.86,-2.43,2.44,0.01
720,Minnesota State University-Moorhead,D2,-4.87,-2.48,2.39,0.07
721,Mesa Comm. College,NJCAA I,-4.89,-2.44,2.46,0.01
722,Webster University,D3,-4.90,-2.48,2.42,0.00
723,Univ. of Puget Sound,D3,-4.90,-2.44,2.46,0.04
724,Grinnell College,D3,-4.91,-2.43,2.47,0.04
725,Biola University,NAIA,-4.91,-2.45,2.46,0.02
726,Shenandoah University,D3,-4.93,-2.46,2.46,0.00
727,Western Connecticut State,D3,-4.93,-2.47,2.46,0.01
728,Aurora University,D3,-4.93,-2.47,2.46,0.01
729,Stevenson University,D3,-4.93,-2.47,2.46,0.01
730,Keuka College,D3,-4.93,-2.47,2.46,0.00
731,Wheaton College (Massachusetts),D3,-4.93,-2.47,2.46,0.01
732,Adrian College,D3,-4.93,-2.47,2.46,0.01
733,Hunter College,D3,-4.93,-2.47,2.46,0.01
734,Alverno College,D3,-4.93,-2.47,2.46,0.01
735,Wisconsin Lutheran College,D3,-4.93,-2.47,2.46,0.01
736,Lancaster Bible College,D3,-4.93,-2.47,2.46,0.00
737,State University College at Cortland,D3,-4.93,-2.47,2.46,0.02
738,Wentworth Institute of Technology,D3,-4.93,-2.47,2.46,0.00
739,Wells College,D3,-4.93,-2.47,2.46,0.00
740,Marywood University,D3,-4.93,-2.47,2.46,0.03
741,Farmingdale State College,D3,-4.93,-2.47,2.46,0.01
742,Endicott College,D3,-4.93,-2.47,2.46,0.01
743,Worcester State University,D3,-4.93,-2.47,2.46,0.00
744,"Univ. of Minnesota, Morris",D3,-4.93,-2.47,2.46,0.01
745,Yeshiva University,D3,-4.93,-2.47,2.46,0.01
746,Brooklyn College,D3,-4.93,-2.47,2.46,0.01
747,Drew University,D3,-4.93,-2.47,2.46,0.00
748,Dominican University (Illinois),D3,-4.93,-2.47,2.46,0.01
749,Millikin University,D3,-4.93,-2.47,2.46,0.00
750,Delaware Valley College,D3,-4.93,-2.47,2.46,0.01
751,Muskingum College,D3,-4.93,-2.47,2.46,0.01
752,Capital University,D3,-4.93,-2.47,2.46,0.01
753,College of Staten Island,D3,-4.93,-2.47,2.46,0.01
754,College of Saint Elizabeth,D3,-4.93,-2.47,2.46,0.00
755,"Univ. of Wisconsin, River Falls",D3,-4.93,-2.47,2.46,0.00
756,Pratt Institute of Technology,D3,-4.93,-2.47,2.46,0.00
757,Clark University (Massachusetts),D3,-4.93,-2.47,2.46,0.00
758,Penn College of Technology,D3,-4.93,-2.47,2.46,0.00
759,"Penn State Erie, Behrend",D3,-4.93,-2.47,2.46,0.01
760,St. Scholastica (Minn.),D3,-4.93,-2.49,2.44,0.00
761,"Univ. of Minnesota, Duluth",D2,-4.94,-2.47,2.47,0.03
762,Wartburg College,D3,-4.94,-2.45,2.49,0.02
763,Southwestern Christian University,NAIA,-4.95,-2.47,2.48,0.02
764,Mississippi Gulf Coast Comm. College,NJCAA I,-4.96,-2.47,2.49,0.00
765,St. Louis College of Pharmacy,NAIA,-4.97,-2.50,2.48,0.05
766,St. Thomas Aquinas,D2,-4.98,-2.52,2.46,0.02
767,"Univ. of Wisconsin, Eau Claire",D3,-5.00,-2.50,2.50,0.09
768,North Central College,D3,-5.01,-2.51,2.50,1.16
769,Smith College,D3,-5.02,-2.49,2.53,0.01
770,Bridgewater College (Virginia),D3,-5.06,-2.54,2.53,0.01
771,Ohio Wesleyan University,D3,-5.07,-2.54,2.54,0.01
772,Howard Payne University,D3,-5.08,-2.55,2.52,0.01
773,Faulkner State Community College,NJCAA I,-5.08,-2.55,2.53,0.01
774,Clarion University of Pennsylvania,D2,-5.09,-2.55,2.54,0.01
775,College of Wooster,D3,-5.11,-2.58,2.52,0.01
776,Ashford University,NAIA,-5.15,-2.60,2.55,0.17
777,Davis and Elkins College,D2,-5.15,-2.60,2.55,0.01
778,Saint Mary's College (Indiana),D3,-5.16,-2.60,2.56,0.02
779,Calvin College,D3,-5.16,-2.58,2.58,0.01
780,Cornerstone University,NAIA,-5.17,-2.58,2.59,0.00
781,Colorado Christian University,D2,-5.17,-2.58,2.59,0.04
782,Maryville College (Tenn.),D3,-5.17,-2.58,2.59,0.01
783,Misericordia University,D3,-5.17,-2.60,2.57,0.01
784,Cypress College,SCCC,-5.18,-2.59,2.59,0.01
785,Monmouth College,D3,-5.18,-2.64,2.54,0.03
786,"University of Puerto Rico, Bayamon",D2,-5.20,-2.61,2.59,0.02
787,Doane College,NAIA,-5.22,-2.62,2.60,0.01
788,"Louisiana State University, Alexandria",NAIA,-5.23,-2.62,2.61,0.17
789,Fort Valley State University,D2,-5.24,-2.63,2.61,0.04
790,Gordon College,D3,-5.24,-2.67,2.57,0.01
791,"Univ. of Hawaii, Hilo",D2,-5.25,-2.63,2.63,0.29
792,Occidental College,D3,-5.26,-2.63,2.63,0.04
793,Brescia University (Kentucky),NAIA,-5.27,-2.63,2.65,0.00
794,Shawnee State (Ohio),NAIA,-5.27,-2.62,2.65,0.03
795,Alma College,D3,-5.27,-2.63,2.64,0.02
796,Concordia University (Neb.),NAIA,-5.28,-2.63,2.65,0.02
797,Hendrix College,D3,-5.28,-2.63,2.65,0.02
798,Converse College,D2,-5.28,-2.64,2.65,0.02
799,Moravian College,D3,-5.29,-2.65,2.63,0.01
800,Roger Williams University,D3,-5.29,-2.64,2.65,0.01
801,Judson College,NAIA,-5.29,-2.67,2.63,0.01
802,Purdue University Calumet,NAIA,-5.31,-2.66,2.65,0.17
803,Alderson Broaddus College,D2,-5.32,-2.65,2.67,0.01
804,Univ. of St. Francis (Ind.),NAIA,-5.33,-2.64,2.69,0.05
805,Chaminade University,D2,-5.35,-2.67,2.67,0.41
806,LaGrange College,D3,-5.35,-2.68,2.67,0.01
807,Lewis & Clark Comm. College (IL),NJCAA I,-5.35,-2.67,2.68,0.05
808,"Univ. of Wisconsin, Stevens Point",D3,-5.36,-2.70,2.66,0.25
809,Grand View University,NAIA,-5.36,-2.66,2.69,0.01
810,Randolph College,D3,-5.36,-2.70,2.66,0.01
811,East Central Comm. College,NJCAA I,-5.37,-2.68,2.69,0.00
812,Ave Maria University,NAIA,-5.38,-2.69,2.69,0.03
813,Northwestern College (Iowa),NAIA,-5.38,-2.68,2.70,0.00
814,Saint Mary's University of Minnesota,D3,-5.38,-2.69,2.69,0.01
815,Snead State Community College,NJCAA I,-5.39,-2.70,2.69,0.01
816,Wittenberg University,D3,-5.39,-2.66,2.73,0.02
817,Lees-McRae College,D2,-5.39,-2.69,2.70,0.03
818,Jacksonville College,NJCAA I,-5.39,-2.70,2.69,0.01
819,Regis College,D3,-5.41,-2.74,2.67,0.00
820,Asbury (Ky.),NAIA,-5.41,-2.70,2.71,0.00
821,Lincoln University of Missouri,D2,-5.43,-2.71,2.72,0.12
822,Grove City College,D3,-5.43,-2.71,2.72,0.05
823,Bluefield College,NAIA,-5.43,-2.71,2.72,0.01
824,Missouri Baptist,NAIA,-5.47,-2.73,2.74,0.03
825,Bowie State University,D2,-5.48,-2.75,2.73,0.02
826,San Diego Mesa College,SCCC,-5.51,-2.75,2.76,0.01
827,State University College at New Paltz,D3,-5.52,-2.80,2.72,0.02
828,Lindenwood University (Illinois),NAIA,-5.53,-2.74,2.80,0.13
829,Webber International University,NAIA,-5.54,-2.77,2.77,0.02
830,Arcadia University,D3,-5.54,-2.75,2.79,0.01
831,Knox College,D3,-5.54,-2.77,2.78,0.02
832,LeTourneau University,D3,-5.55,-2.76,2.79,0.01
833,Mount San Jacinto College,SCCC,-5.55,-2.77,2.78,0.00
834,Belmont Abbey College,D2,-5.56,-2.78,2.79,0.02
835,Univ. of St. Francis (Ill.),NAIA,-5.56,-2.81,2.75,0.03
836,Westminster College (PA),D3,-5.58,-2.81,2.77,0.01
837,Emory & Henry College,D3,-5.58,-2.79,2.80,0.01
838,Hillsborough Community College,NJCAA I,-5.59,-2.80,2.79,0.05
839,Rose-Hulman Institute of Technology,D3,-5.59,-2.80,2.79,0.00
840,Daemen College,D2,-5.59,-2.82,2.77,0.01
841,Bentley University,D2,-5.60,-2.82,2.77,0.01
842,Marietta College,D3,-5.61,-2.83,2.78,0.01
843,Franklin College,D3,-5.61,-2.78,2.83,0.00
844,Hastings College,NAIA,-5.61,-2.82,2.79,0.05
845,University of the Southwest,NAIA,-5.62,-2.81,2.80,0.05
846,Springfield College,D3,-5.62,-2.83,2.79,0.03
847,Univ. of Maryland Eastern Shore,D1,-5.62,-2.82,2.80,0.05
848,Warner University (Fla.),NAIA,-5.65,-2.82,2.83,0.04
849,Copiah-Lincoln Community College,NJCAA I,-5.65,-2.82,2.83,0.01
850,Orange Coast Community College,SCCC,-5.66,-2.83,2.84,0.01
851,Lebanon Valley College,D3,-5.67,-2.82,2.85,0.01
852,"Univ. of Puerto Rico, Piedras",D2,-5.68,-2.84,2.84,0.14
853,College of the Southwest,NAIA,-5.69,-2.84,2.85,0.06
854,Hinds Community College,NJCAA I,-5.69,-2.84,2.85,0.01
855,East Stroudsburg University of Pennsylvania,D2,-5.70,-2.87,2.83,0.02
856,Nazareth College,D3,-5.70,-2.88,2.83,0.01
857,Messiah College,D3,-5.71,-2.88,2.83,0.02
858,Missouri Valley College,NAIA,-5.73,-2.85,2.88,0.01
859,Ramapo College,D3,-5.73,-2.85,2.88,0.01
860,Lake Forest College,D3,-5.73,-2.87,2.86,0.01
861,Saddleback College,SCCC,-5.78,-2.88,2.89,0.01
862,"Union College, Kentucky",NAIA,-5.81,-2.90,2.91,0.04
863,Penn State Abington,D3,-5.81,-2.89,2.93,0.00
864,Univ. of Virginia's College at Wise,D2,-5.82,-2.91,2.91,0.00
