BEGIN
 year | div | div | won  | lost | tied | count 
 2011 |  10 |  14 |    3 |    0 |    0 |     3
 2011 |  12 |  12 |   11 |   11 |    0 |    22
 2011 | 991 | 993 |    0 |    1 |    0 |     1
 2011 | 993 | 993 |   33 |   33 |    0 |    66
 2012 |   1 |   1 | 2587 | 2587 |    6 |  5236
 2012 |   1 |   2 |  143 |   54 |    0 |   207
 2012 |   1 |   3 |   53 |    7 |    0 |    62
 2012 |   1 |   7 |   29 |   26 |    0 |    58
 2012 |   1 |   9 |   23 |    6 |    0 |    30
 2012 |   1 |  13 |    1 |    0 |    0 |     1
 2012 |   2 |   2 | 1112 | 1112 |    2 |  2270
 2012 |   2 |   3 |  145 |   81 |    0 |   240
 2012 |   2 |   7 |  115 |   79 |    0 |   203
 2012 |   2 |   9 |   30 |   30 |    0 |    63
 2012 |   2 |  13 |    0 |    1 |    0 |     2
 2012 |   2 | 991 |    2 |    0 |    0 |     2
 2012 |   2 | 993 |    2 |    0 |    0 |     2
 2012 |   2 | 994 |    0 |    1 |    0 |     1
 2012 |   3 |   3 | 1898 | 1898 |    4 |  3958
 2012 |   3 |   5 |    0 |    0 |    0 |     1
 2012 |   3 |   7 |   78 |   57 |    0 |   140
 2012 |   3 |   9 |    8 |   25 |    0 |    35
 2012 |   3 |  13 |    7 |    1 |    0 |     8
 2012 |   3 | 991 |    0 |    1 |    0 |     1
 2012 |   3 | 993 |    1 |    0 |    0 |     2
 2012 |   3 | 994 |    0 |    1 |    0 |     1
 2012 |   4 |   4 | 2944 | 2944 |   12 |  5982
 2012 |   4 |   5 |  161 |   74 |    1 |   248
 2012 |   4 |   6 |   45 |   12 |    0 |    58
 2012 |   4 |   7 |    1 |    0 |    0 |     1
 2012 |   4 |   8 |   39 |    9 |    0 |    50
 2012 |   4 |  10 |   12 |    2 |    0 |    14
 2012 |   4 |  14 |    1 |    0 |    0 |     1
 2012 |   5 |   5 | 1559 | 1559 |   16 |  3198
 2012 |   5 |   6 |  134 |  116 |    1 |   260
 2012 |   5 |   7 |    0 |    2 |    1 |     3
 2012 |   5 |   8 |  146 |   61 |    0 |   213
 2012 |   5 |  10 |   28 |   21 |    0 |    55
 2012 |   5 |  14 |    2 |    0 |    0 |     2
 2012 |   6 |   6 | 2112 | 2112 |    4 |  4448
 2012 |   6 |   8 |   80 |   37 |    0 |   120
 2012 |   6 |  10 |    8 |   14 |    0 |    23
 2012 |   6 |  12 |    1 |    0 |    0 |     1
 2012 |   7 |   7 |  292 |  292 |    0 |   612
 2012 |   7 |   8 |    7 |    3 |    0 |    10
 2012 |   7 |   9 |    7 |   24 |    0 |    32
 2012 |   7 |  13 |    0 |    1 |    0 |     1
 2012 |   7 | 991 |    1 |    0 |    0 |     1
 2012 |   7 | 994 |    0 |    1 |    0 |     1
 2012 |   8 |   8 |  277 |  277 |    0 |   590
 2012 |   8 |  10 |   11 |   18 |    0 |    32
 2012 |   9 |   9 |  128 |  128 |    0 |   276
 2012 |   9 |  13 |    2 |    6 |    0 |     8
 2012 |   9 | 991 |    3 |    0 |    0 |     3
 2012 |   9 | 993 |    4 |    2 |    0 |     6
 2012 |  10 |  10 |  166 |  166 |    0 |   358
 2012 |  10 |  12 |    0 |    1 |    0 |     1
 2012 |  10 |  14 |    6 |    0 |    0 |     6
 2012 |  12 |  12 |   23 |   23 |    0 |    46
 2012 |  13 |  13 |  153 |  153 |    0 |   308
 2012 |  13 | 994 |    5 |    6 |    0 |    11
 2012 |  14 |  14 |   48 |   48 |    0 |    96
 2012 |  14 | 995 |    5 |    3 |    0 |     8
 2012 | 991 | 993 |    1 |    7 |    0 |     8
 2012 | 993 | 993 |   38 |   38 |    0 |    78
 2012 | 994 | 994 |   26 |   26 |    0 |    52
 2012 | 995 | 995 |    9 |    9 |    0 |    18
 2013 |   1 |   1 | 2699 | 2699 |    0 |  5456
 2013 |   1 |   2 |  135 |   61 |    0 |   199
 2013 |   1 |   3 |   54 |    7 |    0 |    61
 2013 |   1 |   7 |   34 |   26 |    0 |    62
 2013 |   1 |   9 |   19 |    7 |    0 |    26
 2013 |   1 |  13 |    1 |    0 |    0 |     1
 2013 |   2 |   2 | 1164 | 1164 |    0 |  2372
 2013 |   2 |   3 |  126 |   90 |    1 |   221
 2013 |   2 |   7 |  135 |   72 |    0 |   207
 2013 |   2 |   9 |   37 |   16 |    0 |    57
 2013 |   2 |  13 |    3 |    0 |    0 |     5
 2013 |   2 | 993 |    1 |    0 |    0 |     1
 2013 |   3 |   3 | 2125 | 2125 |    6 |  4392
 2013 |   3 |   7 |   66 |  100 |    0 |   169
 2013 |   3 |   9 |   14 |   19 |    0 |    34
 2013 |   3 |  13 |    5 |    5 |    0 |    10
 2013 |   3 | 994 |    0 |    1 |    0 |     1
 2013 |   4 |   4 | 3120 | 3120 |    4 |  6332
 2013 |   4 |   5 |  153 |   55 |    0 |   223
 2013 |   4 |   6 |   40 |    7 |    1 |    50
 2013 |   4 |   7 |    1 |    0 |    0 |     1
 2013 |   4 |   8 |   48 |   10 |    0 |    60
 2013 |   4 |  10 |   18 |    3 |    0 |    21
 2013 |   4 |  12 |    1 |    0 |    0 |     1
 2013 |   4 |  14 |    0 |    0 |    0 |     1
 2013 |   5 |   5 | 1624 | 1624 |    8 |  3326
 2013 |   5 |   6 |  124 |  107 |    0 |   238
 2013 |   5 |   7 |    1 |    1 |    0 |     2
 2013 |   5 |   8 |  128 |   59 |    0 |   194
 2013 |   5 |  10 |   28 |   11 |    0 |    42
 2013 |   5 |  12 |    1 |    0 |    0 |     1
 2013 |   5 |  14 |    1 |    0 |    0 |     1
 2013 |   6 |   6 | 2223 | 2223 |   10 |  4590
 2013 |   6 |   8 |   73 |   63 |    0 |   139
 2013 |   6 |  10 |   13 |    6 |    0 |    19
 2013 |   6 |  14 |    0 |    0 |    0 |     2
 2013 |   6 | 995 |    0 |    1 |    0 |     1
 2013 |   7 |   7 |  357 |  357 |    6 |   738
 2013 |   7 |   8 |    3 |    3 |    0 |     6
 2013 |   7 |   9 |   17 |   21 |    0 |    43
 2013 |   8 |   8 |  364 |  364 |    0 |   744
 2013 |   8 |  10 |   11 |   15 |    0 |    32
 2013 |   8 |  12 |    1 |    0 |    0 |     1
 2013 |   9 |   9 |  123 |  123 |    0 |   266
 2013 |   9 |  13 |    4 |    2 |    0 |     6
 2013 |   9 | 991 |    1 |    0 |    0 |     3
 2013 |   9 | 993 |    3 |    1 |    0 |     4
 2013 |  10 |  10 |  147 |  147 |    0 |   300
 2013 |  10 |  12 |    1 |    1 |    0 |     2
 2013 |  10 |  14 |    4 |    0 |    0 |     4
 2013 |  12 |  12 |   41 |   41 |    0 |    82
 2013 |  13 |  13 |  149 |  149 |    0 |   316
 2013 |  13 | 994 |    4 |   14 |    0 |    18
 2013 |  14 |  14 |  117 |  117 |    0 |   254
 2013 |  14 | 995 |    6 |    2 |    0 |     8
 2013 | 991 | 993 |    3 |    2 |    0 |     5
 2013 | 993 | 993 |   36 |   36 |    0 |    72
 2013 | 994 | 994 |   89 |   89 |    0 |   178
 2013 | 995 | 995 |   81 |   81 |    0 |   166
 2014 |   1 |   1 | 2730 | 2730 |    4 |  5524
 2014 |   1 |   2 |  104 |   39 |    0 |   150
 2014 |   1 |   3 |   47 |   12 |    0 |    61
 2014 |   1 |   7 |   51 |   12 |    0 |    64
 2014 |   1 |   9 |   16 |    5 |    0 |    21
 2014 |   1 |  13 |    1 |    0 |    0 |     1
 2014 |   2 |   2 | 1192 | 1192 |    2 |  2458
 2014 |   2 |   3 |  131 |   83 |    0 |   224
 2014 |   2 |   7 |  128 |   79 |    0 |   213
 2014 |   2 |   9 |   35 |   16 |    0 |    52
 2014 |   2 | 993 |    0 |    0 |    0 |     1
 2014 |   3 |   3 | 1991 | 1991 |    6 |  4066
 2014 |   3 |   7 |   88 |   95 |    0 |   188
 2014 |   3 |   9 |   11 |   13 |    0 |    27
 2014 |   3 |  13 |    5 |    0 |    0 |     6
 2014 |   3 | 991 |    2 |    0 |    0 |     2
 2014 |   3 | 993 |    0 |    0 |    0 |     1
 2014 |   3 | 994 |    2 |    1 |    0 |     3
 2014 |   4 |   4 | 3140 | 3140 |    8 |  6390
 2014 |   4 |   5 |  115 |   38 |    2 |   163
 2014 |   4 |   6 |   35 |    5 |    0 |    42
 2014 |   4 |   8 |   51 |   12 |    0 |    65
 2014 |   4 |  10 |   11 |    2 |    0 |    14
 2014 |   5 |   5 | 1642 | 1642 |    4 |  3370
 2014 |   5 |   6 |  159 |   87 |    0 |   256
 2014 |   5 |   8 |  140 |   54 |    0 |   201
 2014 |   5 |  10 |   28 |   15 |    0 |    44
 2014 |   5 |  12 |    0 |    0 |    0 |     1
 2014 |   6 |   6 | 2216 | 2216 |    8 |  4526
 2014 |   6 |   8 |   86 |   67 |    0 |   158
 2014 |   6 |  10 |   10 |   14 |    0 |    25
 2014 |   6 | 995 |    0 |    0 |    0 |     1
 2014 |   7 |   7 |  360 |  360 |    2 |   766
 2014 |   7 |   9 |   18 |   23 |    0 |    46
 2014 |   7 |  13 |    2 |    0 |    0 |     2
 2014 |   8 |   8 |  333 |  333 |    4 |   702
 2014 |   8 |  10 |   21 |   14 |    0 |    38
 2014 |   8 |  14 |    0 |    1 |    0 |     2
 2014 |   9 |   9 |  161 |  161 |    0 |   334
 2014 |   9 |  13 |    2 |    1 |    0 |     4
 2014 |   9 | 993 |    4 |    0 |    0 |     4
 2014 |  10 |  10 |  207 |  207 |    2 |   432
 2014 |  10 |  12 |    2 |    0 |    0 |     2
 2014 |  10 |  14 |    4 |    1 |    0 |     5
 2014 |  12 |  12 |   48 |   48 |    0 |    96
 2014 |  13 |  13 |  163 |  163 |    0 |   338
 2014 |  13 | 994 |    7 |    8 |    0 |    15
 2014 |  14 |  14 |  115 |  115 |    4 |   268
 2014 |  14 | 995 |    7 |    6 |    0 |    15
 2014 | 991 | 993 |    2 |    0 |    0 |     2
 2014 | 993 | 993 |   51 |   51 |    0 |   102
 2014 | 994 | 994 |   75 |   75 |    0 |   162
 2014 | 995 | 995 |   91 |   91 |    0 |   196
 2015 |   1 |   1 | 1989 | 1989 |    6 |  4578
 2015 |   1 |   2 |   95 |   28 |    0 |   134
 2015 |   1 |   3 |   33 |    9 |    0 |    45
 2015 |   1 |   5 |    0 |    0 |    0 |     1
 2015 |   1 |   7 |   30 |    7 |    0 |    39
 2015 |   1 |   9 |   15 |    6 |    0 |    25
 2015 |   1 | 994 |    1 |    0 |    0 |     1
 2015 |   2 |   2 |  683 |  683 |    0 |  1992
 2015 |   2 |   3 |   66 |   33 |    0 |   125
 2015 |   2 |   7 |   82 |   34 |    0 |   134
 2015 |   2 |   9 |   30 |   14 |    0 |    54
 2015 |   2 |  13 |    2 |    0 |    0 |     3
 2015 |   3 |   3 |  889 |  889 |    0 |  2572
 2015 |   3 |   7 |   39 |   68 |    0 |   127
 2015 |   3 |   9 |    7 |   11 |    0 |    34
 2015 |   3 |  13 |   10 |    2 |    0 |    12
 2015 |   3 | 991 |    1 |    0 |    0 |     1
 2015 |   3 | 994 |    0 |    0 |    0 |     1
 2015 |   4 |   4 | 2201 | 2201 |    4 |  5236
 2015 |   4 |   5 |  112 |   31 |    0 |   168
 2015 |   4 |   6 |   37 |    9 |    0 |    53
 2015 |   4 |   8 |   38 |    6 |    0 |    51
 2015 |   4 |  10 |    7 |    4 |    0 |    17
 2015 |   4 | 995 |    1 |    0 |    0 |     1
 2015 |   5 |   5 |  803 |  803 |    0 |  2272
 2015 |   5 |   6 |   74 |   48 |    0 |   147
 2015 |   5 |   8 |   88 |   19 |    0 |   134
 2015 |   5 |  10 |   26 |    9 |    0 |    46
 2015 |   5 | 992 |    2 |    0 |    0 |     2
 2015 |   6 |   6 |  659 |  659 |    0 |  2003
 2015 |   6 |   8 |   42 |   36 |    0 |    96
 2015 |   6 |  10 |    4 |    6 |    0 |    25
 2015 |   6 | 995 |    0 |    4 |    0 |     4
 2015 |   7 |   7 |  191 |  191 |    0 |   440
 2015 |   7 |   9 |    6 |   25 |    0 |    36
 2015 |   7 |  13 |    0 |    1 |    0 |     1
 2015 |   8 |   8 |  177 |  177 |    2 |   424
 2015 |   8 |  10 |   12 |   15 |    0 |    32
 2015 |   8 |  14 |    0 |    1 |    0 |     1
 2015 |   9 |   9 |   80 |   80 |    2 |   238
 2015 |   9 |  13 |    6 |    1 |    0 |     9
 2015 |   9 | 991 |    0 |    0 |    0 |     1
 2015 |   9 | 993 |    1 |    0 |    0 |     2
 2015 |  10 |  10 |  121 |  121 |    0 |   346
 2015 |  10 |  12 |    0 |    0 |    0 |     1
 2015 |  10 |  14 |    3 |    2 |    0 |     6
 2015 |  13 |  13 |  163 |  163 |    0 |   356
 2015 |  13 | 994 |    8 |    6 |    0 |    14
 2015 |  14 |  14 |  129 |  129 |    2 |   296
 2015 |  14 | 995 |    9 |    8 |    0 |    19
 2015 | 993 | 993 |   10 |   10 |    0 |    22
 2015 | 994 | 994 |   69 |   69 |    0 |   142
 2015 | 995 | 995 |   98 |   98 |    0 |   200
(372 rows)

COMMIT
