BEGIN
CREATE TABLE
INSERT 0 947
 rk  |                       school                       | league |  str   |  ofs   |  dfs  |  sos   
 150 | James Madison University                           | D1     |   0.37 |   0.17 | -0.20 |   0.31
 151 | Furman University                                  | D1     |   0.34 |   0.17 | -0.17 |   1.88
 152 | Elon University                                    | D1     |   0.33 |   0.17 | -0.16 |   0.23
 153 | Western Michigan University                        | D1     |   0.32 |   0.17 | -0.16 |   0.39
 154 | Utah State University                              | D1     |   0.27 |   0.12 | -0.15 |   0.51
 155 | Northwestern State University                      | D1     |   0.25 |   0.12 | -0.12 |   0.56
 156 | UTEP                                               | D1     |   0.24 |   0.13 | -0.11 |   0.31
 157 | New Mexico State University                        | D1     |   0.23 |   0.11 | -0.12 |   0.55
 158 | University of San Diego                            | D1     |   0.22 |   0.12 | -0.10 |  12.86
 159 | UNLV                                               | D1     |   0.21 |   0.12 | -0.09 |   3.68
 160 | East Carolina University                           | D1     |   0.16 |   0.08 | -0.09 |   1.59
 161 | Columbus State University                          | D2     |   0.15 |   0.09 | -0.06 |   0.04
 162 | Grand Canyon University                            | D1     |   0.14 |   0.05 | -0.09 |   0.33
 163 | Saint Leo University                               | D2     |   0.14 |   0.07 | -0.07 |   0.08
 164 | Charlotte                                          | D1     |   0.11 |   0.06 | -0.05 |   0.47
 165 | Claremont-Mudd-Scripps                             | D3     |   0.05 |   0.05 |  0.00 |   0.00
 166 | Emory University                                   | D3     |   0.05 |  -0.01 | -0.06 |   0.04
 167 | Temple University                                  | D1     |   0.04 |   0.01 | -0.02 |   0.06
 168 | U.S. Air Force Academy                             | D1     |   0.01 |   0.03 |  0.02 |   0.44
 169 | University of Cincinnati                           | D1     |   0.00 |   0.00 |  0.00 |   1.21
 170 | Northern Arizona University                        | D1     |   0.00 |  -0.01 | -0.01 |   1.12
 171 | Lynn University                                    | D2     |  -0.08 |  -0.01 |  0.07 |   0.07
 172 | Loyola Marymount University                        | D1     |  -0.09 |  -0.04 |  0.05 |   9.55
 173 | Texas State University                             | D1     |  -0.09 |  -0.06 |  0.03 |   1.46
 174 | Auburn University Montgomery                       | NAIA   |  -0.13 |  -0.07 |  0.06 |   0.00
 175 | Eastern Kentucky University                        | D1     |  -0.17 |  -0.07 |  0.10 |   0.14
 176 | McNeese State University                           | D1     |  -0.20 |  -0.09 |  0.11 |   1.27
 177 | Saint Louis University                             | D1     |  -0.22 |  -0.11 |  0.11 |   0.05
 178 | Western Kentucky University                        | D1     |  -0.22 |  -0.11 |  0.11 |   1.13
 179 | Hawaii Pacific University                          | D2     |  -0.23 |  -0.18 |  0.05 |   0.05
 180 | St. Mary's University (Texas)                      | D2     |  -0.23 |  -0.13 |  0.10 |   0.01
 181 | UNC Wilmington                                     | D1     |  -0.28 |  -0.14 |  0.14 |   0.55
 182 | Cal State Fullerton                                | D1     |  -0.29 |  -0.13 |  0.16 |   1.25
 183 | Ball State University                              | D1     |  -0.29 |  -0.13 |  0.16 |   0.43
 184 | Georgetown University                              | D1     |  -0.40 |  -0.20 |  0.20 |   0.41
 185 | Cal Poly                                           | D1     |  -0.42 |  -0.20 |  0.22 |   1.94
 186 | Abilene Christian University                       | D1     |  -0.42 |  -0.19 |  0.23 |   1.06
 187 | Bethune-Cookman University                         | D1     |  -0.44 |  -0.23 |  0.21 |   0.04
 188 | Eastern Michigan University                        | D1     |  -0.46 |  -0.22 |  0.24 |   1.09
 189 | Davidson College                                   | D1     |  -0.47 |  -0.23 |  0.24 |   0.23
 190 | Montana                                            | D1     |  -0.52 |  -0.25 |  0.27 |   0.24
 191 | University of Toledo                               | D1     |  -0.54 |  -0.28 |  0.26 |   0.52
 192 | Akron                                              | D1     |  -0.58 |  -0.28 |  0.31 |   0.25
 193 | University of Southern Mississippi                 | D1     |  -0.65 |  -0.30 |  0.34 |   0.50
 194 | Midwestern State University                        | D2     |  -0.67 |  -0.34 |  0.33 |   0.07
 195 | University of Richmond                             | D1     |  -0.68 |  -0.33 |  0.35 |   0.49
 196 | Southern Illinois, Carbondale                      | D1     |  -0.68 |  -0.33 |  0.35 |   0.49
 197 | Rutgers University                                 | D1     |  -0.70 |  -0.36 |  0.34 |   4.05
 198 | UNC Greensboro                                     | D1     |  -0.71 |  -0.33 |  0.39 |   0.41
 199 | Florida Atlantic University                        | D1     |  -0.73 |  -0.38 |  0.36 |   0.31
 200 | Nova Southeastern University                       | D2     |  -0.75 |  -0.36 |  0.39 |   0.04
 201 | University at Buffalo                              | D1     |  -0.78 |  -0.40 |  0.38 |   0.41
 202 | University of Louisiana                            | D1     |  -0.82 |  -0.41 |  0.41 |   1.18
 203 | Univ. of Central Arkansas                          | D1     |  -0.85 |  -0.43 |  0.42 |   0.12
 204 | Drexel University                                  | D1     |  -0.88 |  -0.44 |  0.44 |   0.04
 205 | Lipscomb University                                | D1     |  -0.89 |  -0.43 |  0.46 |   0.18
 206 | New York Institute of Technology                   | D2     |  -0.90 |  -0.45 |  0.45 |   0.02
 207 | Southeastern Louisiana University                  | D1     |  -0.96 |  -0.46 |  0.50 |   0.11
 208 | University of New Orleans                          | D1     |  -0.99 |  -0.49 |  0.50 |   0.42
 209 | Bowdoin College                                    | D3     |  -1.01 |  -0.55 |  0.46 |   0.03
 210 | Georgia Southern University                        | D1     |  -1.08 |  -0.55 |  0.53 |   0.34
 211 | Univ. of Incarnate Word                            | D1     |  -1.15 |  -0.55 |  0.60 |   1.56
 212 | Northern Illinois University                       | D1     |  -1.31 |  -0.64 |  0.66 |   0.13
 213 | Towson University                                  | D1     |  -1.32 |  -0.66 |  0.65 |   0.05
 214 | Academy of Art University (San Francisco, CA)      | D2     |  -1.36 |  -0.67 |  0.68 |   0.02
 215 | Amherst College                                    | D3     |  -1.36 |  -0.68 |  0.68 |   0.02
 216 | Seton Hall University                              | D1     |  -1.39 |  -0.70 |  0.69 |   0.15
 217 | Northeastern State                                 | D2     |  -1.39 |  -0.70 |  0.69 |   0.01
 218 | Univ. of Northern Iowa                             | D1     |  -1.41 |  -0.69 |  0.71 |   0.30
 219 | Appalachian State University                       | D1     |  -1.41 |  -0.72 |  0.70 |   0.21
 220 | Youngstown State University                        | D1     |  -1.41 |  -0.70 |  0.71 |   0.11
 221 | Campbell University                                | D1     |  -1.43 |  -0.71 |  0.72 |   0.19
 222 | Fordham University                                 | D1     |  -1.43 |  -0.75 |  0.68 |   0.49
 223 | Lamar University                                   | D1     |  -1.45 |  -0.70 |  0.75 |   0.38
 224 | IPFW                                               | D1     |  -1.45 |  -0.70 |  0.76 |   0.04
 225 | University of Detroit Mercy                        | D1     |  -1.46 |  -0.76 |  0.70 |   0.13
 226 | Southern Illinois, Edwardsville                    | D1     |  -1.47 |  -0.73 |  0.74 |   0.06
 227 | Middlebury College                                 | D3     |  -1.54 |  -0.75 |  0.79 |   0.02
 228 | Univ. of Maryland, Baltimore County                | D1     |  -1.57 |  -0.77 |  0.80 |   0.48
 229 | Univ. of Illinois at Chicago                       | D1     |  -1.66 |  -0.82 |  0.84 |   0.24
 230 | U.S. Naval Academy                                 | D1     |  -1.69 |  -0.83 |  0.86 |   0.06
 231 | Eastern Illinois University                        | D1     |  -1.70 |  -0.84 |  0.86 |   0.07
 232 | Duquesne University                                | D1     |  -1.72 |  -0.88 |  0.85 |   0.20
 233 | Northwood University (Mich.)                       | D2     |  -1.74 |  -0.87 |  0.87 |   0.00
 234 | Cleveland State University                         | D1     |  -1.74 |  -0.85 |  0.88 |   0.17
 235 | Georgia Gwinnett College                           | NAIA   |  -1.77 |  -0.87 |  0.90 |   0.02
 236 | Univ. of Dayton                                    | D1     |  -1.79 |  -0.89 |  0.90 |   0.18
 237 | University at Albany                               | D1     |  -1.83 |  -0.90 |  0.93 |   0.22
 238 | Georgia College                                    | D2     |  -1.84 |  -0.96 |  0.89 |   0.03
 239 | Univ. of Evansville                                | D1     |  -1.87 |  -0.95 |  0.92 |   0.20
 240 | George Washington University                       | D1     |  -1.88 |  -0.93 |  0.95 |   1.39
 241 | University of Texas-Pan American                   | D1     |  -1.93 |  -1.01 |  0.93 |   0.31
 242 | Pomona-Pitzer Colleges                             | D3     |  -1.99 |  -0.97 |  1.03 |   0.01
 243 | Radford University                                 | D1     |  -2.01 |  -1.02 |  0.99 |   0.47
 244 | Weber State                                        | D1     |  -2.03 |  -1.00 |  1.03 |   0.10
 245 | St. Bonaventure University                         | D1     |  -2.04 |  -1.00 |  1.04 |   0.07
 246 | Morehead State University                          | D1     |  -2.04 |  -1.02 |  1.02 |   0.45
 247 | Colorado State University                          | D1     |  -2.05 |  -1.03 |  1.03 |   0.70
 248 | Queens College (New York)                          | D2     |  -2.10 |  -1.02 |  1.08 |   0.00
 249 | Lindsey Wilson (Ky.)                               | NAIA   |  -2.11 |  -1.03 |  1.07 |   0.00
 250 | Univ. of Northern Colorado                         | D1     |  -2.17 |  -1.09 |  1.08 |   0.29
 251 | Creighton University                               | D1     |  -2.18 |  -1.11 |  1.07 |   0.04
 252 | Drury University                                   | D2     |  -2.19 |  -1.08 |  1.11 |   0.00
 253 | Arkansas State University                          | D1     |  -2.20 |  -1.10 |  1.09 |   0.52
 254 | Portland State University                          | D1     |  -2.29 |  -1.13 |  1.16 |   0.13
 255 | Wright State University                            | D1     |  -2.30 |  -1.12 |  1.18 |   0.02
 256 | Bryant University                                  | D1     |  -2.31 |  -1.20 |  1.11 |   0.08
 257 | University of Tennessee at Martin                  | D1     |  -2.32 |  -1.16 |  1.16 |   0.12
 258 | Quinnipiac University                              | D1     |  -2.32 |  -1.20 |  1.13 |   0.02
 259 | South Dakota State                                 | D1     |  -2.35 |  -1.19 |  1.16 |   0.02
 260 | Long Island University (Brooklyn)                  | D1     |  -2.42 |  -1.26 |  1.17 |   0.04
 261 | Bradley University                                 | D1     |  -2.45 |  -1.22 |  1.24 |   0.10
 262 | Binghamton University                              | D1     |  -2.46 |  -1.22 |  1.23 |   0.10
 263 | Grand Valley State University                      | D2     |  -2.51 |  -1.33 |  1.18 |   0.01
 264 | Saint Joseph's University                          | D1     |  -2.52 |  -1.25 |  1.27 |   0.08
 265 | Johns Hopkins University                           | D3     |  -2.52 |  -1.31 |  1.21 |   0.00
 266 | Washington University in St. Louis                 | D3     |  -2.62 |  -1.35 |  1.27 |   0.01
 267 | Lehigh University                                  | D1     |  -2.65 |  -1.34 |  1.31 |   0.03
 268 | Sam Houston State University                       | D1     |  -2.69 |  -1.34 |  1.35 |   0.55
 269 | UC San Diego                                       | D2     |  -2.71 |  -1.33 |  1.37 |   0.08
 270 | North Carolina Central University                  | D1     |  -2.73 |  -1.37 |  1.35 |   0.12
 271 | Upper Iowa University                              | D2     |  -2.80 |  -1.46 |  1.34 |   0.00
 272 | Univ. of Indianapolis                              | D2     |  -2.81 |  -1.39 |  1.41 |   0.01
 273 | Azusa Pacific University                           | D2     |  -2.81 |  -1.41 |  1.40 |   0.02
 274 | McKendree University (Ill.)                        | D2     |  -2.82 |  -1.38 |  1.44 |   0.00
 275 | Wofford                                            | D1     |  -2.82 |  -1.40 |  1.41 |   0.11
 276 | Southern University, Baton Rouge                   | D1     |  -2.84 |  -1.45 |  1.39 |   0.02
 277 | MIT                                                | D3     |  -2.85 |  -1.42 |  1.42 |   0.02
 278 | Eastern Washington University                      | D1     |  -2.87 |  -1.41 |  1.45 |   0.73
 279 | Presbyterian College                               | D1     |  -2.88 |  -1.44 |  1.45 |   0.04
 280 | Tusculum College                                   | D2     |  -2.93 |  -1.49 |  1.45 |   0.00
 281 | Gardner-Webb University                            | D1     |  -2.94 |  -1.45 |  1.50 |   0.31
 282 | Providence College                                 | D1     |  -2.95 |  -1.52 |  1.42 |   0.55
 283 | University of Delaware                             | D1     |  -2.95 |  -1.45 |  1.50 |   0.22
 284 | Flagler (Fla.)                                     | D2     |  -2.98 |  -1.48 |  1.50 |   0.07
 285 | Indiana University of Pennsylvania                 | D2     |  -2.99 |  -1.51 |  1.48 |   0.00
 286 | Montana State University-Bozeman                   | D1     |  -3.02 |  -1.53 |  1.49 |   0.63
 287 | Butler University                                  | D1     |  -3.02 |  -1.52 |  1.50 |   0.40
 288 | U.S. Military Academy                              | D1     |  -3.03 |  -1.49 |  1.55 |   0.62
 289 | Seattle University                                 | D1     |  -3.04 |  -1.58 |  1.46 |   0.33
 290 | UMKC                                               | D1     |  -3.07 |  -1.55 |  1.52 |   0.10
 291 | Concordia College (New York)                       | D2     |  -3.10 |  -1.58 |  1.53 |   0.05
 292 | Kennesaw State University                          | D1     |  -3.13 |  -1.55 |  1.59 |   0.90
 293 | Carnegie Mellon University                         | D3     |  -3.13 |  -1.60 |  1.53 |   0.02
 294 | University of South Dakota                         | D1     |  -3.15 |  -1.59 |  1.56 |   0.03
 295 | Cal State L.A.                                     | D2     |  -3.15 |  -1.57 |  1.58 |   0.05
 296 | Univ. of Chicago                                   | D3     |  -3.17 |  -1.64 |  1.53 |   0.02
 297 | St. Edward's University                            | D2     |  -3.20 |  -1.62 |  1.58 |   0.04
 298 | Wayne State (MI)                                   | D2     |  -3.23 |  -1.61 |  1.62 |   0.00
 299 | Goldey-Beacom College                              | D2     |  -3.23 |  -1.62 |  1.62 |   0.00
 300 | Missouri State University                          | D1     |  -3.25 |  -1.61 |  1.63 |   0.43
 301 | Dallas Baptist (Texas)                             | D2     |  -3.28 |  -1.63 |  1.65 |   0.01
 302 | Villanova University                               | D1     |  -3.28 |  -1.64 |  1.64 |   0.17
 303 | Longwood University                                | D1     |  -3.31 |  -1.66 |  1.65 |   0.08
 304 | Wingate University                                 | D2     |  -3.36 |  -1.67 |  1.69 |   0.00
 305 | UNC Asheville                                      | D1     |  -3.36 |  -1.65 |  1.71 |   0.04
 306 | George Mason University                            | D1     |  -3.38 |  -1.73 |  1.65 |   0.01
 307 | Rollins College                                    | D2     |  -3.38 |  -1.67 |  1.71 |   0.06
 308 | Wesleyan University                                | D3     |  -3.41 |  -1.71 |  1.70 |   0.01
 309 | Shorter University                                 | D2     |  -3.41 |  -1.70 |  1.72 |   0.01
 310 | Queens University of Charlotte                     | D2     |  -3.44 |  -1.73 |  1.71 |   0.00
 311 | Univ. of Wisconsin, Milwaukee                      | D1     |  -3.45 |  -1.70 |  1.76 |   0.49
 312 | Fairleigh Dickinson University                     | D1     |  -3.48 |  -1.73 |  1.75 |   0.09
 313 | Univ. of North Dakota                              | D1     |  -3.49 |  -1.76 |  1.73 |   0.34
 314 | Florida Tech                                       | D2     |  -3.50 |  -1.78 |  1.72 |   0.01
 315 | Belmont University                                 | D1     |  -3.55 |  -1.75 |  1.80 |   0.13
 316 | Oakland University                                 | D1     |  -3.56 |  -1.81 |  1.76 |   0.21
 317 | Idaho State University                             | D1     |  -3.59 |  -1.77 |  1.82 |   0.73
 318 | Point Loma Nazarene University (Calif.)            | D2     |  -3.59 |  -1.78 |  1.81 |   0.13
 319 | University of South Carolina, Upstate              | D1     |  -3.59 |  -1.78 |  1.81 |   0.34
 320 | St. Francis Univ. (Pennsylvania)                   | D1     |  -3.60 |  -1.79 |  1.81 |   0.04
 321 | Morgan State University                            | D1     |  -3.60 |  -1.79 |  1.81 |   1.54
 322 | Erskine College                                    | D2     |  -3.60 |  -1.86 |  1.75 |   0.00
 323 | Univ. of the South                                 | D3     |  -3.64 |  -1.87 |  1.77 |   0.00
 324 | Embry-Riddle (Fla.)                                | NAIA   |  -3.64 |  -1.79 |  1.85 |   0.00
 325 | Illinois State University                          | D1     |  -3.66 |  -1.81 |  1.85 |   1.06
