rk,player,team,str
1225,Stephen Payne,Western Michigan University,1.04
1226,Elliott Yee,Indiana University-Bloomington,1.03
1227,Quinn Dippel,Creighton University,1.03
1228,Brandon Fickey,University of Tennessee,1.03
1229,Mateo DeSomocurcio,Mount St. Mary's University,1.03
1230,Giacomo Adoncecchi,University of New Orleans,1.03
1231,William East,North Carolina Central University,1.02
1232,Daniel Santos,University of Tulsa,1.02
1233,Leonard Gerch,Oklahoma State University,1.02
1234,Austin Kaplan,University of Pennsylvania,1.01
1235,Kyle Chalmers,Saint Joseph's University,1.00
1236,Sergio Arevalillo,University at Buffalo,1.00
1237,Thomas Pecor,U.S. Naval Academy,0.99
1238,Daniil Ivanov,St. Peter's University,0.99
1239,Carl Hedstrom,Univ. of Illinois at Chicago,0.99
1240,Philip Kuehnen,Grand Canyon University,0.99
1241,Arthur Bedel,Texas A&M-Corpus Christi,0.99
1242,Doug Zade,Michigan State University,0.98
1243,Tyler Hoffman,Stony Brook University,0.98
1244,Jonathan O'Neal,Campbell University,0.98
1245,Sergiu Muresan,Chicago State University,0.96
1246,Mikko Rajamaki,Lamar University,0.96
1247,Kyle Dunn,Valparaiso University,0.96
1248,Pedro Leme,Coastal Carolina University,0.95
1249,Ashwin Sharma,University of the Pacific (California),0.95
1250,Matt Bishop,Xavier University,0.95
1251,Peter Minagh-Fleming,Montana,0.95
1252,Adam Reinhart,IUPUI,0.94
1253,Steven Patrick,Winthrop University,0.94
1254,Lucas Bombonatti,Boston University,0.94
1255,Daniel Strawn,Clemson University,0.93
1256,Ofir Solomon,Fairfield University,0.93
1257,Tommy Marx,Butler University,0.93
1258,Steven McMullan,Lamar University,0.92
1259,Stefan Williams,University of Texas at Arlington,0.92
1260,Stefan Cooper,Weber State,0.92
1261,Pally Ray,University of Louisville,0.91
1262,Ross Nigro,East Carolina University,0.91
1263,Niranjan Ram,Sacramento State,0.90
1264,Ryan Khan,Wagner College,0.90
1265,Xabier Saveedra,Drexel University,0.90
1266,Jorge Alfonzo,Tennessee Tech University,0.90
1267,Maxi Branth,James Madison University,0.90
1268,Andrew Cahn,Western Michigan University,0.90
1269,Gabriel Ruiz,Morehead State University,0.90
1270,Kevin Bondar,University of Miami (Florida),0.89
1271,Chris Reynolds,George Washington University,0.89
1272,Sabastian Penalosa,Morehead State University,0.89
1273,Nicholas Osterling,Wake Forest University,0.89
1274,James Aronson,University of Richmond,0.89
1275,Trey Morris,Appalachian State University,0.88
1276,Mario Sandoval,Boston University,0.88
1277,Branch Terrell,University of Arkansas,0.87
1278,Ernesto Santillan,Alcorn State University,0.87
1279,Daniel Yun,Georgia Tech,0.87
1280,Jan Dernic,Marist College,0.86
1281,Alec Dylan Foo-Kune,St. Francis Univ. (Pennsylvania),0.86
1282,Daniel Khanin,Georgetown University,0.86
1283,Pedro Wagner,Jacksonville State University,0.85
1284,Alex Koca,Creighton University,0.85
1285,Amaury Navette,UMKC,0.85
1286,Mackenzie Stearns,Marquette,0.85
1287,Samuel Bloore,Saint Mary's College of California,0.85
1288,Gleb Skylr,Marquette,0.84
1289,Jacob Lagman,Saint Mary's College of California,0.84
1290,Edgar Diaz,South Carolina State,0.84
1291,Cooper Bridge,UC Riverside,0.84
1292,Michael Elortegui,Niagara University,0.84
1293,Eric Perez,LSU,0.83
1294,Pablo Mora,Western Michigan University,0.83
1295,Will Kneale,University of Arizona,0.83
1296,Will Turner,Boston College,0.83
1297,Eden Peleg,Northern Arizona University,0.83
1298,Cyprian Owczarz,Troy University,0.82
1299,Tendai Tapfuma,East Carolina University,0.82
1300,Daniel Hernandez,Lipscomb University,0.82
1301,Arnaud Holl,NJIT,0.81
1302,Karl Wangensten-Oye,IPFW,0.81
1303,Jody Maginley,Northern Kentucky University,0.80
1304,Michael Carella,UC Riverside,0.80
1305,Joaquin Marquez,Sacramento State,0.80
1306,Pulok Bhattacharya,Butler University,0.80
1307,John Giakoumakis,"University of South Carolina, Upstate",0.80
1308,Louie Theodor,Univ. of Illinois at Chicago,0.79
1309,Mathieu Ounanian,Grand Canyon University,0.79
1310,Alvaro Cintas,Tennessee Tech University,0.79
1311,Benjamin Gilman,Lehigh University,0.79
1312,Eric Ambrosio,Quinnipiac University,0.79
1313,Semion Branzberg,Montana,0.79
1314,Justin Chanthalangsy,Marist College,0.78
1315,Colin Nardella,Lehigh University,0.78
1316,Kasey Countee,East Carolina University,0.78
1317,Tucker Brown,Univ. of Incarnate Word,0.78
1318,Brandon Woods,Butler University,0.78
1319,Adam Gage-Brown,UNLV,0.77
1320,Ben Gendron,Univ. of Northern Colorado,0.76
1321,Sergio Chip,Gonzaga University,0.76
1322,Austin McCasin,U.S. Military Academy,0.76
1323,Luke Lorenz,Bryant University,0.75
1324,Max Sinn,Nicholls State University,0.75
1325,Joshua Swindler,UNC Asheville,0.75
1326,Juan Canales,Brigham Young University,0.75
1327,Josh Maylon,Univ. of Dayton,0.75
1328,Fredric Lehfeldt,East Carolina University,0.75
1329,Jackson Varney,University of Idaho,0.74
1330,Walner Espinoza,Florida A&M University,0.74
1331,Shakeel Manji,University of Memphis,0.74
1332,Jose Zamorano,University of Arizona,0.74
1333,Hou-en Chen,Weber State,0.74
1334,Lukas Clemens,Nicholls State University,0.74
1335,Gonzalo Arroyo-Baudet,Stetson University,0.73
1336,Federico Buscarino,Jackson State University,0.73
1337,Florian Graskamp,Eastern Kentucky University,0.73
1338,Trevor James,University of Arizona,0.73
1339,Chester Espie,Stetson University,0.72
1340,Sergio de Vilchez,Wichita State University,0.72
1341,Jake Norman,Creighton University,0.72
1342,Oliver Welsh,Bryant University,0.72
1343,Max Olson,U.S. Air Force Academy,0.72
1344,William Albright,UNC Greensboro,0.72
1345,Dan Wright,Bucknell University,0.71
1346,Akhil Mehta,University at Buffalo,0.71
1347,Derrick Brown,Chattanooga,0.71
1348,Toni Battle,Virginia Commonwealth University,0.70
1349,Harry James,Montana State University-Bozeman,0.70
1350,Jorge Wilton,Kennesaw State University,0.70
1351,Drew Wendel,Kennesaw State University,0.70
1352,Mate Virag,Northern Kentucky University,0.70
1353,Carlos Carrera,St. Peter's University,0.70
1354,Petar Tomic,Auburn University,0.69
1355,August Nysted,Creighton University,0.69
1356,Luke Synn,Furman University,0.69
1357,Ari Richman,Hofstra University,0.69
1358,Omar Espinosa,University of Toledo,0.68
1359,Diego Castano,Liberty University,0.68
1360,Dylan Trent,University of Richmond,0.68
1361,Jerome Kirkland,North Carolina A&T State University,0.68
1362,Jack Williams,Charlotte,0.68
1363,Tristan Boustany,Saint Joseph's University,0.67
1364,Tim Corwin,DePaul University,0.67
1365,Alex Pozo,"Southern Illinois, Carbondale",0.67
1366,Georg Lundkvist,Northern Illinois University,0.67
1367,Mitchell Petersen,Lehigh University,0.67
1368,Alex Doleac,University of Southern Mississippi,0.66
1369,Patrick Downs,Ball State University,0.66
1370,Connor Finerty,Univ. of Northern Colorado,0.66
1371,Stjepan Cagalj,University of Louisville,0.66
1372,Pablo Colvee,University of Texas at Arlington,0.66
1373,Joe Hill,George Mason University,0.66
1374,Daniel Cardenas,IPFW,0.65
1375,Dimitris Stavropoulos,University of Louisiana,0.65
1376,David Beasley,IUPUI,0.65
1377,Andres Urrea,Saint Joseph's University,0.65
1378,Caleb Troy,University of Richmond,0.65
1379,Frenk Kote,Binghamton University,0.65
1380,Willem van Biezen,Quinnipiac University,0.65
1381,Lovro Curcija,South Dakota State,0.65
1382,Luke Adamus,Monmouth University,0.64
1383,Jordan Hart,Davidson College,0.64
1384,Mirko Radosevic,Cleveland State University,0.63
1385,Nicholai Westergaard,University of Pennsylvania,0.63
1386,Hugo Morth,Youngstown State University,0.63
1387,Andrea Boglic,South Dakota State,0.63
1388,Alex Woldmoe,Butler University,0.63
1389,Adam Levie,UC Davis,0.63
1390,Bjorn Scheepbouwer,Idaho State University,0.63
1391,Khalil Naji,Wright State University,0.62
1392,Eduardo Irizarry,St. Bonaventure University,0.62
1393,Aidan McNulty,Boston College,0.62
1394,Muddappa Appanervanda,Illinois State University,0.62
1395,Meidy Chazeau,Grand Canyon University,0.61
1396,Nate Shanok,Charlotte,0.61
1397,Marten Jonsson,"Southern Illinois, Edwardsville",0.61
1398,Evan Ward,Morgan State University,0.61
1399,Victor Casadevall,Montana,0.61
1400,Courage Okungbowa,Florida A&M University,0.60
1401,Alex Roggenkamp,Grand Canyon University,0.60
1402,Julio Olaya,SMU,0.60
1403,Sanjay Goswamy,Weber State,0.60
1404,Charles Baron,New Mexico State University,0.60
1405,Tim Kane,Duquesne University,0.60
1406,Jan-Willem Feilzer,DePaul University,0.60
1407,Austin Blake,Mount St. Mary's University,0.60
1408,Zachary Bost,Appalachian State University,0.60
1409,Peter Greteman,"Nebraska, Omaha",0.59
1410,Santiago Canete,Temple University,0.59
1411,Mike Psarros,UMKC,0.59
1412,Jamey Swiggart,University of Utah,0.59
1413,Adi Zilberstein,Northern Arizona University,0.59
1414,Richard Rangga,NJIT,0.59
1415,Dylan Hansel,Weber State,0.59
1416,Evan Watkins,Davidson College,0.59
1417,Marko DeSomocurcio,Mount St. Mary's University,0.59
1418,Joseph Bishop,Georgia State University,0.59
1419,Matt Lynch,Northern Illinois University,0.59
1420,Jack McCullers,U.S. Air Force Academy,0.58
1421,Colton Buffington,Cleveland State University,0.58
1422,Caison Best,U.S. Military Academy,0.58
1423,Victor Marum,UNC Greensboro,0.58
1424,Michael Moe,Xavier University,0.58
1425,Dawoud Kabli,Youngstown State University,0.57
1426,Elliott Baker,Creighton University,0.57
1427,Daniel Loebel,Idaho State University,0.57
1428,Justin Burrus,Villanova University,0.57
1429,Jack Haworth,Brown University,0.56
1430,Patrick Gaffigan,"Southern Illinois, Edwardsville",0.55
1431,Mac Rechan,Georgetown University,0.55
1432,Joel Roberts,Presbyterian College,0.55
1433,Jabari Stafford,George Washington University,0.55
1434,Jack Thomas,Wofford,0.55
1435,Jacob Daugherty,Colgate University,0.55
1436,Ryan Miller,Presbyterian College,0.55
1437,Jacob Perkins,"Southern Illinois, Edwardsville",0.55
1438,Nikita Kostikov,Alcorn State University,0.54
1439,Badr Ouabdelmoumen,Drexel University,0.54
1440,Greg Almeida,Bethune-Cookman University,0.54
1441,Kyle Alper,Quinnipiac University,0.54
1442,Jan Cimrman,NJIT,0.54
1443,Marcos Rocca,Virginia Commonwealth University,0.53
1444,Parks Schoen,Wofford,0.53
1445,Ricardo Pineda,Wright State University,0.53
1446,Ryan Henderson,Eastern Illinois University,0.53
1447,Andrew Graham,Wofford,0.52
1448,Fredrik Bjerke,Marist College,0.52
1449,Niko Vulinovich,Hofstra University,0.52
1450,Stefan Rhodes,Furman University,0.52
1451,Juanjo de la Llera,Eastern Kentucky University,0.52
1452,Jeffrey Melvin,Boston College,0.52
1453,Jonathan Walker,Gardner-Webb University,0.52
1454,Marc Shideler,Western Michigan University,0.51
1455,Tyler Burnett,U.S. Naval Academy,0.51
1456,Ruben Franzanti,Winthrop University,0.50
1457,Alec Wagner,Saint Mary's College of California,0.50
1458,Jan-Willem Kleynhans,Appalachian State University,0.50
1459,Austin Woldmoe,Butler University,0.50
1460,Harry Walshe,Duquesne University,0.50
1461,Timo Tanzer,Marist College,0.50
1462,Antonio Pajic,Norfolk State University,0.50
1463,Alejandro Capdequi,Oral Roberts University,0.49
1464,Tucker Massie,U.S. Naval Academy,0.49
1465,David Ferragut,Saint Louis University,0.49
1466,Andre Mick,Cleveland State University,0.49
1467,Uldis Gaismins,UMKC,0.48
1468,Marcel Chan,University of Hawaii,0.48
1469,Rui Silva,University of New Orleans,0.48
1470,Michael Savaglio,Valparaiso University,0.48
1471,Joao Almeida,Bethune-Cookman University,0.47
1472,Sean Robles,UC Riverside,0.47
1473,No Player,Rider University,0.47
1474,No Player 1,St. Peter's University,0.47
1475,Mark Ginting,Univ. of Texas at San Antonio,0.47
1476,David Durham,Kennesaw State University,0.47
1477,Tyler Tossavainen,U.S. Naval Academy,0.46
1478,Andres Estenssoro,University of Iowa,0.46
1479,Gaston Murray,UNC Greensboro,0.46
1480,Jac Newis,IUPUI,0.46
1481,Wyatt Lovera,University of Denver,0.46
1482,Coleman Wahlborg,University of Louisiana,0.46
1483,Michael Sosnowski,Oral Roberts University,0.46
1484,Kevin Goth,Cleveland State University,0.45
1485,Peter O'Donovan,University of Nevada,0.45
1486,Alexander Fahnehjelm,University of Miami (Florida),0.45
1487,Matt Begely,Rider University,0.45
1488,Jose Moreno Manzano,Radford University,0.44
1489,Christian Carrillo,Univ. of Texas at San Antonio,0.44
1490,Stepan Vancurik,UAB,0.44
1491,Kenzo Kauffmann,Stony Brook University,0.44
1492,Alekander Stupar,South Carolina State,0.43
1493,Felipe Diaz,Jacksonville State University,0.43
1494,Beau Wills,Hofstra University,0.43
1495,Luke Saunders,Chattanooga,0.43
1496,Biyik Akinshemoyin,"Univ. of Maryland, Baltimore County",0.42
1497,Ethan Bogard,Lehigh University,0.42
1498,Kacper Stelmaszak,University of Detroit Mercy,0.42
1499,Nathan Roper,Oklahoma State University,0.41
1500,Lukas Luckemeier,Presbyterian College,0.41
1501,Max Renke,DePaul University,0.41
1502,Takura Mlambo,Alabama State University,0.41
1503,Francesc Terns-Campius,St. Francis College (New York),0.41
1504,Adam Schmidt,Gardner-Webb University,0.41
1505,Nick Bradley,The Citadel,0.41
1506,Billy Weldon,Butler University,0.40
1507,Janken Thoen,Radford University,0.40
1508,Gonzalo Garcia,University of New Orleans,0.40
1509,Dylan Fletcher,Marist College,0.40
1510,Paul John,DePaul University,0.40
1511,Tom Miller,Sacramento State,0.40
1512,Will Baird,Presbyterian College,0.39
1513,Carlos Waitman,Florida A&M University,0.39
1514,Brandon Jackson,Univ. of Maryland Eastern Shore,0.39
1515,Parks Thompson,Wofford,0.39
1516,Rajanvir Dharni,"University of South Carolina, Upstate",0.38
1517,Jacob Spreyer,University of Connecticut,0.38
1518,Aidan Koross,Univ. of Dayton,0.38
1519,Mark Kite,U.S. Air Force Academy,0.38
1520,Florian Uffer,Longwood University,0.38
1521,Wil Martin,Saint Mary's College of California,0.38
1522,Kellen Bates,Montana State University-Bozeman,0.38
1523,Luke Roser,Quinnipiac University,0.38
1524,David Doehring,Loyola Marymount University,0.37
1525,Andrew Parks,U.S. Air Force Academy,0.37
1526,Jack Petersen,Lehigh University,0.37
1527,Valentin Horvat,Georgia State University,0.37
1528,Jesse Ruder-Hook,University of Denver,0.37
1529,Jonathan Quenard,University of Richmond,0.37
1530,Connor Leahy,Seattle University,0.37
1531,Will Drumwright,University of Hartford,0.37
1532,Zach Lessen,University of Pennsylvania,0.37
1533,Nicolas Vincent,"Southern Illinois, Edwardsville",0.37
1534,Thomas Caputo,Binghamton University,0.37
1535,Joel Jones,Florida A&M University,0.37
1536,Ransom Braaten,"Southern Illinois, Carbondale",0.37
1537,Dan Koehler,Drexel University,0.37
1538,Nico Kuehn,"Southern Illinois, Edwardsville",0.36
1539,Felix Ewers,"University of South Carolina, Upstate",0.36
1540,Alec Josepher,SMU,0.36
1541,Manuel Belda,University of South Alabama,0.36
1542,Alan Pleat,Colgate University,0.36
1543,Conner Edwards,UMKC,0.36
1544,Matt Bennion,"University of South Carolina, Upstate",0.36
1545,Joey Vatanadilok,Univ. of Incarnate Word,0.36
1546,Diego Garavito,Bethune-Cookman University,0.35
1547,Zach Wilder,University of Mississippi,0.35
1548,Jaryd Reese,Jacksonville State University,0.35
1549,Jake Hirschberg,Colgate University,0.35
1550,Nic Wilson,Chattanooga,0.35
1551,Renier Moolman,Saint Joseph's University,0.35
1552,Pierre Brondeau,Saint Joseph's University,0.35
1553,Inaki Belloso,Niagara University,0.34
1554,Shane Jeffray,University of Delaware,0.34
1555,Ryan Kum,Univ. of Maryland Eastern Shore,0.34
1556,Chris Humphreys,Elon University,0.34
1557,Ismael Lahlou,University of Pennsylvania,0.34
1558,Jean-Marc Krone,Campbell University,0.34
1559,Ozzy Abraham,UNLV,0.34
1560,Mitch Granger,Univ. of Illinois at Chicago,0.33
1561,Evan Holvoet,Kennesaw State University,0.33
1562,Alex Woldmoe,Butler University,0.33
1563,Gino Delavalle,Chattanooga,0.33
1564,Oliver Poysti,UAB,0.33
1565,Kamal Patel,"Univ. of Maryland, Baltimore County",0.33
1566,Connor Pietrak,Loyola College (Maryland),0.33
1567,Grigory Trotsenko,University of Southern Mississippi,0.32
1568,Jake De Vries,Boston University,0.32
1569,Andrew Stutz,Ball State University,0.32
1570,Jackson Lee,Northern Arizona University,0.32
1571,Hector Martinez,St. Bonaventure University,0.32
1572,Adam Blasinsky,Duquesne University,0.32
1573,Daniel Grauel,Norfolk State University,0.32
1574,No Player 2,St. Peter's University,0.31
1575,John Tougher,Lipscomb University,0.31
1576,Tristan Houle,"Southern Illinois, Edwardsville",0.31
1577,Grant Thompson,Eastern Illinois University,0.31
1578,Lucas Waak,Valparaiso University,0.31
1579,Porter Myrick,North Carolina A&T State University,0.30
1580,Drew Blair,St. Bonaventure University,0.30
1581,Maurizio Feoli,Univ. of Illinois at Chicago,0.30
1582,Blest Jones,Loyola College (Maryland),0.30
1583,Victor Pereira,Youngstown State University,0.30
1584,Daniel Bernal,Tennessee State University,0.30
1585,Carlos do Val,IPFW,0.30
1586,Tanner Baine,George Mason University,0.30
1587,Adam Coyne,Alabama State University,0.30
1588,Treajh Ferguson,Morgan State University,0.30
1589,Daniel Zheng,U.S. Military Academy,0.30
1590,Samuel Taylor,Radford University,0.30
1591,Igor Braga,Norfolk State University,0.29
1592,Christian Kerrigan,Georgia Southern University,0.29
1593,Christian Brockstedt,Univ. of San Francisco,0.29
1594,David Raymond,Niagara University,0.29
1595,Alex Pavel,Lipscomb University,0.29
1596,Jett Cash,Texas A&M University,0.29
1597,Akshay Verma,IUPUI,0.29
1598,Kasparas Zemaitelis,Sacramento State,0.29
1599,Warren Bryan,UNC Greensboro,0.29
1600,Simon Jayaram,Univ. of Dayton,0.29
1601,Stathi Kyriakides,University of Richmond,0.29
1602,Henrique Pereira,South Dakota State,0.29
1603,Mitchel Knight,Univ. of Northern Colorado,0.29
1604,Joshua Rubinstein,Bryant University,0.28
1605,Ricky Hendler,Hofstra University,0.28
1606,Alex Tropiano,Georgetown University,0.28
1607,Myles Harris,Wright State University,0.28
1608,Nick Mercer,Morehead State University,0.28
1609,Sebastian Penalosa,Morehead State University,0.28
1610,Peter Galante,Siena College,0.28
1611,Luis Gastao,UC Riverside,0.28
1612,Bernardo Sanson,Univ. of Dayton,0.28
1613,Tyler Pate,University of Central Florida,0.27
1614,Matt Pronesti,Portland State University,0.27
1615,Andrew Connolly,Wright State University,0.27
1616,Shane Korber,Georgetown University,0.27
1617,Felipe Wenzel,Jacksonville State University,0.27
1618,Ondre Cargill,Temple University,0.27
1619,A. Rahman,Univ. of Arkansas Pine Bluff,0.27
1620,Andy Druffel,Univ. of Dayton,0.27
1621,Steven Weaver,Presbyterian College,0.27
1622,Hans Baumstark,UC Riverside,0.27
1623,Brett Landau,UNC Asheville,0.26
1624,Ryan Hoverson,Univ. of Incarnate Word,0.26
1625,Darian Hashemzadeh,George Washington University,0.26
1626,Reid Dillon,UNC Asheville,0.26
1627,Robert Jenkins,Appalachian State University,0.26
1628,Zach Fryer,University of Denver,0.26
1629,Stefan Lemire,Boston University,0.26
1630,Peter Dewitt,Saint Joseph's University,0.26
1631,Elliot Johnstone,University of Texas-Pan American,0.26
1632,Vineet Naran,Temple University,0.26
1633,Matt Alderson,Seattle University,0.25
1634,Matthew Campana,Saint Mary's College of California,0.25
1635,Rui Silva,Eastern Illinois University,0.25
1636,Daniel Merker,University of Southern Mississippi,0.25
1637,Louis Asser,University of Memphis,0.25
1638,Nicholas Mitric,Murray State University,0.25
1639,Matthew Hutchinson,"Southern Illinois, Edwardsville",0.25
1640,John Schubel,UNC Asheville,0.25
1641,Nicholas Carpenter,U.S. Air Force Academy,0.25
1642,Kevin Deligny,Bethune-Cookman University,0.25
1643,Stanislav Baco,South Carolina State,0.25
1644,Szymon Opieczonek,"Southern Illinois, Carbondale",0.25
1645,Alon Faiman,College of Charleston,0.25
1646,Xabier Saavedra,Drexel University,0.25
1647,Connor LaFavre,Xavier University,0.25
1648,Pat O'Neill,IUPUI,0.24
1649,Jorge Ortiz-Garcia,Bryant University,0.24
1650,Alex Fioravante,Drexel University,0.24
1651,Andrew Gores,North Carolina,0.24
1652,Chris Toner,University of Connecticut,0.24
1653,Rares Ispas,Niagara University,0.24
1654,Alexandros Georgios Vakouftsis,Fresno State,0.24
1655,Walker Hefferon,Wofford,0.24
1656,Matt Dunn,University of Arizona,0.24
1657,Shao-Po Yin,Weber State,0.23
1658,Andrey Majkic,U.S. Naval Academy,0.23
1659,Tom Wittiveen,Montana,0.23
1660,James Ponwith,University of San Diego,0.23
1661,Andrew Nakajima,Utah State University,0.23
1662,Max Vogt,Bryant University,0.23
1663,Phillip Raikovic,Univ. of Incarnate Word,0.23
1664,Paul Denele,New Mexico State University,0.23
1665,Alvaro Barrera,Bethune-Cookman University,0.23
1666,Charlton Boyd,Wagner College,0.23
1667,Max Kane,Bucknell University,0.23
1668,Christian Vieira,Monmouth University,0.23
1669,Ian Clare,Seattle University,0.23
1670,Max Phipps,"Southern Illinois, Carbondale",0.23
1671,Colin Wong,University of Delaware,0.22
1672,Arnaud Valentin,Fairleigh Dickinson University,0.22
1673,Ricky Saad,Davidson College,0.22
1674,Greg Olesnycky,Loyola College (Maryland),0.22
1675,Christian Gonzalez,Chicago State University,0.22
1676,Stephen Goldman,James Madison University,0.22
1677,Ziad Sultan,UC Santa Barbara,0.22
1678,Christoph Haertel,Western Illinois University,0.22
1679,Carlos Fernandez,Quinnipiac University,0.22
1680,Nikhil Mannepalli,Radford University,0.22
1681,Matthew Dean,Sacred Heart University,0.22
1682,Bruno Russo,Belmont University,0.22
1683,Carlos Tajes,Tennessee Tech University,0.22
1684,Dutin Britton,Univ. of North Dakota,0.22
1685,Patrik Cvik,Alabama State University,0.22
1686,Paarth Dodhiawala,Saint Louis University,0.22
1687,Adam Chan,Fairleigh Dickinson University,0.22
1688,Nicholas Sharwarko,University of Hartford,0.22
1689,Stefan Jakubov,Coastal Carolina University,0.21
1690,David Vieyra,DePaul University,0.21
1691,Darius Mackenzie,University of Wisconsin,0.21
1692,Daniel Gutierrez,George Mason University,0.21
1693,Felix Andre,Morgan State University,0.21
1694,Austin Racine,Troy University,0.21
1695,Zachary Yablon,Rice University,0.21
1696,Tyler Gardiner,University of Michigan,0.21
1697,Manuel Castellanos,Kennesaw State University,0.21
1698,Alex Howard,Davidson College,0.21
1699,Nicholas Gonzalez,Univ. of Arkansas Pine Bluff,0.21
1700,Adrian Isache,Northern Kentucky University,0.20
1701,Bassem El Makawi,Youngstown State University,0.20
1702,Conor Moran,George Mason University,0.20
1703,Ronald Mataba,Alabama State University,0.20
1704,Mateus Moreira,South Dakota State,0.20
1705,Emilio Teran,Boston University,0.20
1706,Nick Lang,Northern Kentucky University,0.20
1707,Plamen Avuski,St. Francis Univ. (Pennsylvania),0.20
1708,Sina Sharifi,UC Riverside,0.20
1709,Ayman Abdulwahab,Sacramento State,0.20
1710,Collin Rigney,Ball State University,0.20
1711,Michael Sienko,U.S. Military Academy,0.20
1712,Vinh Pham,UMKC,0.20
1713,Thomas Gans,IUPUI,0.19
1714,Conner Daly,North Carolina,0.19
1715,Bryan Adams,Bucknell University,0.19
1716,Josh Martin,U.S. Naval Academy,0.19
1717,Will Cochrane,Portland State University,0.19
1718,Victor Blasco,St. Francis College (New York),0.19
1719,Diego Asis,Eastern Kentucky University,0.19
1720,Daniel Martinez,"Southern Illinois, Carbondale",0.19
1721,Nico De Groof,Georgia Southern University,0.19
1722,Albert Fontova,Stony Brook University,0.18
1723,Vicente Varas,Gonzaga University,0.18
1724,Dean Komen,Colgate University,0.18
1725,Gonzalo Quintana,Fairleigh Dickinson University,0.18
1726,Mark Miller,Villanova University,0.18
1727,Gilbert Rotich,Bethune-Cookman University,0.18
1728,Will George,Kennesaw State University,0.18
1729,Pol Giraldez,Fordham University,0.18
1730,Juan Calero,Saint Louis University,0.18
1731,Karim Arem,Cornell University,0.18
1732,Jose Calero,IUPUI,0.18
1733,Miljan Ruzic,James Madison University,0.18
1734,Steed Johnson,Longwood University,0.18
1735,Jonathan Raa,IPFW,0.18
1736,John Stormans,Seattle University,0.18
1737,Sebastien Mathieu,Santa Clara University,0.18
1738,Calvin Ngo,UC Riverside,0.17
1739,Krishna Jana,U.S. Naval Academy,0.17
1740,Johan Samuelsson,Univ. of San Francisco,0.17
1741,Mario Noboa,Chicago State University,0.17
1742,Hicham Belkssir,Temple University,0.17
1743,Ethan Ammon,University of Texas-Pan American,0.17
1744,Chance Conley,University of Detroit Mercy,0.17
1745,Jack Carney,Northern Kentucky University,0.17
1746,Matt Renzi,University of Delaware,0.17
1747,Freddy Abunku,Xavier University,0.17
1748,Jan Jirus,Ball State University,0.16
1749,Simon Cote,Wright State University,0.16
1750,Eduardo Bringold,Eastern Washington University,0.16
1751,Joe Lee,Univ. of North Dakota,0.16
1752,Sergio Avella,Prairie View A&M University,0.16
1753,Charlie Shin,University of Nebraska,0.16
1754,Youssef Sherif,Youngstown State University,0.16
1755,Matt Daly,College of Charleston,0.16
1756,Conor Mullins,Boston College,0.16
1757,Neal Port,Elon University,0.16
1758,Scott Elsass,University of Nebraska,0.16
1759,Ruben Vanoppen,Mercer University,0.15
1760,Chris Jimenez,St. Francis Univ. (Pennsylvania),0.15
1761,Andrew DeJoy,Duke University,0.15
1762,William Szamosszegi,Bucknell University,0.15
1763,Iago Seffrin,Austin Peay State University,0.15
1764,Oleg Drobysh,Austin Peay State University,0.15
1765,Will True,Murray State University,0.15
1766,K. Davis,Alabama A&M University,0.15
1767,Rodrigo Tico,St. Francis Univ. (Pennsylvania),0.15
1768,Andrew Ong,Duquesne University,0.15
1769,Matt Phelps,Villanova University,0.15
1770,Dillon Launius,U.S. Air Force Academy,0.15
1771,Chris Cole,Univ. of Illinois at Chicago,0.15
1772,Carl Jedlinski,NJIT,0.15
1773,Nischay Rawal,Alcorn State University,0.15
1774,Joakim Pinola,University of Hawaii,0.14
1775,Jarred Thompson,Alabama State University,0.14
1776,Jack Murphy,Georgetown University,0.14
1777,Ben Gerber,Bucknell University,0.14
1778,TJ Desanto,St. Bonaventure University,0.14
1779,Chris Schindler,University of Nebraska,0.14
1780,De'Sean Fennell,La Salle University,0.14
1781,Nick Lamart,Bryant University,0.14
1782,Stefan Farrar,Eastern Washington University,0.14
1783,Kevin Daun,Northern Illinois University,0.14
1784,Nikola Crvelin,University of Texas-Pan American,0.14
1785,Ciaran Lavers,Oral Roberts University,0.14
1786,Andre Baldo,Troy University,0.14
1787,Jeremy Nuss,Wagner College,0.14
1788,William Goldberg,UNC Asheville,0.14
1789,Marcus Vizcarra,UC Riverside,0.14
1790,Daniel Gilbert,Wright State University,0.14
1791,Aaron Chalstrom,Creighton University,0.14
1792,Carlos Martinez,Jackson State University,0.13
1793,Charlie Parry,Saint Louis University,0.13
1794,Jonathan Edwards,University of Connecticut,0.13
1795,Eric Fitz-Randolph,SMU,0.13
1796,August Waitman,Florida A&M University,0.13
1797,Luis Albuquerque,University of New Orleans,0.13
1798,Anthony Savio,Sacred Heart University,0.13
1799,Josh Ryan,Winthrop University,0.13
1800,Kijontray McClay,Univ. of Maryland Eastern Shore,0.13
1801,Mike Furr,University of Delaware,0.13
1802,Kevin Gates,Saint Joseph's University,0.13
1803,Roberto Meza,University of Toledo,0.13
1804,Mischa Koran,Fordham University,0.13
1805,Camilo Patino,Jackson State University,0.13
1806,Doug Notaris,Binghamton University,0.13
1807,Dan Sablik,Elon University,0.13
1808,Marcus Nalley,IUPUI,0.13
1809,George Tioutine,Fairfield University,0.13
