rk,player,team,str
1197,Isabel Aldunate,"Univ. of Maryland, Baltimore County",1.57
1198,Paula Sanchez,University of South Alabama,1.57
1199,Reegan Greenwood,University of Texas-Pan American,1.56
1200,Hitomi Naito,University of Tennessee at Martin,1.56
1201,Mari Taslagyan,Cal State Northridge,1.55
1202,Amanda Wickman,Univ. of Pittsburgh,1.55
1203,Ashlee Boles,University of Tennessee,1.55
1204,Maryls Bridgham,Univ. of Dayton,1.55
1205,Sofia Holmberg,Univ. of San Francisco,1.54
1206,Maria Goraz-Moreno,Bethune-Cookman University,1.54
1207,Cassandre Thebault,"University of Maryland, College Park",1.54
1208,Catherine Ragon,UAB,1.54
1209,Maria Sablina,Bethune-Cookman University,1.54
1210,Mila Milanovic,Sam Houston State University,1.53
1211,Brooke Urzendowski,Saint Louis University,1.52
1212,Alena Vasileva,Murray State University,1.51
1213,Shannon Cleary,"Univ. of Maryland, Baltimore County",1.51
1214,Anja Luethi,University of New Orleans,1.51
1215,Marta Lewandoska,Northern Arizona University,1.51
1216,Monica Aguado,Winthrop University,1.51
1217,Lindsay Balsamo,Rutgers University,1.51
1218,Kelly Shaffer,UCLA,1.50
1219,Brittany Yang,Liberty University,1.50
1220,Lisa Grosselius,Charlotte,1.50
1221,Natalia Tomaszewicz,Florida Atlantic University,1.50
1222,Brittney Reed,Abilene Christian University,1.49
1223,Shani Blecher,University of San Diego,1.49
1224,Natalie Sayer,Radford University,1.49
1225,Arielle Shuren,University of Delaware,1.48
1226,Mercedes Lopez Velez,UNLV,1.47
1227,Elena Roca,University of Southern Mississippi,1.46
1228,Tiffany Pham,UC Davis,1.46
1229,Callie Ronkowski,Univ. of North Dakota,1.46
1230,Evy Van Genechten,University of Denver,1.45
1231,Katie Hoch,East Carolina University,1.43
1232,Elaine Simon,UAB,1.42
1233,Kerry Galhos,Texas A&M Corpus-Christi,1.42
1234,Jennifer Leib,Florida Atlantic University,1.41
1235,Brittany Collens,"Univ. of Massachusetts, Amherst",1.40
1236,Catherine White,Gardner-Webb University,1.40
1237,Annie Wierda,University of Michigan,1.39
1238,Hannah Wille,University of Cincinnati,1.38
1239,Julie Leong,Fordham University,1.38
1240,Mariya Krachok,Fairleigh Dickinson University,1.38
1241,Anna-Maria Nau,Sacramento State,1.38
1242,Hailey Rochin,Northern Arizona University,1.38
1243,Nathalie Lorenco,Alabama State University,1.37
1244,Claire Mulyadi,Chattanooga,1.37
1245,Summer Walker,University of Connecticut,1.37
1246,Alex Jones,Long Beach State University,1.36
1247,Morgan Barnhill,University of Denver,1.36
1248,Daphne Friedrichs,Eastern Michigan University,1.35
1249,Erica Valimaki,Brigham Young University,1.35
1250,Megan Miller,Bowling Green State University,1.34
1251,Danea Jonjic',University of Delaware,1.32
1252,Karlee Bryde,Furman University,1.32
1253,Allie Robbins,University of Mississippi,1.32
1254,Nan Porter,U.S. Military Academy,1.32
1255,Ana Batiri,Virginia Commonwealth University,1.32
1256,Annie DiMuro,Binghamton University,1.31
1257,Silvia Tumova,Grand Canyon University,1.31
1258,Megan Blue,Murray State University,1.30
1259,Erika Castillo Lopez,New Mexico State University,1.30
1260,Luize Strike,Seton Hall University,1.30
1261,Sarah Sediri,Middle Tennessee State University,1.30
1262,Claudia Mackenzie,U.S. Naval Academy,1.30
1263,Suzy Tan,Dartmouth College,1.29
1264,Heini Salonen,Boston College,1.29
1265,Antonella Santeusanio,University of the Pacific (California),1.29
1266,Anett Ferenczi-Bako,UNLV,1.28
1267,Darnesha Moore,"Southern University, Baton Rouge",1.27
1268,Siena Peri,Portland State University,1.27
1269,Katherine White,University of Notre Dame,1.26
1270,Chinatsu Kajiwara,Bethune-Cookman University,1.26
1271,Laura Middel,Montana State University-Bozeman,1.26
1272,Rachel McNeely,University of Kansas,1.25
1273,Lea Winkler,Drexel University,1.25
1274,Taylor Holden,University of Rhode Island,1.24
1275,Rozel Hernandez,U.S. Naval Academy,1.24
1276,Melissa Kandinata,University of Richmond,1.24
1277,Sarah Khan,James Madison University,1.23
1278,Valeriia Lavrenchuk,IUPUI,1.23
1279,Jelena Lazarevic,University of Portland,1.23
1280,Molly Wickman,Univ. of Pittsburgh,1.23
1281,Caroline Aleck,Western Michigan University,1.23
1282,Eva Dench,Texas State University,1.22
1283,Denise Van Der Ben,New Mexico State University,1.22
1284,Kelly Iden,Eastern Illinois University,1.21
1285,Marcela Jimenez,Eastern Kentucky University,1.21
1286,Karly Pang,Marist College,1.21
1287,Chelsea Horan,Texas A&M Corpus-Christi,1.20
1288,Jennifer Ong,Sacramento State,1.19
1289,Alexis Garrett,UNLV,1.19
1290,Ali Dawson,Marquette,1.18
1291,Kelsey King,Saint Louis University,1.18
1292,Logan Antill,U.S. Naval Academy,1.17
1293,Jamie Grinberg,UNC Greensboro,1.17
1294,Olivia Gaudreault,"University of Maryland, College Park",1.17
1295,Ema Turudija,Missouri State University,1.17
1296,Malin Allgurin,Longwood University,1.16
1297,Ariadna Cairo Baza,"Southern Illinois, Carbondale",1.16
1298,Paulina Bajet,Villanova University,1.16
1299,Peyton Jennings,University of Arkansas,1.16
1300,Irina Karangozishvili,Campbell University,1.16
1301,Casey Marx,Georgetown University,1.15
1302,Destiny Grunin,Fordham University,1.15
1303,Sidnay Huck,University of Toledo,1.15
1304,Mireille Hermans,University at Albany,1.15
1305,Laura Syori,"Southern University, Baton Rouge",1.14
1306,Toni Ormond,Ball State University,1.14
1307,Sarah Sarjoo,East Carolina University,1.13
1308,Alex Martin,University of South Carolina,1.13
1309,Madison Craft,Boston University,1.13
1310,Mary Malkin,Northern Illinois University,1.13
1311,Zaina Zaki,University of Connecticut,1.12
1312,Alzbeta Veverkova,Virginia Commonwealth University,1.12
1313,Maria Panaite,Kansas State,1.11
1314,Elif Gabb,South Dakota State,1.10
1315,Lina Åkesson,University of Oregon,1.10
1316,Aarzoo Malik,"Univ. of Massachusetts, Amherst",1.10
1317,Caroline Ferrari,Presbyterian College,1.10
1318,Sarah Jane Jones,College of Charleston,1.10
1319,Alexandra Ion,University of Pennsylvania,1.09
1320,Alexa Miller,Duquesne University,1.09
1321,Megan Smith,Charlotte,1.09
1322,Rosalinda Calderon,Ball State University,1.08
1323,Ekaterina Nekrasova,North Carolina Central University,1.08
1324,Helena Nyikos,College of Charleston,1.07
1325,Claire Minnoe,Saint Joseph's University,1.07
1326,Iva Parapunova,Samford University,1.07
1327,Sunday Swett,Yale University,1.07
1328,Grace Baker,College of Charleston,1.06
1329,Madeline Schulte,UMKC,1.06
1330,Betsy Zurawel,East Carolina University,1.06
1331,Lyndsey Boos,Florida Atlantic University,1.06
1332,AnnMarie Lyon,Samford University,1.05
1333,Ana Glumac,University at Albany,1.05
1334,Allyson Hayley,U.S. Military Academy,1.04
1335,Christiana Ferrari,University of the Pacific (California),1.04
1336,Lana Macukat,Grand Canyon University,1.03
1337,Sophie Barnard,Georgetown University,1.03
1338,Katherine Castro,Univ. of Pittsburgh,1.03
1339,Nicole Breaux,University of Arkansas,1.03
1340,Mackenna Maddox,University of Nebraska,1.02
1341,Irene Gandara Gonzalez,Univ. of Texas at San Antonio,1.02
1342,Smaranda Petreanv,South Carolina State,1.02
1343,Sara Brown,Northern Arizona University,1.02
1344,Adel Musina,Bethune-Cookman University,1.01
1345,Paulina Torres,University at Albany,1.01
1346,Katherine Medianik,Binghamton University,1.01
1347,Shannon Newnes,Akron,1.01
1348,Yana Golovkina,"Southern Illinois, Carbondale",1.01
1349,Alexis Czapinski,University of Kansas,1.00
1350,Sasha Nionova,University of Detroit Mercy,1.00
1351,Taylor Casey,Elon University,0.99
1352,Maggie Kane,North Carolina,0.99
1353,Natalia Yacaman,Saint Louis University,0.99
1354,Erin Bowsher,Drexel University,0.98
1355,Julia Sbircea,University of North Florida,0.98
1356,Arantza De La Torre,Northern Illinois University,0.98
1357,Lucia Bustamante,Southeastern Louisiana University,0.97
1358,Tanya Murtagh,Fresno State,0.97
1359,Laurence Pelchat,Montana,0.96
1360,Ashley Noyes,Brown University,0.96
1361,Mariana Ranzahuer,University of Texas-Pan American,0.96
1362,Manoela Chiacchio,Louisiana Tech University,0.95
1363,Christine Kharkevitch,UNC Wilmington,0.95
1364,Sabina Jeresic,Arkansas State University,0.95
1365,Samantha Droop,U.S. Naval Academy,0.95
1366,Spencer Caravaggio,Duquesne University,0.95
1367,Katya Salas,University of Richmond,0.94
1368,Letha Gaigher,ULM (Univ. of Louisiana at Monroe),0.94
1369,Vivien Borbely,McNeese State University,0.94
1370,Maud Mrad,Campbell University,0.94
1371,Anelisse Torrico,Missouri State University,0.94
1372,Arijana Korac,Stetson University,0.93
1373,Marizanne Bouwer,Oral Roberts University,0.93
1374,Aina Hernandez Soler,Colorado State University,0.93
1375,Lisa Jouravleva,Bucknell University,0.93
1376,Yvon Martinez,West Virginia University,0.91
1377,Natalie Allen,University of Washington,0.91
1378,Maxene Weinberg,University of Connecticut,0.91
1379,Alexandra Way,University of Louisiana,0.91
1380,Nelo Phiri,University of Louisiana,0.90
1381,Sophia Geier,Akron,0.90
1382,Hannah Dahlem,U.S. Military Academy,0.90
1383,Katelyn Nguyen,University of Toledo,0.90
1384,Mara Argyriou,College of Charleston,0.90
1385,Aimee Manfredo,Bradley University,0.89
1386,Alana Prinos,Providence College,0.89
1387,Alix Theodossiou,UNC Wilmington,0.89
1388,Lauren Thai,University of Toledo,0.88
1389,Mary Katherine Lewis,Auburn University,0.88
1390,Gisela Kemper,Univ. of Northern Iowa,0.87
1391,Danielle Pham,Cal State Fullerton,0.87
1392,Marine Cartier,Alabama State University,0.87
1393,Lucia Badillos,University of Idaho,0.86
1394,Katie Kim,Seton Hall University,0.86
1395,Milena Toseva,Boise State University,0.86
1396,Kim McCallum,Boston University,0.85
1397,Alexandra Peterzalkova,Grand Canyon University,0.85
1398,Kateryna Piatakova,Northwestern State University,0.85
1399,Raquel Montalvo,Eastern Kentucky University,0.85
1400,Isabelle Hoorn,San Diego State University,0.85
1401,Sara Sherif,IPFW,0.85
1402,Ornella Di Salvo,Austin Peay State University,0.85
1403,Ashanti Campfield,Bryant University,0.85
1404,Claudia Escribens,Purdue University,0.85
1405,Becky Shtilkind,Stony Brook University,0.85
1406,Elena Najera-Salas,University of Utah,0.84
1407,Laia Charles,Nicholls State University,0.84
1408,Tori Trylovich,Sacramento State,0.84
1409,Taylor Newman,Radford University,0.84
1410,Gisela Castany,Fairleigh Dickinson University,0.84
1411,Sophie Lesage,Towson University,0.84
1412,Cari Berry,Coastal Carolina University,0.83
1413,Caroline Faught,UAB,0.82
1414,Samantha Schafer,Villanova University,0.82
1415,Ashley Tiefel,University of Colorado,0.82
1416,Iris Lin,Boston University,0.82
1417,Hanna Victorsson,"Univ. of Maryland, Baltimore County",0.81
1418,Rita Bermudez,University of Idaho,0.81
1419,Sara McBride,Presbyterian College,0.81
1420,Mathilde Orange,Cleveland State University,0.80
1421,Marta Sans,University of New Orleans,0.79
1422,Zoe Oedekerk,Cal Poly,0.79
1423,Bethany Moore,Ball State University,0.79
1424,Emily Mazzola,University of Toledo,0.79
1425,Megan Sandford,Cal State Fullerton,0.79
1426,Alex Tachovsky,Morehead State University,0.78
1427,Cristina Alvarez,Northern Illinois University,0.78
1428,Stephanie Elgegren,St. John's University,0.78
1429,Xandra Fougner,Mercer University,0.78
1430,Laura Hopton,Kansas State,0.78
1431,Gabrielle Moore,"Southern University, Baton Rouge",0.78
1432,Jenna Brunner,Davidson College,0.78
1433,A.J. Gomer,Towson University,0.78
1434,Lina Hallgren,Univ. of Texas at San Antonio,0.77
1435,Mariella Calderon,University of North Florida,0.76
1436,Andrea Duva,UC Irvine,0.76
1437,Kylie Haviland,Butler University,0.76
1438,Celine Voss,Colorado State University,0.76
1439,Hamilton Lovett,UNC Wilmington,0.76
1440,Kamilla Beisenova,Elon University,0.76
1441,Kristi Elmer,Weber State,0.76
1442,Maria Marti,Eastern Kentucky University,0.76
1443,Milica pavlovic,University of South Dakota,0.75
1444,Mackenzie Lasure,Appalachian State University,0.75
1445,Martina Zerbola,Akron,0.75
1446,Gemma Valls,Radford University,0.74
1447,Gisela Cairo Baza,"Southern Illinois, Carbondale",0.74
1448,Daniela Raygadas,Southeastern Louisiana University,0.74
1449,Deahna Welcher,Lipscomb University,0.74
1450,Alexis Tashiro,Binghamton University,0.74
1451,Karina Gurgenyan,University of Southern Mississippi,0.74
1452,Melanie Yates,Gonzaga University,0.74
1453,Jaide Collins,St. John's University,0.74
1454,Miller Hales,UNC Wilmington,0.74
1455,Isabell Klingert,Seton Hall University,0.74
1456,Elaine Chesoni,Santa Clara University,0.74
1457,Dina Karina,Temple University,0.74
1458,Siobhan Ryan-Bovey,Alcorn State University,0.73
1459,Marina Moreno,Univ. of Evansville,0.73
1460,Linnea Skymberg,Troy University,0.73
1461,Katya Nakonechnaya,Nicholls State University,0.72
1462,Rachel Swindell,Eastern Washington University,0.72
1463,Madison Cook,Saint Louis University,0.72
1464,Kalli Karas,Wofford,0.72
1465,Jocelle Rudico,U.S. Air Force Academy,0.72
1466,Marija Bogicevic,Marshall University,0.72
1467,Catherine Martin,Wofford,0.72
1468,Stina Magnusson,Gardner-Webb University,0.71
1469,Allie Baer,Michigan State University,0.71
1470,Anna Bryukhova,Southeastern Louisiana University,0.71
1471,Chelsea Bailey,"Univ. of Wisconsin, Milwaukee",0.70
1472,Elanor Grossman,Loyola Marymount University,0.70
1473,Dora Somoracz,San Diego State University,0.70
1474,Kennedy Craig,Univ. of Evansville,0.70
1475,Monica Pieratt,Texas State University,0.69
1476,Andrea Martinovska,Eastern Michigan University,0.69
1477,Gergana Boncheva,University of the Pacific (California),0.69
1478,Alexandria Young,Prairie View A&M University,0.69
1479,Lily Forlini,U.S. Air Force Academy,0.69
1480,Olivia King,Appalachian State University,0.68
1481,Emma Kranendonk,Nicholls State University,0.68
1482,Marian Tangarife,Idaho State University,0.68
1483,Molly O'Koniewski,University of Notre Dame,0.68
1484,Mikayla Morkel-Brink,University of San Diego,0.68
1485,Alejandra Vidal,Bethune-Cookman University,0.67
1486,Kristin Godau,Lehigh University,0.67
1487,Mikaela Carlson,U.S. Naval Academy,0.67
1488,Maria Storozheva,East Carolina University,0.67
1489,Talisa Merchiers,Iowa State University,0.67
1490,Laia Hernandez Soler,Colorado State University,0.67
1491,Meg Napolitano,Radford University,0.67
1492,Elina Geut,University of Tennessee at Martin,0.67
1493,Dimitra Stavrianakou,UMKC,0.67
1494,Maureen Devlin,Saint Joseph's University,0.67
1495,Gabrielle Wreder,Appalachian State University,0.66
1496,Jamie Campisi,Lehigh University,0.65
1497,Denny Lamachia,University of Delaware,0.65
1498,Fatya Amiri,St. Bonaventure University,0.65
1499,Hannah Wich,"Southern Illinois, Carbondale",0.65
1500,Sarah Stein,Davidson College,0.65
1501,Sarah Bowen,Hofstra University,0.65
1502,Bobbi Modesto,IUPUI,0.64
1503,Grace Egger,George Washington University,0.64
1504,Yuriko Ono,Western Michigan University,0.64
1505,Daphne De Chatellus,Georgetown University,0.64
1506,Mary Phillips Smith,Georgia Southern University,0.63
1507,Harper Caswell,Furman University,0.63
1508,Emily Bradshaw,James Madison University,0.63
1509,Sophia Dzulynsky,Quinnipiac University,0.63
1510,Audrey Channell,U.S. Naval Academy,0.63
1511,Gabriela Srodowski,Charleston Southern University,0.63
1512,Klara Pribylova,"Univ. of Hawaii, Manoa",0.63
1513,Audrey Coventry,Wofford,0.62
1514,Gaby Chinchilla,Bethune-Cookman University,0.62
1515,Marisa Brossard,St. Bonaventure University,0.62
1516,Elvia Galeva,Delaware State University,0.62
1517,Rebecca Wood,North Carolina Central University,0.62
1518,Sephora Boulbahaiem,Eastern Illinois University,0.62
1519,Emily Gould,University of Portland,0.62
1520,Elena Sava,University of Louisiana,0.62
1521,Laura Fernandez,University at Buffalo,0.61
1522,Sydney Young,Quinnipiac University,0.61
1523,Alice Taylor,"Univ. of Maryland, Baltimore County",0.61
1524,Ashlyn Rang,Ball State University,0.60
1525,Carlota Trevino,IPFW,0.60
1526,Camila Valencia,Campbell University,0.60
1527,Elvira Lopez,Univ. of Northern Iowa,0.60
1528,Liza Gordeeva,Norfolk State University,0.60
1529,Kendra Bunch,Drexel University,0.60
1530,Jessica Josiah,Howard University,0.59
1531,Roxy Bartz,Mercer University,0.59
1532,Sabina Preda,Portland State University,0.59
1533,Ann-Sophie Hahn,Univ. of Illinois at Chicago,0.59
1534,Dayana Agasieva,University at Buffalo,0.59
1535,Melissa Machado,Appalachian State University,0.59
1536,Soumeya Anane,UNC Greensboro,0.59
1537,Lani-Rae Green,UC Davis,0.59
1538,Laura Holterbosch,University at Buffalo,0.58
1539,Colleen O'Brien,Michigan State University,0.58
1540,Jenny Borck,Lipscomb University,0.58
1541,Amy Ellis,UNC Greensboro,0.58
1542,Nona Ruppert,"University of South Carolina, Upstate",0.58
1543,Vitaliya Alkhovik,University of Colorado,0.57
1544,Alexandra Mercado,Kennesaw State University,0.57
1545,Beth Coton,Univ. of Northern Colorado,0.57
1546,Olga Gaistruk,"University of Maryland, College Park",0.57
1547,Carli Knezevich,Abilene Christian University,0.57
1548,Cierra Plummer,Morgan State University,0.57
1549,Jessica Willett,San Jose State University,0.57
1550,Giulia Riepe,Georgia Southern University,0.57
1551,Tori Smyth,Villanova University,0.56
1552,Ryshena Providence,Drexel University,0.56
1553,Marina Albert,UMKC,0.56
1554,Taly Merker,Louisiana Tech University,0.56
1555,Amanda Zuidema,University of Portland,0.56
1556,Ayaka Terashi,Morehead State University,0.56
1557,Ashley Thai,Bradley University,0.55
1558,Louise Lopez,Hofstra University,0.55
1559,Caroline DeLoach,Presbyterian College,0.55
1560,Marijke Boers,George Mason University,0.55
1561,Kali Donner,"Southern Illinois, Edwardsville",0.54
1562,Naomi Holopainen,Montana State University-Bozeman,0.54
1563,Julian Mok,U.S. Military Academy,0.54
1564,Anne Gulsrud,Marshall University,0.54
1565,Gen Ulanday,Jacksonville State University,0.54
1566,Matea Zemunink,Univ. of Incarnate Word,0.54
1567,Abby Johnson,University of Louisiana,0.53
1568,Hafsa Laraibi,University of New Orleans,0.53
1569,Sitilia Rencheli,Quinnipiac University,0.52
1570,Julia Keenan,Seton Hall University,0.52
1571,Scarlett Walston,George Mason University,0.52
1572,Ayana Dow,Towson University,0.52
1573,Hailey Grillo,University of South Florida,0.51
1574,Bianca Zuzu,Univ. of Illinois at Chicago,0.51
1575,Amalie Davidson,UNC Asheville,0.51
1576,Allison Pavlansky,U.S. Naval Academy,0.50
1577,Madina Vorotnikova,Southeastern Louisiana University,0.50
1578,Maja Salibasic,Stetson University,0.50
1579,Catherine Shulman,Illinois State University,0.50
1580,emma burgess,Providence College,0.50
1581,Hannah Sulz,Montana,0.50
1582,Devi Hasan,Weber State,0.50
1583,Dominique Esparza,University of Texas-Pan American,0.50
1584,Nancy Menjivar,Boise State University,0.50
1585,Aliza Deming,Univ. of North Dakota,0.50
1586,Paulette Wolak,Stanford,0.50
1587,Lacey Sprinkel,Univ. of North Dakota,0.49
1588,Hayley Wild,Morehead State University,0.49
1589,Nastia Vasyukhina,Washington State University,0.49
1590,Morgan Yang,George Mason University,0.49
1591,Laura Van Eeckhoudt,Belmont University,0.49
1592,Alexis Turley,Utah State University,0.49
1593,Meghan Lyall,Utah State University,0.49
1594,Karlene Pang,Marist College,0.48
1595,Alexandra Bergman,University of Minnesota,0.48
1596,Kallie Sperry,Utah State University,0.48
1597,Princess Gbadamosi,Cleveland State University,0.48
1598,Valentina Briceno,Florida International University (FIU),0.48
1599,Wanda Holopainen,Montana State University-Bozeman,0.48
1600,Emilia Borkowski,Cal State Fullerton,0.48
1601,Katya Bure,University of Cincinnati,0.48
1602,Sarah Bessen,Dartmouth College,0.48
1603,Stephanie Cardullo,Florida Atlantic University,0.48
1604,Nicki Neal,"Southern University, Baton Rouge",0.47
1605,Kristine Rojo,U.S. Naval Academy,0.47
1606,Wiebke Boeckmann,Idaho State University,0.47
1607,Kamila Kecki,UC Davis,0.47
1608,Sofia Macias Mendoza,Youngstown State University,0.47
1609,Barbora Vasilkova,Towson University,0.47
1610,Labina Petrovska,Western Michigan University,0.47
1611,Aleksandra Golawska,Cleveland State University,0.47
1612,Tegan Louw,Kansas State,0.46
1613,Shannon Bettiol,Western Carolina University,0.46
1614,Brittany Plaszewski,Bowling Green State University,0.46
1615,Dalina Dahlmans,University of New Mexico,0.45
1616,Alison Radde,Fairfield University,0.45
1617,Kathleen Hebble,Valparaiso University,0.45
1618,Julia Lorca,Stephen F. Austin,0.45
1619,Mason Thomas,Longwood University,0.45
1620,Anandi Botha,ULM (Univ. of Louisiana at Monroe),0.45
1621,Anna Spengler,Lamar University,0.45
1622,Hannah Stone,Cal Poly,0.45
1623,Petya Simeonova,Oral Roberts University,0.45
1624,Blaine Boaz,UNC Greensboro,0.45
1625,Alex Zachem,Saint Joseph's University,0.44
1626,Leslie Chang,Cal State Northridge,0.44
1627,Tarrannum Handa,Louisiana Tech University,0.44
1628,Vitoria Beirao,"Southern Illinois, Carbondale",0.44
1629,Julie Angermann,Jackson State University,0.44
1630,Kendall Warren,Belmont University,0.44
1631,Danielle Feneridis,Pepperdine,0.44
1632,Marizanne Bouwer,Oral Roberts University,0.44
1633,Amanda Materre,"Southern University, Baton Rouge",0.44
1634,Umarah Mughee,Howard University,0.44
1635,Irina Cvijovic,Alabama State University,0.43
1636,Zoe Bizinos,Jacksonville State University,0.43
1637,Alexandria Garrity,Siena College,0.43
1638,Michele Urbinati,Bucknell University,0.43
1639,Samantha Russell,Wofford,0.43
1640,Madison Maloney,Seattle University,0.42
1641,Christina Colarossi,"Univ. of Wisconsin, Milwaukee",0.42
1642,Nino Sujashvili,University of Detroit Mercy,0.42
1643,Madeleine Mortimore,Sam Houston State University,0.42
1644,Franziska Koehler,Gonzaga University,0.42
1645,Rachele Gazzola,Chattanooga,0.42
1646,Sayaka Tsugai,Cal Poly,0.42
1647,Cam Sabourin,Oakland University,0.41
1648,Brittany Boys,University of Richmond,0.41
1649,Kasey Bacon,Idaho State University,0.41
1650,Olivia Large,Ball State University,0.41
1651,Cassidy Shell,Davidson College,0.41
1652,Carmen Pestano,Hofstra University,0.41
1653,Karen Martinez,Sam Houston State University,0.41
1654,Ekaterina Tugarinova,University of Texas at Arlington,0.41
1655,Elizabeth Sutherland,George Mason University,0.41
1656,Carola Pederzani,Clemson University,0.41
1657,Gen McCloskey,Univ. of San Francisco,0.40
1658,Rafaela Panizza,St. Francis Univ. (Pennsylvania),0.40
1659,Claire-Mitchell Andrews,Presbyterian College,0.40
1660,Ansley Boarman,Abilene Christian University,0.40
1661,Konstantina Adami,Butler University,0.40
1662,Bryn Bacharach,Cal Poly,0.40
1663,Maria Toro Moreno,Saint Louis University,0.40
1664,Karine Celis,Oakland University,0.39
1665,Sabrina Demerath,Utah State University,0.39
1666,Alex Landert,Florida Gulf Coast University,0.39
1667,Anna Veleva,Eastern Michigan University,0.39
1668,Lucy Jasso,St. Francis Univ. (Pennsylvania),0.39
1669,Taylor Carlson,Wofford,0.39
1670,Dane Joubert,Cal Poly,0.39
1671,Katy Collins,Texas State University,0.39
1672,Anna Guryanova,Seton Hall University,0.39
1673,Dominique Henry,Florida A&M University,0.39
1674,Kalika Slevcove,Cal State Fullerton,0.39
1675,Sophie Panarese,Georgetown University,0.38
1676,Stacey Roheman,Howard University,0.38
1677,Breezy Maravich,Lehigh University,0.38
1678,Rachel Horton,Quinnipiac University,0.38
1679,Minami Okajima,Temple University,0.38
1680,Dragana Brankovic,University of South Dakota,0.38
1681,Demi Henshcel,Presbyterian College,0.38
1682,Lauren Mabe,Liberty University,0.37
1683,Monika Magusiak,University of Nevada,0.37
1684,Megan Wasson,Duquesne University,0.37
1685,Maria Paula Ribero,Eastern Michigan University,0.37
1686,Rachel Swartwood,IUPUI,0.37
1687,Beatriz Souza,South Dakota State,0.36
1688,Hayley Marshall,"Univ. of Wisconsin, Milwaukee",0.36
1689,Margaux Kaltenbacher,Southeastern Louisiana University,0.36
1690,Paulina Velasquez,Niagara University,0.36
1691,Nathalie Habegger,NJIT,0.36
1692,Katherine Nelsen,Creighton University,0.36
1693,Samantha Judan,Cal State Northridge,0.36
1694,Madlena Kurasz,"Univ. of Maryland, Baltimore County",0.36
1695,Melissa Kromer,Lipscomb University,0.36
1696,Miranda Poile,Missouri State University,0.36
1697,Jessica Brycki,Montana State University-Bozeman,0.36
1698,Brittanie Eraso,Brigham Young University,0.36
1699,Shivani Patel,St. Francis Univ. (Pennsylvania),0.36
1700,Mariana Bedon,Temple University,0.35
1701,Livia Hollosy,Northern Arizona University,0.35
1702,Rina Sakai,Siena College,0.35
1703,Megan Hahn,Loyola College (Maryland),0.35
1704,Paula Castro,UAB,0.35
1705,Bojana Petrovic,UNLV,0.35
1706,Olivia Larsson,San Diego State University,0.35
1707,Kate Lanier,University of Kentucky,0.35
1708,Mackenzie Bowman,University of Toledo,0.35
1709,Nicole Nielly,Western Carolina University,0.34
1710,Lana Rinaldi,Grand Canyon University,0.34
1711,Ally Sexton,Davidson College,0.34
1712,Natalie Wall,Coastal Carolina University,0.34
1713,Anna Zoske,"University of South Carolina, Upstate",0.34
1714,Elaine Cloern,Wright State University,0.34
1715,Jovana Bocinovic,St. Francis College (New York),0.34
1716,Taylor Wingo,University of Virginia,0.34
1717,Agatha Ambrozy,Binghamton University,0.34
1718,Oleksandra Filippova,South Carolina State,0.34
1719,Brianna Armellino,Appalachian State University,0.33
1720,Michelle McFerran,Butler University,0.33
1721,Laura Argente Escamilla,University of South Florida,0.33
1722,Christina Harrington,University of Delaware,0.33
1723,Nehel Sahni,Youngstown State University,0.33
1724,Hanna Elfving,Lamar University,0.33
1725,Danielle Kinnen,Lipscomb University,0.33
1726,Karen Ramirez,Providence College,0.33
1727,S findley,Prairie View A&M University,0.33
1728,Maya Parker,U.S. Military Academy,0.32
1729,Madeline Foley,Georgetown University,0.32
1730,Katie Porter,U.S. Naval Academy,0.32
1731,Allie Hueffner,University of Oregon,0.32
1732,claire schmitz,Marist College,0.32
1733,Marcy Huck,IPFW,0.32
1734,Claudia Castella,University of Southern Mississippi,0.32
1735,Carynne Lloyd,Chicago State University,0.31
1736,Viktoria Laskutova,University of Detroit Mercy,0.31
1737,Daria Vasekina,Georgia Southern University,0.31
1738,Mariam Kurasbediani,UMKC,0.31
1739,Hilary Walters-West,Univ. of Northern Colorado,0.31
1740,Lois Wagenvoort,UTEP,0.31
1741,Hayley Marshall,"Univ. of Wisconsin, Milwaukee",0.30
1742,Ericka Rivero,UNC Asheville,0.30
1743,Hanna Elfving,Lamar University,0.30
1744,McKayla Zupan,Appalachian State University,0.30
1745,Stephanie Marchena,Lamar University,0.30
1746,Paloma Alatorre,Longwood University,0.30
1747,Valeryia Kulikovskaya,University of Detroit Mercy,0.29
1748,Victoria Pasani,Arkansas State University,0.29
1749,Sofia Sorokina,IPFW,0.29
1750,Corinne Blythe,UNC Greensboro,0.29
1751,Summer Ralston,U.S. Naval Academy,0.29
1752,Alex Sachs,St. Francis Univ. (Pennsylvania),0.29
1753,Erdenesuren Erdenbat,George Mason University,0.29
1754,Brittany Nuttall,Presbyterian College,0.29
1755,Marketa Marcanikova,South Carolina State,0.29
1756,Alex Townsend,Univ. of Dayton,0.29
1757,Kristen Renz,Campbell University,0.29
1758,Hannah Zangari,Providence College,0.29
1759,Lorena Djuknic,Lipscomb University,0.29
1760,Fiorella Coria,Drexel University,0.28
1761,Ally Miller,Duquesne University,0.28
1762,Arianne Polatnick,Saint Joseph's University,0.28
1763,Victoria Martinez,Villanova University,0.28
1764,Ellie Ball,Fordham University,0.28
1765,Mardee Merar,"Univ. of Wisconsin, Milwaukee",0.28
1766,Sabina Jeresic,Arkansas State University,0.28
