rk,player,team,str
608,Deborah Suarez,Purdue University,10.05
609,Carolina Lewis,West Virginia University,10.02
610,Erica Braschi,Elon University,10.00
611,Adreanna Christopoulou,Western Kentucky University,9.97
612,Stephanie Smith,Indiana University-Bloomington,9.96
613,Rheeya Doshi,Northwestern University,9.91
614,Ariana Rodriguez,University of Louisville,9.89
615,Zita Engbroks,University of Oklahoma,9.87
616,Morgan Anderson-Littlewood,Brigham Young University,9.86
617,Quetzali Vazquez,University of North Florida,9.86
618,Angela Lorenzo,University of Houston,9.85
619,Alex Moreno-Kaste,Furman University,9.83
620,Spurti Shivalingaiah,University of Nebraska,9.82
621,Tatiana Larina,Northwestern State University,9.75
622,Lina Qostal,University of Pennsylvania,9.74
623,Jesse Grace,Middle Tennessee State University,9.65
624,Sanae Ohta,Troy University,9.63
625,Nicole Laduca,East Carolina University,9.53
626,Erin Gebes,Marquette,9.52
627,Amina Ismail,Xavier University,9.49
628,Sonja Radosevic,University of Denver,9.43
629,Meredith Maltby,Tulane University,9.39
630,Jillian Rooney,Northwestern University,9.32
631,Taylor Lefridge,Prairie View A&M University,9.30
632,Jana Duhanova,ULM (Univ. of Louisiana at Monroe),9.29
633,Maria Jose Cardona,University of Kansas,9.26
634,Jiayuan Xue,Troy University,9.25
635,Aurora Davis,Saint Joseph's University,9.16
636,Jeannez Daniel,UTEP,9.15
637,Julia Courter,University of Minnesota,9.13
638,Carol Finke,Yale University,9.06
639,Amina St. Hill,Kansas State,9.02
640,Taylor Shukow,Penn State University,8.98
641,Olivia Boesing,University of Louisville,8.96
642,Solo Zinko,Rice University,8.95
643,Katherine Whiteaway,Penn State University,8.95
644,Pardis Kianoush,UAB,8.89
645,Carolyn Pitman,U.S. Military Academy,8.89
646,Paula Rincon Otero,University of Minnesota,8.88
647,Michelle Valdez,University of North Florida,8.87
648,Jacqui Katz,Tulane University,8.81
649,Marija Milutinovic,University of Mississippi,8.81
650,Paulina Petriskova,"Univ. of Hawaii, Manoa",8.81
651,Nelli Ponomareva,Miami University (Ohio),8.76
652,Gracia Mboko,University of Denver,8.76
653,Kaja Mrgole,West Virginia University,8.76
654,Abbie Pahz,San Jose State University,8.75
655,Catherine Parenteau,Michigan State University,8.66
656,Livia Cirnu,Kansas State,8.65
657,Chloe Forlini,U.S. Air Force Academy,8.61
658,Camille De Leon,Cal State Fullerton,8.60
659,Zaina Sufi,DePaul University,8.60
660,Alejandra Galvis,Iowa State University,8.59
661,Anna Feaster,Davidson College,8.49
662,Cassie Pough,University of Louisville,8.46
663,Laurence Guevremont,University of Tennessee,8.42
664,Sheila Smiley,University of Nevada,8.42
665,Alex Brinker,Xavier University,8.41
666,Izabella Zgierska,University of Nebraska,8.41
667,Sammie Watson,Boise State University,8.41
668,Drew Spinosa,University of San Diego,8.39
669,Olivia Myers,Western Michigan University,8.38
670,Lexxi Kiven,Dartmouth College,8.30
671,Lauren Burich,"University of Wisconsin, Madison",8.26
672,Gaby Rosales,University of Richmond,8.23
673,Hailey Johnson,San Diego State University,8.22
674,Courtney Wild,Ball State University,8.21
675,Emily Hahn,Princeton University,8.16
676,Kasey Gardiner,Wake Forest University,8.10
677,Laura Oldham,University of Arizona,8.09
678,Madison Stevens,Cornell University,8.08
679,Ria Vaidya,University of Pennsylvania,8.07
680,Maria Khval,Liberty University,8.05
681,Vanessa Nommensen,Tulane University,8.01
682,Jessica Northcutt,Samford University,7.97
683,Ekin Gunaysu,Winthrop University,7.97
684,Aslina Chua,Michigan State University,7.95
685,Devan McCluskey,Penn State University,7.94
686,Sophie van den Aarrsen,University of Portland,7.92
687,Sarah Means,Florida Gulf Coast University,7.92
688,Jordan Eggleston,Drake University,7.89
689,Stephane Lin,California,7.86
690,Honami Yazawa,Coastal Carolina University,7.85
691,Libby Scott,Coastal Carolina University,7.84
692,Tereza Hejlova,Western Kentucky University,7.82
693,Clare Cox,Appalachian State University,7.82
694,Marina Nikolic,Univ. of San Francisco,7.80
695,Devin Chypyha,University of Arizona,7.80
696,Yasmeen Ebada,Samford University,7.80
697,Vivian Lin,Cal State Northridge,7.74
698,Rachel Daniell,UAB,7.73
699,Brittany Huxley,Middle Tennessee State University,7.71
700,Nell Boyd,Drake University,7.70
701,Victoire Saperstein,Georgetown University,7.68
702,Lea Kozulic,Drake University,7.68
703,Anne Kurzweil,Georgia Southern University,7.61
704,Valerie Shklover,Yale University,7.60
705,Lize Leenknecht,Washington State University,7.57
706,Ali Miller,University of Cincinnati,7.54
707,Raluca Mita,Virginia Tech,7.52
708,Belen Rivera,Liberty University,7.51
709,Melissa Baker,UC Santa Barbara,7.51
710,Brooke McAmis,College of Charleston,7.49
711,Sarah Baron,Indiana University-Bloomington,7.49
712,Kamilla Galieva,University of North Texas,7.43
713,Nabila Farah,Santa Clara University,7.38
714,Juliana Cardoso,University of South Florida,7.38
715,Dominika Lackova,Youngstown State University,7.36
716,Christine Guerrazzi,Miami University (Ohio),7.36
717,Carita Moolman,Samford University,7.34
718,Arisha Ladhani,UC Irvine,7.34
719,Vera Bessonova,University of South Florida,7.33
720,Lauren Davis,Boston University,7.33
721,Iris Verboven,University of Mississippi,7.28
722,Eleonore Tchakarova,Murray State University,7.28
723,Summer Brills,Drake University,7.23
724,Kaylene Chadwell,Chattanooga,7.23
725,Mickey Hsu,Cal State Northridge,7.19
726,Julianna Bacelar,San Jose State University,7.15
727,Dana Oppinger,University of San Diego,7.09
728,Elizabeth Tsvetkov,Stony Brook University,7.05
729,Carolin Drescher,University of Southern Mississippi,7.03
730,Mary Hanna,University of Nebraska,7.03
731,Nastassia Rubel,University of Arkansas,7.03
732,Virginie Stein,Kennesaw State University,7.01
733,Mariely Hassey,Liberty University,6.99
734,Precious Gbadamosi,Montana,6.99
735,Anne Susdorf,Fresno State,6.96
736,Nadia Smergut,Stony Brook University,6.96
737,Samantha Tutelman,Penn State University,6.94
738,Ana Pimienta,Marquette,6.90
739,Evangeline Crist,Liberty University,6.89
740,Linsey Verstrepen,Wright State University,6.88
741,Liza Fieldsend,North Carolina State,6.86
742,Kim Schmider,Indiana University-Bloomington,6.86
743,Laura Matuskova,University of South Alabama,6.78
744,Kaysie Hermsdorf,Abilene Christian University,6.74
745,Iva Bago,Kansas State,6.74
746,Chaimaa Roudami,Georgia State University,6.68
747,Adrienne Jensen,Drake University,6.63
748,Courtney Amos,Yale University,6.63
749,Emma Alderman,University of Connecticut,6.62
750,Jacobea Junger,Univ. of Texas at San Antonio,6.60
751,Taylor Pinchoff,James Madison University,6.59
752,Shayne Austin,University of Arizona,6.54
753,Rimpledeep Kaur,New Mexico State University,6.50
754,Blaga Delic,University of Nevada,6.46
755,Agustina Valenzuela,University of North Texas,6.45
756,Grace Tapak,University of Illinois,6.44
757,Anastasia Polyakova,St. John's University,6.43
758,Clare Raley,"Univ. of Missouri, Columbia",6.43
759,Luisa Rosa,University of Utah,6.42
760,Victoria Matejevic,Washington State University,6.41
761,Jade Hilton,University of Illinois,6.35
762,Ali Foster,Eastern Illinois University,6.33
763,Whitney Williams,Abilene Christian University,6.33
764,Marine Dans,Long Island University (Brooklyn),6.32
765,Lisa Andersson,University of Nebraska,6.32
766,Carolyn Chupa,Indiana University-Bloomington,6.32
767,Regina Nychytailova,East Tennessee State University,6.30
768,Anna Segarra Rius,University of New Orleans,6.30
769,Liat Zimmermann,Rice University,6.29
770,Lexi Petrovic,University of Utah,6.27
771,Athena Trouillot,Michigan State University,6.23
772,Callie Frey,Univ. of Pittsburgh,6.21
773,Natasha Rizvi,U.S. Air Force Academy,6.20
774,Erica Medlin,Univ. of Northern Iowa,6.17
775,Brianna Lashway,"Univ. of Missouri, Columbia",6.17
776,Amanda Lin,Harvard University,6.14
777,Tracy Landram,U.S. Air Force Academy,6.14
778,Judit Vives,Texas A&M Corpus-Christi,6.13
779,Aissa Muamba,North Carolina Central University,6.12
780,Habiba Shaker,West Virginia University,6.11
781,Nada Marjanovic,Abilene Christian University,6.11
782,Louise Oxnevad,Cal Poly,6.09
783,Belen Barcenilla,University of Idaho,6.04
784,Taylor Hollander,University of North Florida,6.01
785,Malene Stripp,University of Oklahoma,6.00
786,Sydney Rider,"University of Wisconsin, Madison",6.00
787,Nikita Uberoi,Brown University,5.99
788,Deimante Bulatovaite,Sacramento State,5.96
789,Laura Kent,Lipscomb University,5.90
790,Priyanka Shah,Cornell University,5.85
791,Samantha Maddox,College of Charleston,5.84
792,Kirsten Ward,Elon University,5.82
793,Margo Pletcher,University of Utah,5.80
794,Ivana Vukovic,Old Dominion University,5.75
795,Mary Angela Martin,University of South Alabama,5.73
796,Eveline Lepinay,Stetson University,5.72
797,Hannah Brett,McNeese State University,5.70
798,Edmée Morin-Kougoucheff,University of Kentucky,5.66
799,Elisha Hande,North Carolina State,5.65
800,Lana Robins,George Washington University,5.62
801,Parminder Kaur,Saint Mary's College of California,5.62
802,Katie Goepel,Princeton University,5.61
803,Nini Guensler,Utah State University,5.59
804,Barbara Rodriguez,Boston University,5.56
805,Ava Todd,Davidson College,5.56
806,Sophie Cloessner,Charleston Southern University,5.55
807,Kai Broomfield,Marshall University,5.53
808,Yelyzaveta Pletnyeva,University of Connecticut,5.52
809,Alexandra Osborne,Arizona State University,5.52
810,Agata Bachanek,Weber State,5.51
811,Jane Stewart,Cornell University,5.50
812,Vivien Dvali,UC Irvine,5.46
813,Kelly Williford,Virginia Tech,5.44
814,Valerie Thong,Liberty University,5.43
815,Lucile Pothier,Abilene Christian University,5.42
816,Michaela Meszarosova,University of South Alabama,5.37
817,Julia Jamieson,University of Illinois,5.35
818,Taylor Lederman,University of Kentucky,5.35
819,Anna Romeka,Loyola Marymount University,5.30
820,Klara Skopac,Nicholls State University,5.30
821,Adi Milstein,Columbia University,5.30
822,Tess Herder,Drake University,5.26
823,Duda Santos,UTEP,5.25
824,Verginie Tchakarova,Murray State University,5.25
825,Gisela Kemper,Univ. of Northern Iowa,5.21
826,Alex Corder,Mississippi State University,5.19
827,Kelsey Williams,Univ. of Central Arkansas,5.18
828,Mariel Ante,Drake University,5.16
829,Jenny Falcone,College of Charleston,5.14
830,Bobbi Oshiro,Boise State University,5.14
831,Meghan Sheehan-Dizon,Brigham Young University,5.13
832,Mazy Watrous,UC Irvine,5.13
833,Lea Krajcovicova,Univ. of Northern Colorado,5.12
834,Sofia Hager,University of Oregon,5.09
835,Iren Kotseva,UNLV,5.09
836,Jessica Brumit,East Tennessee State University,5.08
837,Rachel Nelson,James Madison University,5.07
838,Daniela Ruiz,Clemson University,5.07
839,Ekaterina Stepanova,"University of Wisconsin, Madison",5.06
840,Nancy Karaky,Murray State University,5.04
841,Rebeca Pereira,University of North Florida,5.01
842,Nicolette Tran,Brigham Young University,5.00
843,Anneka Watts,Fresno State,4.99
844,Intissar Rassif,South Carolina State,4.98
845,Jane Fennelly,University of Notre Dame,4.98
846,Kelsey Coots,Chattanooga,4.98
847,Katya Lapayeva,Lamar University,4.97
848,Daria Savchenko,Sacramento State,4.97
849,Mia Frogner,"Southern Illinois, Edwardsville",4.93
850,Jana Buth,San Diego State University,4.93
851,Brittany Lashway,"Univ. of Missouri, Columbia",4.93
852,Caitlin Cridland,Winthrop University,4.91
853,Jieke Stroobant,Univ. of Northern Iowa,4.89
854,Meagan Monaghan,"Southern Illinois, Carbondale",4.87
855,Annika Sillanpaa,UNC Wilmington,4.87
856,Lauren Bellinger,University of Cincinnati,4.83
857,Katherine Schofield,College of Charleston,4.80
858,Carol Benito,"Univ. of Massachusetts, Amherst",4.78
859,Hannah Shteyn,Miami University (Ohio),4.73
860,Lauren Ghidotti,Xavier University,4.72
861,Ioanna Markesini,East Tennessee State University,4.72
862,Kristen Poei,Cal State Northridge,4.72
863,Emmie Marx,University of Idaho,4.71
864,Mariana Humberg,Winthrop University,4.69
865,Anna Kate Anderson,SMU,4.67
866,Megan LaLone,Boise State University,4.65
867,Masa Grgan,Georgia State University,4.65
868,Valeria Koussenkova,Charleston Southern University,4.62
869,Ashley Dean,Stetson University,4.59
870,Tayla Stenta,North Carolina State,4.52
871,Rebecca Faltusz,"Univ. of Hawaii, Manoa",4.51
872,Rebecca Harris,James Madison University,4.50
873,Meika Ashby,Western Michigan University,4.50
874,Alexis Thoma,University of North Texas,4.46
875,Polina Ivanova,Northwestern State University,4.44
876,Hailey Barrett,West Virginia University,4.44
877,Jordana Klein,Georgia Southern University,4.43
878,Emily Gibbens,Cal Poly,4.42
879,Kyla Klier,Tulane University,4.41
880,Angelica Sidorenko,Charleston Southern University,4.40
881,Katia Stavroulaki,University of Texas-Pan American,4.40
882,Danielle Silva,Santa Clara University,4.39
883,Chloe Pham,UC Riverside,4.39
884,Laura Eales,Long Beach State University,4.38
885,Kylie Peek,Gonzaga University,4.34
886,Sofia Baptista,University of Central Florida,4.34
887,Mi'Kola Cooper,Charleston Southern University,4.33
888,Sanne Louwers,Long Island University (Brooklyn),4.32
889,Dany Quevedo,Stephen F. Austin,4.30
890,Christina Auyeung,Lehigh University,4.29
891,Katie Zordani,University of Iowa,4.29
892,Lindsey Kostas,Stanford,4.25
893,Annette Dohanics,University of Iowa,4.25
894,Caterina Brunamonti,University of Kentucky,4.22
895,Amy He,Harvard University,4.22
896,Nastya Tokareva,Univ. of Wyoming,4.21
897,Katerina Matysova,University of Nebraska,4.17
898,Anna Abadias Morales,University of Richmond,4.17
899,Andrea Retolaza Andrade,Wake Forest University,4.17
900,Valeria Terentyeva,Stephen F. Austin,4.15
901,Zofia Stanisz,St. John's University,4.13
902,Jelena Dzinic,Texas A&M Corpus-Christi,4.10
903,Fleur Holtkamp,Charlotte,4.10
904,Milica Hadzi Tanovic,Univ. of San Francisco,4.08
905,Emma Critser,Saint Mary's College of California,4.07
906,Ammu Mandalap,Brown University,4.06
907,Mariami Dolashvili,"Univ. of Maryland, Baltimore County",4.04
908,Paola Diaz de Regules,San Diego State University,4.02
909,Anna Davydova,University of Detroit Mercy,3.97
910,Kelsey Grambeau,"University of Wisconsin, Madison",3.97
911,Maja Vujic,University of Minnesota,3.95
912,Natasha James,Univ. of Evansville,3.95
913,Yana Khon,Temple University,3.94
914,Evgenia Marushko,Southern Utah University,3.93
915,Luisa Ortiz-Candido,UC Santa Barbara,3.92
916,Kiryang Kim,Cal State Northridge,3.92
917,Anastasia Reimchen,University of Iowa,3.91
918,Olga Shkundina,Akron,3.90
919,Burcu Tari,University of Tennessee at Martin,3.89
920,Sarah Candeloro,University of Tennessee at Martin,3.87
921,Krizia Buck,Univ. of Central Arkansas,3.86
922,Georgina Pons Cano,University of Richmond,3.86
923,Dajana Cvjetkovic,Norfolk State University,3.84
924,Pia Rygh,University of Toledo,3.84
925,Tatum Prudhomme,Grand Canyon University,3.83
926,Katie DeRienzo,Sacred Heart University,3.81
927,Madison Rhyner,"Univ. of Missouri, Columbia",3.76
928,Nicole Karaklis,Univ. of Texas at San Antonio,3.75
929,Tiffany Tavares,University of Tennessee,3.74
930,Lisa Schneider,University of Southern Mississippi,3.73
931,Denise Maxl,Stephen F. Austin,3.73
932,Elpida Malamou,Western Kentucky University,3.70
933,Jessica Cortes Chaves,University of South Florida,3.68
934,Mia Jurasic,University of Arkansas,3.68
935,Megan McLinden,Western Carolina University,3.67
936,Michelle Lo,"Nebraska, Omaha",3.67
937,Jessica Parizher,Univ. of Wyoming,3.65
938,Adey Osabouhien,Stony Brook University,3.64
939,Marina Cunningham,University of North Florida,3.62
940,Molly Reed,Cal Poly,3.61
941,Darya Berezhnaya,Virginia Commonwealth University,3.61
942,Fabienne Gettwart,Sam Houston State University,3.61
943,Arielle Griffin,"Univ. of Massachusetts, Amherst",3.60
944,Yana Nikolaeva,Stony Brook University,3.60
945,Ariel Dechter,Bradley University,3.58
946,Kristina Hovseepyan,"University of Maryland, College Park",3.56
947,Jennie Hartjes,Creighton University,3.55
948,Samantha Polayes,Gonzaga University,3.53
949,Estelle Wong,Fordham University,3.51
950,Meredith Hopson,University of New Mexico,3.51
951,Julianna Curtis,Florida Gulf Coast University,3.50
952,Yuliya Sidenko,University of South Dakota,3.49
953,Ali Facey,UC Irvine,3.49
954,Stephanie Falcon,UNC Greensboro,3.49
955,Margarita Kotok,University at Buffalo,3.48
956,Ella Monsey,Long Beach State University,3.47
957,Cinta Maria Papke,University of South Alabama,3.47
958,Astrid Santos,Univ. of Northern Iowa,3.47
959,Soledad Calderon Arroyo,University of New Orleans,3.46
960,Vivian Cheng,Columbia University,3.45
961,Layla Sanders,UC Davis,3.43
962,Monet Stuckey-Willis,Temple University,3.43
963,Kaitlin Brozovich,Florida International University (FIU),3.41
964,Amanda Keller,U.S. Naval Academy,3.41
965,April Scatliffe,UC Santa Barbara,3.41
966,Inge Hendrikx,University of Arizona,3.40
967,Veronika Golanova,Georgia State University,3.39
968,Chloe Lee,Rutgers University,3.38
969,Johanna Vang,Northern Arizona University,3.37
970,Savannah Wood,Samford University,3.36
971,Erin Walker,Abilene Christian University,3.35
972,Sylvia Li,Harvard University,3.35
973,Sara Kohtz,Binghamton University,3.34
974,Lana Rush,Florida State University,3.33
975,Clare Mendell,University of Central Florida,3.30
976,Kristin Quill,Cornell University,3.30
977,Kyra Wojcik,University of Colorado,3.28
978,Rokia Sacko,Gardner-Webb University,3.23
979,Nicole Flower,Ohio State University,3.22
980,Kayla Gammie,UNC Greensboro,3.17
981,Alyssa Hibberd,University of Memphis,3.16
982,Ludivine Burguiere,Virginia Commonwealth University,3.16
983,Ani Gogvadze,Eastern Michigan University,3.16
984,Narizanne Bouwer,Oral Roberts University,3.15
985,Tracy Dong,Portland State University,3.14
986,Kimberly Herrock,James Madison University,3.14
987,Ana Laura Gutierrez,Texas State University,3.14
988,Julia Casselbury,College of William and Mary,3.14
989,Louise Badoche,Stony Brook University,3.13
990,Victoria Robertson,University of Utah,3.13
991,Christine Foote,University of Texas at Arlington,3.10
992,Keti Mebuke,Univ. of Illinois at Chicago,3.10
993,Martina Kostalova,"Univ. of Hawaii, Manoa",3.09
994,Emma Devine,University of Oklahoma,3.09
995,Ana Loaiza Esquivias,Sacramento State,3.08
996,Alma Espinosa,Univ. of Wyoming,3.08
997,Ana Sofia Cordero,University of North Texas,3.06
998,Madara Straume,LSU,3.06
999,Alex Huie,James Madison University,3.05
1000,Ariadna Blinova,Akron,3.05
1001,Lexy Pitt,University of Toledo,3.01
1002,Emily McNall,UNC Asheville,3.00
1003,Katie Fitt,Brigham Young University,2.99
1004,Cecily Wuenscher,College of William and Mary,2.98
1005,Kristen Realista,St. Peter's University,2.97
1006,Summer Collins,University of Kansas,2.97
1007,Romane Delay,Coastal Carolina University,2.95
1008,Andrea Crespo,Loyola Marymount University,2.93
1009,Dylan Owens,James Madison University,2.93
1010,Ana Gerbasi,East Tennessee State University,2.93
1011,Tijana Uzelac,Winthrop University,2.90
1012,Amber Washington,Univ. of Pittsburgh,2.90
1013,Alena Shichkova,Univ. of Texas at San Antonio,2.89
1014,Jessica Birowski,University of Texas at Arlington,2.89
1015,Daniella Patton,Xavier University,2.89
1016,Mary Wright,SMU,2.88
1017,Nicole Pivonka,Drexel University,2.87
1018,Michelle Castro,East Carolina University,2.85
1019,Barbora Lazarova,Elon University,2.85
1020,Vanessa Foltinger,Marquette,2.84
1021,Ellen Folkers,Cleveland State University,2.84
1022,Breana Stampfli,Florida Gulf Coast University,2.84
1023,Kristine Kouyoumjian,Loyola Marymount University,2.84
1024,Veronika Rogova,Southern Utah University,2.84
1025,Marie-Louise Decamps,George Washington University,2.84
1026,Natasha Tomishima,"Southern Illinois, Carbondale",2.82
1027,Silviya Zhelyazkova,Univ. of Wyoming,2.79
1028,Carolina Meregalli,Stetson University,2.79
1029,Erin Rodriguez,Miami University (Ohio),2.79
1030,Athena Chrysanthou,"Southern Illinois, Carbondale",2.77
1031,Sofya Malysheva,Fresno State,2.75
1032,Shea Flanagan,University of Connecticut,2.74
1033,Natalie Heffron,Colorado State University,2.73
1034,Angela Chen,University of Washington,2.73
1035,Shreya Pasricha,Fairleigh Dickinson University,2.72
1036,Sarah Ali,Fordham University,2.72
1037,Irina Preotescu,St. John's University,2.72
1038,Carolina Maso,Lamar University,2.71
1039,Barbare Eristavi,Western Michigan University,2.70
1040,Caitlin Herb,ULM (Univ. of Louisiana at Monroe),2.70
1041,Amanda Atanasson,LSU,2.68
1042,Rachel Sadiq,Univ. of Incarnate Word,2.67
1043,Jackie Kawamoto,Univ. of Dayton,2.67
1044,Lera Terentyeva,Stephen F. Austin,2.66
1045,Elizabeth Zordani,Yale University,2.66
1046,Allison Murphy,Univ. of Central Arkansas,2.66
1047,Bailey Padgett,Butler University,2.65
1048,Janaya Smith,Eastern Washington University,2.65
1049,Emily Meyers,Michigan State University,2.65
1050,Chloe Willetts,University of Louisville,2.64
1051,Santa Shumilina,UNLV,2.64
1052,Danielle Thompson,Morgan State University,2.63
1053,Clary Rodriguez Cruz,Drexel University,2.62
1054,Tyler Baker,Charlotte,2.62
1055,Georgina Segarra,Campbell University,2.62
1056,Elizabeth Means,Florida Gulf Coast University,2.61
1057,Frederique Sleiffer,UC Davis,2.59
1058,Siobhan Ryan-Bovey,Alcorn State University,2.59
1059,Alejandra DeLasa,Virginia Commonwealth University,2.58
1060,Mariam Zein,Rutgers University,2.58
1061,Lana Groenvynck,University of Texas at Austin,2.58
1062,Candela Munoz Giron,Florida Gulf Coast University,2.55
1063,Sophie Nelson,North Carolina State,2.54
1064,Chanel Glasper,"Univ. of Massachusetts, Amherst",2.54
1065,Ellie Gerlach,University of Louisville,2.53
1066,Irina Slizovskaya,University of Detroit Mercy,2.53
1067,Natalie Looney,University of South Carolina,2.51
1068,Jacqueline Raynor,Quinnipiac University,2.51
1069,Luise Intert,University of North Florida,2.51
1070,Rosie Bird,Bryant University,2.50
1071,Macie Elliott,SMU,2.50
1072,Alex Kitchen,University of Southern Mississippi,2.50
1073,Caroline Lynch,Yale University,2.49
1074,Alexa Brandt,Bradley University,2.48
1075,Brittany Lindl,University of Tennessee,2.48
1076,Karolina Maksimova,Akron,2.46
1077,Tamara Stanic,Campbell University,2.45
1078,Marian Tangarife,Idaho State University,2.45
1079,Tracy Kuhle,Western Michigan University,2.45
1080,Stacy Yam,UC Santa Barbara,2.44
1081,Ramona Costea,Miami University (Ohio),2.44
1082,Emelia Box,Northern Arizona University,2.44
1083,Pippa Carr,Texas State University,2.42
1084,Natalia Janowicz,North Carolina State,2.41
1085,Natsuko Takayanagi,Charlotte,2.39
1086,Kristina Horsikyan,Univ. of Central Arkansas,2.38
1087,Alison Storie,Chattanooga,2.37
1088,Jarret Fisher,DePaul University,2.37
1089,Tori Troesch,University of Portland,2.36
1090,Anais Nussaume,Temple University,2.36
1091,Lucy Williams,Towson University,2.35
1092,Amy Olivier,ULM (Univ. of Louisiana at Monroe),2.35
1093,Olivia Boija,Sacramento State,2.34
1094,Adriana Rajkovic,Old Dominion University,2.33
1095,Sarah Gealer,"Univ. of Hawaii, Manoa",2.32
1096,Justine Deleval,San Jose State University,2.31
1097,Christa Gecheva,Univ. of Wyoming,2.30
1098,Ellen Silver,University of Iowa,2.28
1099,Laina Cummer,Davidson College,2.28
1100,Jennifer Ren,Boston College,2.25
1101,Anja Cosovic,Troy University,2.24
1102,Dané Vorster,Portland State University,2.23
1103,Annat Rabinovich,University of Texas at Austin,2.22
1104,Dana Gray,East Carolina University,2.21
1105,Marie Babayan,Coastal Carolina University,2.20
1106,Michelle Lui,Seattle University,2.19
1107,Grace Summers,Eastern Illinois University,2.18
1108,Holly Verner,SMU,2.18
1109,Sivan Krems,Princeton University,2.17
1110,Shannon Beckett,Texas State University,2.17
1111,Marisa Ruiz,Florida Atlantic University,2.15
1112,Isabella Fernandez,Stetson University,2.14
1113,Lindsey Kayati,Rutgers University,2.14
1114,Catalina Ene,Florida Atlantic University,2.14
1115,Neena Wanko,East Carolina University,2.14
1116,Victoria Pahlett,Charlotte,2.14
1117,Arianna Paules Aldrey,Boise State University,2.13
1118,Kelli Woodman,Seattle University,2.13
1119,Nicky Stracar,Tulane University,2.13
1120,Maria Gomez,East Carolina University,2.13
1121,Jade Kawamoto,Univ. of Dayton,2.10
1122,Charlotte Derbyshire,University of Denver,2.10
1123,Nicolin Luecke,Charleston Southern University,2.09
1124,Cristina Saenz de Buruaga Ruiz,University of the Pacific (California),2.09
1125,Francis Dean,University of the Pacific (California),2.09
1126,Sophie Vickers,University of Idaho,2.08
1127,Romey Dodd-Stephens,Weber State,2.08
1128,Wan-Yi Sweeting,Boston College,2.08
1129,Milou Pietersz,Nicholls State University,2.07
1130,Stephanie Nguyen,Rice University,2.06
1131,Jackie Altansarnai,Univ. of Illinois at Chicago,2.06
1132,Jessie Lee,UC Davis,2.06
1133,Annina Brendel,Youngstown State University,2.06
1134,Marcia Tere-Apisah,Georgia State University,2.04
1135,Ikttesh Chahal,West Virginia University,2.00
1136,Amy Lowther,UAB,2.00
1137,Lyann Hoang,California,2.00
1138,Sara Bondar,Coastal Carolina University,1.99
1139,Kendall Heitzner,University of Minnesota,1.98
1140,aida kelic,Alcorn State University,1.98
1141,Dajana Ognjenovic,University at Albany,1.98
1142,Kelsey Williams,University of Richmond,1.98
1143,Macy Vonderschmidt,Charlotte,1.96
1144,Diana Tokar,Marquette,1.96
1145,Maria Camara Ruiz,Elon University,1.95
1146,Mary Beth King,Indiana University-Bloomington,1.94
1147,Zeina El Tawil,Santa Clara University,1.93
1148,Marketa Trousilova,Univ. of Evansville,1.93
1149,Andrea Ivanovic,Lamar University,1.93
1150,Iasmin Rosa,South Dakota State,1.93
1151,Julie Gaugery,Arkansas State University,1.92
1152,Jessica Warren,Cal State Northridge,1.92
1153,Blair Martin,Furman University,1.92
1154,Johanna Hyoty,Boston University,1.91
1155,Kristy Jorgensen,UC Davis,1.91
1156,Ana Rajkovic,Miami University (Ohio),1.91
1157,Jordan Denesik,Northern Arizona University,1.91
1158,Victoria Bensimon,Cleveland State University,1.91
1159,Paula Tormos,Marquette,1.91
1160,Saroop Dhatt,University of Portland,1.88
1161,Kelly Mengel,Penn State University,1.88
1162,Isla Brock,Nicholls State University,1.86
1163,Sharon Coone,University of New Mexico,1.86
1164,Tarani Kamoe,Georgia State University,1.86
1165,Anastasiia Zviahintesva,Jackson State University,1.85
1166,Samantha Caswell,Chattanooga,1.85
1167,Mehvish Safdar,University of Minnesota,1.83
1168,Ksenija Tihomirova,Fairleigh Dickinson University,1.82
1169,Karoline Haller,Wright State University,1.82
1170,Aimee Tarun,University of Iowa,1.81
1171,Jacqueline Zuhse,Penn State University,1.79
1172,Nicola Wellman,Liberty University,1.78
1173,Kadi Ilves,Illinois State University,1.78
1174,Ryan Brown,Bryant University,1.77
1175,Ana Gasparovic,Iowa State University,1.76
1176,Luba Vazhenina,University of Pennsylvania,1.76
1177,Marion Boullin,Bryant University,1.76
1178,Stephanie Fox,University of Kentucky,1.72
1179,Greer Ransom,Presbyterian College,1.72
1180,Emily Groeneveld,Liberty University,1.71
1181,Maria Cioffi,Bucknell University,1.71
1182,Franziska Sprinkmeyer,University of North Texas,1.69
1183,Cassandra Dix,Stony Brook University,1.68
1184,Lauren Pickens,University of Kansas,1.67
1185,kamelia dimitrova,Savannah State University,1.65
1186,Bianca Biglione,Florida Atlantic University,1.65
1187,Aida Kelic,Alcorn State University,1.64
1188,Alba Sala,University at Albany,1.64
1189,Liselot Koenen,Georgetown University,1.63
1190,Jayde Viccars,East Tennessee State University,1.61
1191,Monique Krutak,"Southern Illinois, Edwardsville",1.61
1192,Hannah Liljkevist,Seton Hall University,1.60
1193,Nicole Mitchell,Syracuse University,1.60
1194,Aliona Ladutska,Northwestern State University,1.59
1195,Mary Meyers,U.S. Air Force Academy,1.58
1196,Masey DeMoss,UNC Greensboro,1.58
